7.006155409809565526e+02,5.521433716037373642e+02,4.615401115977657014e+02,3.958050251722442567e+02,3.271865095780815409e+02,2.788973746184067295e+02,2.421743398449694951e+02,2.132692143671557687e+02,1.898638696118397320e+02,1.705998750264593298e+02,1.544303004364552407e+02,1.406633361661949664e+02,1.287995400766886291e+02,1.184691256321857367e+02,1.093924412386859046e+02,1.013541288712482498e+02,9.418544906378318160e+01,8.775240063830001702e+01,8.194843511411734482e+01,nan
2.500774166380596171e+02,2.544867313428652267e+02,2.242455982039398350e+02,2.088958021738167190e+02,1.950291425371540015e+02,1.823632108649721317e+02,1.707157189156905019e+02,1.599203761020040986e+02,1.497762620220227632e+02,1.425020818342514417e+02,1.343849897340069788e+02,1.265184401259810016e+02,1.188260695423482645e+02,1.131419418654500930e+02,1.065962028820336087e+02,1.014540045949017042e+02,9.211667021336049288e+01,8.587210716205146355e+01,8.024380527273881114e+01,nan
nan,1.390086448726451636e+02,1.433334652148944883e+02,1.307772795273814950e+02,1.249285273424307547e+02,1.190449826913386460e+02,1.142038251609353949e+02,1.094375385776086773e+02,1.047861404794192026e+02,1.000052770209561999e+02,9.794184030332841928e+01,9.389750428350882316e+01,8.986220285791172557e+01,8.586515984073312779e+01,8.126802667419181603e+01,7.905440656614138106e+01,7.546711636142435964e+01,7.205403472383855501e+01,6.817499835012210951e+01,nan
nan,nan,8.755988770125483711e+01,9.312910321536810443e+01,8.579506584084359133e+01,8.268845796448887597e+01,8.076577588253974227e+01,7.865420434417552542e+01,7.746887118409148343e+01,7.432414474741410970e+01,7.187009248797939165e+01,6.945373857117010630e+01,6.926383096698195629e+01,6.697034544264387534e+01,6.473868454333754130e+01,6.243222902534245833e+01,6.034223241818308736e+01,5.815016980244934075e+01,5.583235848061588769e+01,nan
nan,nan,nan,nan,5.950144080642952815e+01,6.133802952514840001e+01,5.999543914683673052e+01,5.889896148865132375e+01,5.721351155808510214e+01,5.591999458032920245e+01,5.456435828548072209e+01,5.317600800523086946e+01,5.176392165890927544e+01,5.255056846425748773e+01,5.060060831488454625e+01,4.917542910855142679e+01,4.765012019871759463e+01,4.628584397210396162e+01,4.494195384880307387e+01,nan
nan,nan,nan,nan,nan,4.139716016490072548e+01,4.405833872283448471e+01,4.370011702901067707e+01,4.311039624391435154e+01,4.217527940857166868e+01,4.142613189539498819e+01,4.060532250004384736e+01,3.973651429246015709e+01,3.883678922230213004e+01,4.009501439171717152e+01,3.906341439902825385e+01,3.814418597386897858e+01,3.723552700506209590e+01,3.633417247819237872e+01,nan
nan,nan,nan,nan,nan,nan,2.904337000168648331e+01,3.242686822632259691e+01,3.228453133786569396e+01,3.183629480646794008e+01,3.148611646240270545e+01,3.104224512621130216e+01,3.052980773046149920e+01,2.996763276170521451e+01,2.936956241770988996e+01,3.083845042188846008e+01,3.020878762373994419e+01,2.956650781156427144e+01,2.891686642254836670e+01,nan
nan,nan,nan,nan,nan,nan,nan,2.004759086479782582e+01,2.389565592985018583e+01,2.393925497852637108e+01,2.370434005667207700e+01,2.352239849502725377e+01,2.325908500117497368e+01,2.293458758461500224e+01,2.256313246899685865e+01,2.462620271873943523e+01,2.417041672033655075e+01,2.369639578427733184e+01,2.320933842753708376e+01,nan
nan,nan,nan,nan,nan,nan,nan,nan,1.430777147790087511e+01,1.745970314457006367e+01,1.804779489650626090e+01,1.799555625421396599e+01,1.786217168150452039e+01,1.766484901961582921e+01,1.741888157890382161e+01,1.713549735336626156e+01,1.892215428790375142e+01,1.859654098275445833e+01,1.825190610185141082e+01,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.035069528192751065e+01,1.301038495625069658e+01,1.295879797741571693e+01,1.296466415765950586e+01,1.290265469338396365e+01,1.278487000766505588e+01,1.262440089370213059e+01,1.454142584369230207e+01,1.432885146429763168e+01,1.409303678439783880e+01,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.317171826020148373e+00,8.308544749198293999e+00,8.855405193822148746e+00,8.894541763796894429e+00,8.876567914493234568e+00,8.812682612735493137e+00,8.648167922033891841e+00,1.070626133264076962e+01,1.055560795490972126e+01,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.045501733049241544e+00,4.944378865423892044e+00,5.398749087081220921e+00,5.473250438981571264e+00,5.496113521921050626e+00,5.477297701278498465e+00,7.594563220197422027e+00,7.511593332297930914e+00,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.392480898758947205e-01,2.124750458246261076e+00,2.507212577362639028e+00,4.870730669751180741e+00,4.911984888211181399e+00,5.065765411369977933e+00,5.027072413490370373e+00,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.417018900680544036e-01,2.303833272810145605e+00,2.605929327412368046e+00,2.673085133864009588e+00,2.704144831715618480e+00,2.628098404490398998e+00,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.364021913698313604e+00,2.059916775369270425e-01,4.680834275628993346e-01,5.396423927522038255e-01,5.081687991455705600e-01,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.057174513920102310e+00,-1.614588352127606541e+00,-1.384314220906226467e+00,-1.338720586918695776e+00,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.013138878964958245e+00,-3.055027127275495413e+00,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.395648807781292078e+00,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
