1.944771453486113751e+04,1.591277043438259716e+04,1.326953533671527839e+04,1.142643165027972464e+04,9.994873108975702053e+03,8.914368313207483880e+03,8.090131173792146001e+03,7.324031769103594343e+03,6.619339338316857720e+03,6.070111889681339562e+03,5.589033772437804146e+03,5.202263017219761423e+03,4.844290558450125900e+03,4.535695630725605952e+03,4.253688844093381704e+03,4.013335462032434407e+03,3.788056090644433880e+03,3.589427281853082604e+03,3.412757894469988059e+03,3.247017707679651721e+03,3.098370987381862051e+03,2.957378696208826113e+03,2.828955190892221708e+03,2.711553513118211413e+03,2.606685302603239506e+03,2.495064460520505691e+03,2.409443124497145163e+03,2.316959566244788221e+03,2.240737893232977058e+03,2.157735160612514846e+03,2.084626165213301647e+03,2.016459606115706038e+03,1.948632446747056974e+03,1.888442687821883055e+03,1.829902128088265727e+03,1.774877979967527381e+03,1.723181708467826411e+03,1.672520643353047717e+03,1.619451064169487381e+03,1.578400378657844612e+03
1.775749235986239364e+04,1.450888810105713128e+04,1.207498084192276474e+04,1.031980784017136648e+04,9.104128680352596348e+03,8.097434988312334099e+03,7.324064740647563667e+03,6.696206149738983186e+03,6.166182543414456632e+03,5.710356288783151285e+03,5.303110554662739560e+03,4.983520376217653393e+03,4.683496372368033917e+03,4.445584096371659143e+03,4.175861537063710784e+03,3.960299720196099315e+03,3.768182050474761127e+03,3.594144147004203205e+03,3.435583406372751597e+03,3.281059242509502383e+03,3.118313829074513251e+03,2.976416434662300162e+03,2.847257217163961286e+03,2.729167259454633495e+03,2.618497979408002266e+03,2.511431328768362619e+03,2.425297428942980332e+03,2.333041682217960897e+03,2.250453505425728054e+03,2.172174451290189609e+03,2.098600010731723160e+03,2.030028757116287352e+03,1.961817836286875945e+03,1.901335995657377907e+03,1.842401715880366055e+03,1.787050638647482629e+03,1.735010449774072185e+03,1.683898711181898307e+03,1.630514619088746485e+03,1.589248335961111252e+03
1.699921439627662403e+04,1.390025017198301248e+04,1.144947123770590224e+04,9.860058275372830394e+03,8.650075742380944575e+03,7.681199602424058867e+03,6.933107136920375524e+03,6.335991229961656245e+03,5.820019635803090750e+03,5.395394657670824927e+03,5.014369132829062437e+03,4.700383082999365797e+03,4.437169445810602156e+03,4.196162673646326766e+03,3.948297358935103603e+03,3.760969331895089454e+03,3.587360521286887433e+03,3.422334864952940734e+03,3.271321662391073005e+03,3.131120313771276415e+03,3.003371470415152999e+03,2.892189233503864216e+03,2.775112568690533863e+03,2.675059863432355087e+03,2.617302554007186700e+03,2.489622771426664713e+03,2.401907562851481089e+03,2.325844742176022919e+03,2.259474059487037721e+03,2.181856755190585318e+03,2.116130905103506848e+03,2.053353810498833809e+03,1.974767257917655797e+03,1.913291593579462642e+03,1.854619047376611888e+03,1.799006121303605141e+03,1.746671125052118441e+03,1.695275048626637044e+03,1.641576512443308729e+03,1.600094781201060187e+03
nan,1.314708992388809747e+04,1.115767255100296461e+04,9.473210952851026377e+03,8.342328592475905680e+03,7.419571259476444538e+03,6.691087108331448690e+03,6.050086560682561867e+03,5.633494414012525340e+03,5.202183659269741838e+03,4.844525633767647378e+03,4.538293166117349756e+03,4.268279478020737770e+03,4.087764454457437296e+03,3.801063252892611672e+03,3.616108557193593242e+03,3.444837151024149080e+03,3.289492506736256928e+03,3.147544692688632040e+03,3.010216548733186755e+03,2.897592654301420680e+03,2.784319218365082179e+03,2.675089282318079313e+03,2.584943031664169212e+03,2.492238977882329891e+03,2.402633130762776091e+03,2.332762813502798508e+03,2.265942170501853525e+03,2.183267607074656553e+03,2.111189627963797193e+03,2.049734255377014506e+03,1.989261257095754672e+03,1.933562971754709451e+03,1.879213617701601606e+03,1.828072570977248461e+03,1.779484233523827697e+03,1.733285567592071402e+03,1.686016130594546212e+03,1.640193178149029791e+03,1.594937940934628159e+03
nan,nan,1.064726908792387258e+04,9.319267598888951397e+03,8.215148583063784827e+03,7.251545178713573478e+03,6.531939155543920606e+03,5.946886663236155982e+03,5.463700392593429569e+03,5.062050368571105537e+03,1.019841789584846083e+04,4.414742672452898660e+03,4.149783714938236699e+03,3.867357548493961076e+03,3.708763819114025409e+03,3.517871881441599271e+03,3.344510194651150869e+03,3.191118301657394568e+03,3.053510049630345748e+03,2.917578053554106191e+03,2.805850337258878881e+03,2.699089107473281274e+03,2.597499598605169922e+03,2.500369421399082057e+03,2.415138604179696813e+03,2.330842546618690903e+03,2.264604295461454512e+03,2.201316779752769889e+03,2.122420726745534012e+03,2.054781680701555160e+03,1.995543062214176416e+03,1.939980359535898288e+03,1.884912386341624369e+03,1.830251717167174093e+03,2.923169062258784834e+03,1.742307395267881020e+03,1.690467676311264313e+03,1.643219619637307233e+03,1.602218568054301613e+03,1.567002972827727717e+03
nan,nan,nan,9.028041456053886577e+03,8.017377854232940081e+03,7.126757331183530368e+03,6.410222256613133140e+03,5.837208164192485128e+03,5.356307278498395135e+03,4.964709790131179943e+03,4.621025731630710652e+03,4.312808550264833684e+03,4.061916423161652347e+03,3.829004377020319225e+03,3.621755975392130040e+03,3.439515063114824443e+03,3.273984933632998946e+03,3.122137740109657898e+03,2.984332245354005408e+03,2.850455674497517975e+03,2.738237698103132516e+03,2.630944772562638263e+03,2.530531123150486110e+03,2.441384437660337881e+03,2.355505335388128515e+03,2.272746950720480527e+03,2.203718508594616651e+03,2.136785198827476052e+03,2.071688077355086989e+03,2.008932560121613278e+03,1.949410357303617502e+03,1.894601179330214336e+03,1.842144054874420817e+03,1.790207077952956524e+03,1.737524131593484299e+03,1.696552288536584683e+03,1.652167265383430959e+03,1.609054356839716547e+03,1.568327542755593868e+03,1.563029657277504839e+03
nan,nan,nan,nan,7.811174015094527022e+03,7.045468016580519361e+03,6.337806313216373383e+03,5.759762976720518054e+03,5.286512806100829039e+03,4.885723056670622100e+03,4.536466086291734428e+03,4.249953589108432425e+03,3.991162854776720906e+03,3.769739359140206034e+03,3.484571008313906532e+03,3.365954387053352093e+03,3.214860637103423869e+03,3.064125033049452213e+03,2.929517837563971170e+03,2.799828885104734582e+03,2.690432989207659830e+03,2.584568742186258532e+03,2.486234128252458959e+03,2.400509358874614918e+03,2.307479985212849897e+03,2.223755396141123583e+03,2.154425114282014420e+03,2.086573802201990475e+03,2.025559250217950421e+03,1.964749888510633355e+03,1.906072025062267585e+03,1.851859281783167035e+03,1.803693786400923727e+03,1.751290551628726689e+03,1.705658664239167592e+03,1.662456959351333353e+03,1.620245125292754437e+03,1.578351867152188333e+03,1.539401887223657923e+03,1.501182858436192873e+03
nan,nan,nan,nan,nan,6.876520071664927855e+03,6.258092760925894254e+03,5.697960380300157340e+03,5.208370398060586012e+03,4.824610248958278135e+03,4.485239802565980426e+03,4.189236223380467891e+03,3.939957414676466215e+03,3.722378455842969288e+03,3.508611582237906077e+03,3.329317308178059193e+03,3.170145082795696908e+03,3.015969377099375379e+03,2.883219894613084762e+03,2.754478918687098030e+03,2.645256349394773224e+03,2.540464552335979079e+03,2.443909478247011975e+03,2.354825553718598712e+03,2.279056735824919087e+03,2.193152088705620372e+03,2.121941560772690536e+03,2.056032175396025650e+03,1.991915853918613266e+03,1.930122900379980592e+03,1.871100278188702305e+03,1.805123666227626018e+03,1.766457379261961478e+03,1.720207612148121825e+03,1.674148272810856952e+03,1.630830438252733757e+03,1.589820584064510285e+03,1.548611931670918239e+03,1.510366968232300451e+03,1.478892091904362360e+03
nan,nan,nan,nan,nan,nan,6.139989226108006733e+03,5.576302401462748094e+03,5.174328860762730073e+03,4.785499412342732285e+03,4.437741603959195345e+03,4.143769843799524097e+03,3.893204908734943274e+03,3.663742066517321746e+03,3.464470911926028748e+03,3.285978218725184433e+03,3.131618055937307417e+03,2.984942187066754286e+03,2.849605006255806984e+03,nan,2.614175350012503259e+03,2.510369592047536571e+03,2.413881575079228242e+03,2.325634186565510845e+03,2.240782599399273749e+03,2.159359500098499211e+03,2.089936531738173926e+03,2.024295105089013987e+03,1.961352323374979051e+03,1.898041749491533665e+03,1.845924081019340974e+03,1.792617800614063754e+03,1.741985752871336217e+03,1.693382245439490362e+03,1.648021985338487184e+03,1.604661113531261890e+03,1.564327672509086597e+03,1.524080709545959053e+03,1.485690666499710005e+03,1.451563967427604439e+03
nan,nan,nan,nan,nan,nan,nan,5.525077915286336065e+03,5.140151837438270377e+03,4.750243847823987380e+03,4.406989933706039665e+03,4.124145518470962088e+03,3.870841381391831874e+03,3.643705141181609633e+03,3.435288988745841380e+03,3.261056694146943300e+03,3.100266866276138444e+03,2.946757966478470280e+03,2.817887338302115495e+03,2.695833037547020922e+03,2.584393865093896238e+03,2.480550301543409205e+03,2.387729618090203076e+03,2.301139708466288539e+03,2.217391582689372626e+03,2.142999498490683436e+03,2.069341156719633091e+03,2.002646004805693565e+03,1.940197926706133103e+03,1.880274008753351382e+03,1.821812640688490546e+03,1.774572682667914933e+03,1.719417553133236652e+03,1.676357791739143067e+03,1.624196645452863777e+03,1.581119413095786285e+03,1.540124609454488564e+03,1.500168901629664106e+03,1.465626423255297823e+03,1.430307222757290901e+03
