9.225587255510283285e+04,1.728428235341953041e+04,1.075031128489367802e+04,5.694448566653642047e+03,4.192375742608024666e+03,3.289911885744050323e+03,2.700090747909142465e+03,2.273610535704911399e+03,2.339709678413687925e+03,1.715681729410295702e+03
nan,nan,5.549542326987659180e+03,4.054883036747270125e+03,3.217712118778163131e+03,2.655841328611239987e+03,2.288364456458430595e+03,1.980290950432350883e+03,1.759684226660329614e+03,1.570580099501888526e+03
nan,nan,nan,3.721449431088001802e+03,2.956252715075127071e+03,2.449106890523648872e+03,2.085557141164654240e+03,1.818136211215048661e+03,1.606094086403122901e+03,1.437609783991514178e+03
nan,nan,nan,nan,nan,2.360620419617599964e+03,2.018461551733044644e+03,nan,1.548723175432666721e+03,1.395377585982230585e+03
nan,nan,nan,nan,nan,nan,nan,1.726346722696997631e+03,nan,1.367176495358698503e+03
nan,nan,nan,nan,nan,nan,nan,nan,1.522609901913219346e+03,1.359141503167443489e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
