4.526939309865641917e+03,1.036427635338205164e+03,6.755186753819214118e+02,3.504453044310400855e+02,2.530245664869886468e+02,1.946307558655281014e+02,1.563383408880500838e+02,1.286978034390041614e+02,1.254937720895651694e+02,9.251802254996347585e+01
nan,nan,1.445700029873570998e+02,1.183359960642977029e+02,1.010378923550204178e+02,8.829432048923132470e+01,7.892476825650975059e+01,7.037964315484106237e+01,6.456240789927194612e+01,5.910273845597853892e+01
nan,nan,nan,6.796307279195340811e+01,5.751724659640214554e+01,4.981030864663123481e+01,4.387297776811858796e+01,3.910924088093773321e+01,3.511294644115695007e+01,3.169957078883082957e+01
nan,nan,nan,nan,nan,3.265837406764965323e+01,2.810667992259278236e+01,nan,2.112627883653902927e+01,1.919129888564048514e+01
nan,nan,nan,nan,nan,nan,nan,1.578847364091085304e+01,nan,1.085500474118243375e+01
nan,nan,nan,nan,nan,nan,nan,nan,7.928428409942411825e+00,5.750455678435823614e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
