3.198131716879777855e+02,6.535433008844127301e+01,3.482395598108172408e+01,2.114107412475230419e+01,1.561059138768104226e+01,1.198033808672701284e+01,9.567364041335869373e+00,7.844627571971388491e+00,6.569298149441396895e+00,5.565662385734937878e+00
nan,nan,nan,6.401457538774128153e+00,5.686772063527976151e+00,5.105711023065281573e+00,4.632115744492313780e+00,4.208345041136418274e+00,3.830661590113222825e+00,3.492000491925854710e+00
nan,nan,nan,nan,nan,2.323749051098149554e+00,2.122082826669202227e+00,1.943314952673512064e+00,1.782374750317995193e+00,1.635282119461521244e+00
nan,nan,nan,nan,nan,nan,nan,nan,7.658679428392919375e-01,6.758344531856053106e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
