1.049031326036860992e+05,3.047910533776962984e+04,1.786801345175550159e+04,1.251556826044562149e+04,9.662259319901337221e+03,7.321114083769442004e+03,6.044852963876411195e+03,5.124017680275348539e+03,4.465528548374334605e+03,3.921566734571822508e+03,3.496213979281903448e+03,3.169921499262708039e+03,2.871449240010460926e+03,2.641195035096425272e+03,2.424750422729286583e+03,2.245103793164717899e+03,2.086535178589724183e+03,1.948955973705829138e+03,1.826557105346508251e+03,1.715411481498606690e+03
nan,nan,1.012256604180677459e+04,7.747287729590077106e+03,6.465276147847052016e+03,5.491944367513743600e+03,4.775930846790120995e+03,4.247240611721270398e+03,3.806750507456284140e+03,3.440757886071569828e+03,3.144837446878734227e+03,2.890984058177448333e+03,2.674329371002638254e+03,2.483904037169257663e+03,2.321352136938968215e+03,2.174128126283062102e+03,2.048168073533364804e+03,1.929102518456008966e+03,1.823952150587336291e+03,1.731808965481298173e+03
nan,nan,nan,nan,nan,4.823357309568706114e+03,4.229934001089521189e+03,3.748702678452612872e+03,3.375540898600454966e+03,3.074015884855423792e+03,2.829504812471648165e+03,2.601147072501221373e+03,2.411578603935482988e+03,2.252013481329311617e+03,2.114770253603996935e+03,1.983339424698747735e+03,1.871389585365358926e+03,1.769604696215877766e+03,1.681121802744646857e+03,1.596381261451938144e+03
nan,nan,nan,nan,nan,nan,nan,3.429312773996699889e+03,3.152783303539152712e+03,2.883989536865290120e+03,2.640785263703940927e+03,2.572890105295736248e+03,2.284074257543714793e+03,2.115965662056942165e+03,1.988047216614175568e+03,1.871452819042719739e+03,1.768800713997889034e+03,1.671523043562186103e+03,1.582484828239466196e+03,1.500833291696417064e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.530943322687041473e+03,2.354044571032440217e+03,2.191821290692931143e+03,2.037564973702307498e+03,1.912598239712582881e+03,1.796538975966322369e+03,1.695027306849079196e+03,1.608679691718300091e+03,1.524582655014642569e+03,1.453985879626623046e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.993005622271425636e+03,1.859581063309331057e+03,1.753254644097890377e+03,1.652438332417359106e+03,1.564562592109564548e+03,1.483371025038833068e+03,1.416915606460945128e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.632346872056317352e+03,1.534934418937001965e+03,1.460877562473718854e+03,1.389496805563620001e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.374735238552555302e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
