1.519114614263618932e+04,5.075770633925129005e+03,2.962966723875002117e+03,2.086250008639170574e+03,1.637114974911584341e+03
nan,3.774184923159603386e+03,2.365057487791971198e+03,1.747782309735066747e+03,1.431514528309211073e+03
nan,nan,2.205799849523375087e+03,1.616665476156379327e+03,1.329177371402767449e+03
nan,nan,nan,1.512457792299828498e+03,1.257013689180599613e+03
nan,nan,nan,nan,1.169007250358266447e+03
