4.592593613336920555e+01,1.825257256686952800e+01,1.004767288791878777e+01,6.544252672244607716e+00,4.706388676168121954e+00
nan,2.660528325354374779e+00,2.602173894215775718e+00,2.265263801595983395e+00,2.012223649477870246e+00
nan,nan,3.571571980565581006e-01,4.343155657430974870e-01,6.104399863325979947e-01
nan,nan,nan,-6.563104402679782456e-01,-2.493478283243390492e-01
nan,nan,nan,nan,-1.107591191273944231e+00
