,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,24.043834821365845,2.1253696436172316,1.9194753844107986,1.7058324771452789,1.4816277264928672,1.2510615784012948,1.0113154006676197,0.7595895034960485,0.4996909692678173,0.22877797507739572,-0.05597892711699615,-0.35116570799320357,-0.6597026435979281,-0.9845453512999356,-1.3226850648080983,-1.6791423751035772,-2.0513306829712583,-2.444306784824196,-2.855927377979512,-3.29138229800456,-3.7490107421580774,-4.234254365523903,-4.7476226481750565,-5.290124373869354,-5.867731087010753,-6.482039767414637,-7.136682031199673,-7.835746908167298,-8.585152785847196,-9.404375459313048
1,6.266608723625097,6.141513014029167,6.014023120457761,5.881878249441293,5.742453766367863,5.600150317022148,5.452363127008329,5.296531863924596,5.136717096014269,4.970355988919955,4.794921476811819,4.614160299734685,4.425512541520224,4.226419756941521,4.02032748820065,3.8026949684294067,3.5766357713796317,3.33768152249338,3.088624740949534,2.8249950447819074,2.549258825381596,2.25687223811855,1.9483364804837322,1.6237776365711483,1.27849971702366,0.912361975394969,0.5233799735230242,0.10934998243515537,-0.33351568863510295,-0.8221471380733973
2,9.843668941268874,9.781408991475727,9.718888517274618,9.654075672827307,9.584476603950748,9.51463561632351,9.442095671715169,9.364462721028925,9.285975049307986,9.204260481191138,9.11699926254959,9.028162572329563,8.935437184722726,8.836529612193189,8.735177210468567,8.627155231444764,8.515927895504127,8.397405682991472,8.274802051630544,8.144112456898643,8.008312091758224,7.863426524374987,7.71058508519884,7.550616621014186,7.379614207597889,7.198311748562876,7.005721549336705,6.800750448750179,6.580875068427851,6.330619387108612
3,13.421017385414006,13.421039236269664,13.423480066121321,13.425991876233734,13.42621009118605,13.428822889901195,13.431522359648252,13.43207802510399,13.434907497443056,13.43782835700764,13.438729836067097,13.441807626454814,13.444991504029993,13.446257480930953,13.449629787783234,13.451204668534157,13.454792780779155,13.456686276755736,13.460519735513042,13.462750440203006,13.466865726305866,13.469457312406451,13.472287832866353,13.476887536750272,13.480129923800206,13.483634338285103,13.487401461935011,13.491454234511107,13.49453446970153,13.482612664521387
4,16.998047211956983,17.06062827545238,17.128032203211532,17.19786871187641,17.267906050766403,17.342973565594882,17.420913252149212,17.49966007018098,17.583807512160938,17.671366722750847,17.760431296595506,17.855425345165024,17.95452167010258,18.055962362326728,18.16406334503763,18.275237538709188,18.393643951662614,18.515957365315877,18.64623117761072,18.781385281786815,18.925421400617456,19.075497163429112,19.2340047768955,19.403176562442415,19.580673363963644,19.768992069064097,19.969124835948957,20.182211338449687,20.408260118155784,20.634684777730307
5,20.574848951498993,20.700138773318834,20.832504389443915,20.96966640276753,21.10952115212501,21.257043897121438,21.41022331297111,21.56716075292586,21.732626423118464,21.904822396687244,22.082051421859738,22.268959724079757,22.46396929312683,22.665584095108542,22.87841430796831,23.09918760371621,23.332412532415663,23.57514435940294,23.831858587774217,24.09993799212273,24.383895181474905,24.6814554484641,24.995640627204192,25.32938610968368,25.681138626320838,26.05427206768757,26.45077368408191,26.87289577443146,27.321916430587738,27.78668861489264
6,24.15150481688425,24.33953935466253,24.53686617300702,24.74135076832738,24.95102280956712,25.170997265170623,25.39941504342148,25.634540861380604,25.88132232525094,26.138153781817326,26.4035451212053,26.682366768004986,26.973285497498406,27.275072690251214,27.592628832328057,27.922999529516208,28.27104021121689,28.6341890252401,29.017341800863264,29.418342311334417,29.84221649501127,30.287258329820027,30.757116825652112,31.255433150033582,31.781436036052103,32.33938227792079,32.93224670218092,33.56340015665549,34.23538810314001,34.93850385402058
7,27.728051317779396,27.97881644065584,28.241102456415927,28.51290797896262,28.79239411433683,29.084819455692266,29.388472609996363,29.70178414867178,30.029879353025926,30.371343612272977,30.724893247256905,31.095625978734695,31.48245112358492,31.884408302453963,32.306686334223286,32.7466495385963,33.20950250189753,33.693065187790296,34.20265039297981,34.73656917202793,35.300356972729546,35.892873928558785,36.518402653945515,37.18128406993699,37.881531559473345,38.62428234879691,39.41350512304619,40.253684011873844,41.14862960470129,42.09008166509834
8,31.304490198813312,31.617971816845,31.945214401733775,32.28433901409561,32.6336374829516,32.99851062571446,33.377396262213885,33.76889232215027,34.17829808257885,34.60439209075941,35.046097295281044,35.50873784529681,35.99146625374446,36.493589827736244,37.02058623266301,37.570139571036975,38.147801808894975,38.75177237632245,39.38778793666802,40.054619127162454,40.758315785149904,41.49830389780342,42.27949767212324,43.106936787097155,43.981424592296875,44.90897547616812,45.894548812964864,46.943743734895804,48.06164292610421,49.24142262869842
9,34.88081547086347,35.257008010977074,35.64920531768991,36.055646532317354,36.47475524418995,36.912074149321484,37.366191127988095,37.83586732375082,38.32658263037466,38.8373029434531,39.367162518458755,39.92170763973438,40.50033718678766,41.10262240329676,41.73433527446357,42.393474906774664,43.08594198110241,43.81031843159123,44.572759517657474,45.37249957387333,46.216100233137674,47.103555252083225,48.04040799637497,49.03240286244578,50.081123095110456,51.19346942636105,52.37538707327734,53.6335932446397,54.97443622217544,56.3925372807211
