,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,-5148.484323021528,651.2112471400369,3862.9779196477302,5683.978313378914,6469.870264852678,7257.8580424832,7870.291828177502,8319.145567591631,8684.014633142053,8810.58097800236,9060.30542701396,9178.429762915357,9333.118225815524,9424.879650960289,9518.503382375167,9566.99352282169,6362.952443467921,6437.537294095617,6516.660918173329,6572.170134305815,6631.0711512005455,6687.509887377177,6740.115588830453,6686.687079698777,6723.87127391568,6764.21253311457,6803.611187791443,6831.944263266443,6855.550638003345,6838.225206319226,6891.983669199539,6889.83095430964,6913.268274583131,6937.0652794827865,6930.307776685348,6964.506398434712,6984.267433479921,6993.8132659740895,7033.320268389,7083.087716605387,7062.356977533421,7081.32500960768,7093.220153003627,7120.207164684314,7133.822753886333,7123.684840253382,7142.773742100046,7159.132974806477,7175.629281441001,7184.910390804031,7186.4612773065055,7186.488951757964,7199.889839032405,7210.964614435121,7213.501788705086,7194.898768846651,7214.9595171995115,7225.714589697063,7236.363797364122,7229.2852887518275
1,,-760.1262126906274,-69.10019280004053,334.10766266442,570.2936482996016,725.4825469112925,837.0020602114936,855.7107219456029,924.0387930140355,974.5709932104068,1018.0695711377466,1053.5213147545762,1081.1131459384126,1107.4573261826345,1130.493349037481,1126.92397588054,1145.7573743911285,1160.8496504914267,1175.058994221877,1176.4290291516352,1187.252805865487,1190.6872853509747,1199.5523127344127,1203.8922303665445,1208.7990876882418,1213.59634286948,1217.2556304335028,1221.5598756639993,1224.872500206245,1228.7039812593832,909.4325445631935,914.1877218363746,918.7125804701113,923.0114999523786,927.2391470201767,933.2948538988925,939.0638319528017,944.6361980731315,950.0015886014588,954.6268125190435,951.8160045320808,956.4954020558384,960.4846188685299,963.9801870163303,967.316002398592,966.158029660974,969.0617632998993,971.8064478273023,974.3783733212507,973.5011359809628,975.1584412383575,977.5890204892869,977.3022578404956,979.1470549844942,980.7156122004637,980.4184070247395,981.9693447609055,981.9733837476501,983.1982492011354,983.2965437760406
2,,-835.706465810582,-341.8159921995557,-93.09452989773888,87.40267798134448,205.53659316073424,288.83026783375533,350.7772602123159,363.1763967970225,401.9261760735134,434.3950401544049,463.63526187640196,484.9858761692117,503.5994627205494,520.4841266167741,535.3485572172345,548.4289718026251,560.1313624405825,569.0682450299263,566.2352788268662,575.0732255900506,583.011196597368,590.1501785063225,596.7833280313367,602.9507781948844,608.4549358325842,607.7735477436768,612.6973798120653,617.3380624802392,618.0840087489867,621.925441399176,626.025552893619,626.9517880799948,630.1072950009101,631.6328120951557,634.0553889568749,637.2413794013254,639.3863815618248,640.7383194224443,642.7531054903737,643.9005609772448,645.3073472669578,646.6883504483055,533.6624791558918,536.277158482359,535.1450074966111,537.5767518804766,539.6555590399519,541.6773953751707,543.5480398320263,542.9504419388828,544.6031581419024,546.0843481896738,545.8495924034165,547.1287846194548,548.3332457586728,548.2739771941567,549.1796664028533,550.0494056099802,550.0669757929259
3,,,-481.57564377850736,-236.79016123802546,-95.88105409243042,17.388708680022432,93.13755240362934,147.84355931948568,190.0891306729485,223.72460445889226,226.8846522674259,249.60284415897019,269.3131104381349,286.5249580810929,303.48019257008895,315.6343917277993,326.3954881652611,336.0665896766435,345.2135426470701,353.45135752432134,360.9289988707656,367.74077647525246,373.98375896330515,379.73338705053106,375.6745083460328,380.5681851256122,385.1985766839078,389.4927678507683,393.51721848274167,397.19838171262876,400.69810890858713,399.86364805486926,402.98481571267206,405.8338581008234,408.8847718680523,412.7038676916917,416.30272127417027,419.6480442837217,420.2736469141834,423.0580069863993,425.6690231079063,428.1835380992637,428.6376814420251,430.5293668079417,431.2174881238942,432.8398564213898,433.549375293352,434.3251925641667,435.0270766310398,435.80411965979175,436.4938612762527,437.12894954293665,437.62197880456097,437.97106948570627,438.4206341076763,438.8516573233218,439.2130886190102,394.30878925451316,395.1416385326183,395.1215908545518
4,,,-541.2728740596906,-270.61695741611817,-153.00669201852753,-75.2729155023502,-6.395645575373976,44.724404861647656,84.21520332071589,115.62877447928236,141.218280439141,144.21674247644708,162.07276344543428,177.35506064690637,190.6080561454827,202.61368090741087,213.33333632864301,222.83492135855647,232.6661839464142,239.80783473030016,246.26034133325157,252.25773301760262,258.0280828301796,263.31114513104365,268.22572796944814,272.73961851911093,276.95075225514074,274.5823945398769,278.2402433919884,280.8574726679064,284.08075081746864,287.11338270097383,289.85146891882994,292.56895718476784,295.36184377478435,299.2536117534381,302.81170447047185,306.1853345593556,309.35600133246305,312.3326326140554,311.88682123485285,314.4341017829584,316.78186170949095,319.01777993239347,321.04578803401523,322.9680006828943,322.8850221884124,324.5641948048682,326.10217454530635,326.2477609682133,327.47613531118054,328.6647461046899,328.8565409029193,329.8000788051394,330.7254135748321,330.94510303097144,331.70754542315854,331.94952461100434,332.2342231728819,332.7756424884708
5,,,,-304.37096461915837,-192.65159052844444,-120.83804000325989,-68.13683472730145,-19.17946483385367,18.61905408300987,48.69355876607196,73.1756302158604,93.5149588239548,96.05351917062447,110.6609707031804,123.31548015572798,134.3538548946572,144.13805719485504,152.82073385406977,160.9167530965461,168.25313355344002,174.87323761092725,182.200655509784,187.3136484541788,191.79897176801956,196.1299959260796,200.19513027725304,204.18309671222713,207.89830415366498,211.35936026583767,214.60811928377444,212.58948546703317,215.4579814089615,218.15202677024672,220.69561935974968,223.33622154640855,226.55480593646575,230.17489650049643,233.60288103350422,236.80828277261034,239.80736333037441,242.62095650096077,245.25752759716244,247.66560121882293,249.95476556246885,252.08331825908627,254.12501531118866,253.48088283598582,255.26865501925326,256.9150434952161,258.46944509789313,259.9189695547493,261.2891920785424,261.0306303501296,262.2450967267327,263.3653425610177,264.38031102438407,265.2899448520002,265.16356395728775,265.9416103561647,266.6420233477754
6,,,,-320.5824091948665,-222.17198424677593,-148.74848867374845,-100.91605369807536,-62.83576522923062,-26.194614177869028,2.983428221038821,26.726730152778543,46.45667534849153,63.093301165510155,65.14838878054513,77.40663497802976,88.11491551661155,97.56693442571049,105.96661304523732,113.46382698215523,120.23892446080241,126.42012469371427,131.990690218335,137.3362649000669,142.22405724670688,146.7174988820623,151.8083207456509,155.40660067868947,158.74468326880822,161.85690382358166,164.79057563268498,167.71667324539263,170.47020378225926,173.0469183943173,171.2974274803715,173.8534035767136,177.70387089503424,181.3389912129644,184.77344567001052,187.9920088624208,195.24628112436096,193.3132090368731,195.96709362769485,198.44802415417294,200.7937375370027,203.0104130372561,205.09655434516645,207.0644419595906,208.9179659698105,210.6666115173602,212.28004800577054,211.70079711626917,213.1505472184324,214.51247070356,215.7996676919119,217.00947247915516,218.15437580946124,219.21924828154158,220.22340856603037,219.89262514761268,220.7849857189184
7,,,,,-238.6938118528131,-171.9578177751402,-121.41187284626415,-87.62604018544715,-58.791063107190666,-30.29523922162045,-7.06536872075614,12.202879727047758,28.476425334033763,42.38259106194178,43.99959696252901,54.461292317448056,63.68955154127545,71.88213141682488,79.2188829100863,85.81554999617879,91.79230627234158,97.21664374386442,102.18775492717634,106.821230576196,110.99541728414869,115.06770364695954,118.8220377655938,122.31583353739332,126.50513904801169,129.32811885169912,131.9877939288575,134.4822512196739,136.82971623203764,139.04905933798625,141.5454240268658,145.42323704300372,149.05736861237529,152.50671692581676,155.75220230430944,158.7976387162558,161.66233568548867,164.35876629128097,166.86698285275972,165.60326315352307,167.85299708442295,169.9758509050257,171.5027984826324,173.4030589467073,175.19585273071309,176.8920656505161,178.49281383561646,180.00622107182846,181.43819777774507,182.79377655462196,184.07834074365476,183.44597405122443,184.58671874485947,185.6639527398955,186.6809620938962,187.63482622543262
8,,,,,-275.03773223769684,-189.29408769249915,-140.00751671279772,-103.13512212384563,-78.2391688077783,-55.62054866325212,-32.8138732822722,-13.86242351568913,2.1100990376387188,15.772459781242162,18.551062334959795,28.831492999689857,37.89791167614203,45.94217274286953,53.1430048194448,59.61685325225406,65.48158777086472,70.80841622027955,75.68075108975995,80.13340325459832,84.25654479566458,88.05518564771059,91.66691494949383,95.0872537546656,98.28000377821614,101.2601425326703,103.92321676761452,107.44336435544813,109.72732753589317,111.90353550151295,114.21042373300483,117.9505154318328,121.45762446869935,124.80416660405785,128.05103293700108,131.115983011264,134.00200121485466,136.71162513075984,139.25806589608567,141.66501102477017,143.94646571091351,146.10408529326895,144.95445865384804,146.8813350449285,148.70575854721287,150.43412190713843,152.0718734172532,153.60899735486515,154.68258851657419,156.07598440929516,157.4049064648273,158.6635877760155,159.8583806854229,160.99011050413398,162.06413105344438,161.48394628784064
9,,,,,,-210.99447861887876,-166.50064887261362,-118.31625542614222,-91.3949562815236,-71.3085659172194,-53.081359084809264,-34.39888196985825,-18.6442835268806,-5.164399801578753,6.485784860315135,8.651866157603962,17.584249458991962,25.516151806782034,32.615219443499,38.99390747713848,44.77056980711261,50.01620966693743,54.80847253274287,59.20949471809759,63.25561708933509,66.99839159791688,70.45598188122489,73.68452801926264,76.68610869189989,79.58647605979168,82.3319488308374,84.91320212363802,87.33821202502156,89.62782777352034,92.05140299504424,96.66263417384414,100.16967657881702,103.53005890445863,106.6830142213928,109.65203084303897,112.45120630567757,115.09730462936128,117.63737591251416,119.98554439281907,122.29304506335407,124.47914039495275,126.53997004955536,128.50642420286835,127.53038227537256,129.29922735876605,130.95751684815107,132.54203357953443,134.04673810368183,135.47647299800855,136.83370224958398,138.12582179823653,139.35426624760248,140.1478837517814,141.26621991052968,142.32284933321276
