Transfer Date by Week,Transfer Year,RIN Year,Fuel (D Code),QAP Service Type,RIN Price,Accessed 6/2/2022,,,,,
5/28/18,2018,2018,D3,Q-RIN,$2.61 ,,,,,,
6/4/18,2018,2017,D3,Q-RIN,$2.26 ,,,,,,
6/4/18,2018,2018,D3,Q-RIN,$2.43 ,,,,,,
6/11/18,2018,2017,D3,Q-RIN,$2.26 ,,,,,,
6/11/18,2018,2018,D3,Q-RIN,$2.46 ,,,,,,
6/11/18,2018,2018,D3,Unverified,$2.25 ,,,,,,
6/18/18,2018,2017,D3,Q-RIN,$2.44 ,,,,,,
6/18/18,2018,2018,D3,Q-RIN,$2.35 ,,,,,,
6/25/18,2018,2018,D3,Q-RIN,$2.50 ,,,,,,
6/25/18,2018,2018,D3,Unverified,$2.25 ,,,,,,
7/2/18,2018,2017,D3,Q-RIN,$2.26 ,,,,,,
7/2/18,2018,2018,D3,Q-RIN,$2.38 ,,,,,,
7/9/18,2018,2017,D3,Q-RIN,$2.34 ,,,,,,
7/9/18,2018,2018,D3,Q-RIN,$2.30 ,,,,,,
7/16/18,2018,2017,D3,Q-RIN,$2.18 ,,,,,,
7/16/18,2018,2018,D3,Q-RIN,$1.92 ,,,,,,
7/23/18,2018,2017,D3,Q-RIN,$2.40 ,,,,,,
7/23/18,2018,2018,D3,Q-RIN,$2.27 ,,,,,,
7/30/18,2018,2018,D3,Q-RIN,$2.37 ,,,,,,
8/6/18,2018,2017,D3,Q-RIN,$2.19 ,,,,,,
8/6/18,2018,2018,D3,Q-RIN,$2.22 ,,,,,,
8/13/18,2018,2017,D3,Q-RIN,$2.14 ,,,,,,
8/13/18,2018,2018,D3,Q-RIN,$2.29 ,,,,,,
8/13/18,2018,2018,D3,Unverified,$2.10 ,,,,,,
8/20/18,2018,2017,D3,Unverified,$1.87 ,,,,,,
8/20/18,2018,2018,D3,Q-RIN,$2.16 ,,,,,,
8/20/18,2018,2018,D3,Unverified,$2.00 ,,,,,,
8/27/18,2018,2017,D3,Q-RIN,$2.15 ,,,,,,
8/27/18,2018,2018,D3,Q-RIN,$2.30 ,,,,,,
8/27/18,2018,2018,D3,Unverified,$2.10 ,,,,,,
9/3/18,2018,2017,D3,Q-RIN,$2.15 ,,,,,,
9/3/18,2018,2018,D3,Q-RIN,$2.28 ,,,,,,
9/10/18,2018,2017,D3,Q-RIN,$2.11 ,,,,,,
9/10/18,2018,2018,D3,Q-RIN,$2.25 ,,,,,,
9/17/18,2018,2017,D3,Q-RIN,$2.15 ,,,,,,
9/17/18,2018,2017,D3,Unverified,$2.13 ,,,,,,
9/17/18,2018,2018,D3,Q-RIN,$2.23 ,,,,,,
9/24/18,2018,2017,D3,Q-RIN,$2.13 ,,,,,,
9/24/18,2018,2018,D3,Q-RIN,$2.29 ,,,,,,
9/24/18,2018,2018,D3,Unverified,$2.18 ,,,,,,
10/1/18,2018,2018,D3,Q-RIN,$2.51 ,,,,,,
10/1/18,2018,2018,D3,Unverified,$2.71 ,,,,,,
10/8/18,2018,2017,D3,Q-RIN,$2.04 ,,,,,,
10/8/18,2018,2018,D3,Q-RIN,$2.15 ,,,,,,
10/15/18,2018,2017,D3,Q-RIN,$2.03 ,,,,,,
10/15/18,2018,2017,D3,Unverified,$2.00 ,,,,,,
10/15/18,2018,2018,D3,Q-RIN,$2.46 ,,,,,,
10/22/18,2018,2017,D3,Q-RIN,$2.07 ,,,,,,
10/22/18,2018,2018,D3,Q-RIN,$2.00 ,,,,,,
10/29/18,2018,2018,D3,Q-RIN,$2.24 ,,,,,,
11/5/18,2018,2018,D3,Q-RIN,$2.09 ,,,,,,
11/12/18,2018,2018,D3,Q-RIN,$2.00 ,,,,,,
11/19/18,2018,2018,D3,Q-RIN,$2.18 ,,,,,,
11/26/18,2018,2018,D3,Q-RIN,$2.38 ,,,,,,
11/26/18,2018,2018,D3,Unverified,$2.45 ,,,,,,
12/3/18,2018,2018,D3,Q-RIN,$2.02 ,,,,,,
12/10/18,2018,2018,D3,Q-RIN,$2.02 ,,,,,,
12/17/18,2018,2018,D3,Q-RIN,$2.14 ,,,,,,
12/17/18,2018,2018,D3,Unverified,$2.27 ,,,,,,
12/24/18,2018,2018,D3,Q-RIN,$2.05 ,,,,,,
12/31/18,2018,2018,D3,Q-RIN,$2.13 ,,,,,,
12/31/18,2019,2018,D3,Q-RIN,$2.30 ,,,,,,
1/7/19,2019,2017,D3,Q-RIN,$1.80 ,,,,,,
1/7/19,2019,2018,D3,Q-RIN,$2.12 ,,,,,,
1/7/19,2019,2018,D3,Unverified,$1.90 ,,,,,,
1/14/19,2019,2017,D3,Q-RIN,$1.76 ,,,,,,
1/14/19,2019,2018,D3,Q-RIN,$2.00 ,,,,,,
1/14/19,2019,2018,D3,Unverified,$2.20 ,,,,,,
1/21/19,2019,2018,D3,Q-RIN,$2.06 ,,,,,,
1/28/19,2019,2018,D3,Q-RIN,$1.97 ,,,,,,
2/4/19,2019,2018,D3,Q-RIN,$1.90 ,,,,,,
2/4/19,2019,2018,D3,Unverified,$1.84 ,,,,,,
2/11/19,2019,2018,D3,Q-RIN,$1.87 ,,,,,,
2/11/19,2019,2018,D3,Unverified,$1.77 ,,,,,,
2/11/19,2019,2019,D3,Q-RIN,$1.85 ,,,,,,
2/18/19,2019,2018,D3,Q-RIN,$1.97 ,,,,,,
2/18/19,2019,2018,D3,Unverified,$1.77 ,,,,,,
2/18/19,2019,2019,D3,Q-RIN,$1.61 ,,,,,,
2/25/19,2019,2017,D3,Q-RIN,$1.78 ,,,,,,
2/25/19,2019,2017,D3,Unverified,$1.47 ,,,,,,
2/25/19,2019,2018,D3,Q-RIN,$1.89 ,,,,,,
2/25/19,2019,2019,D3,Q-RIN,$1.82 ,,,,,,
3/4/19,2019,2017,D3,Unverified,$1.50 ,,,,,,
3/4/19,2019,2018,D3,Q-RIN,$1.80 ,,,,,,
3/4/19,2019,2019,D3,Q-RIN,$1.77 ,,,,,,
3/11/19,2019,2017,D3,Q-RIN,$1.60 ,,,,,,
3/11/19,2019,2018,D3,Q-RIN,$1.84 ,,,,,,
3/11/19,2019,2019,D3,Q-RIN,$1.82 ,,,,,,
3/18/19,2019,2017,D3,Q-RIN,$1.26 ,,,,,,
3/18/19,2019,2018,D3,Q-RIN,$1.85 ,,,,,,
3/18/19,2019,2019,D3,Q-RIN,$1.51 ,,,,,,
3/25/19,2019,2017,D3,Unverified,$1.78 ,,,,,,
3/25/19,2019,2018,D3,Q-RIN,$1.78 ,,,,,,
3/25/19,2019,2018,D3,Unverified,$1.84 ,,,,,,
3/25/19,2019,2019,D3,Q-RIN,$1.77 ,,,,,,
4/1/19,2019,2018,D3,Q-RIN,$1.65 ,,,,,,
4/1/19,2019,2019,D3,Q-RIN,$1.64 ,,,,,,
4/8/19,2019,2019,D3,Q-RIN,$1.60 ,,,,,,
4/15/19,2019,2019,D3,Q-RIN,$1.76 ,,,,,,
4/22/19,2019,2018,D3,Q-RIN,$1.67 ,,,,,,
4/22/19,2019,2019,D3,Q-RIN,$1.72 ,,,,,,
4/29/19,2019,2019,D3,Q-RIN,$1.71 ,,,,,,
5/6/19,2019,2018,D3,Unverified,$1.25 ,,,,,,
5/6/19,2019,2019,D3,Q-RIN,$1.54 ,,,,,,
5/13/19,2019,2019,D3,Q-RIN,$1.67 ,,,,,,
5/20/19,2019,2019,D3,Q-RIN,$1.57 ,,,,,,
5/27/19,2019,2019,D3,Q-RIN,$1.54 ,,,,,,
5/27/19,2019,2019,D3,Unverified,$1.10 ,,,,,,
6/3/19,2019,2019,D3,Q-RIN,$1.46 ,,,,,,
6/10/19,2019,2018,D3,Q-RIN,$1.38 ,,,,,,
6/10/19,2019,2019,D3,Q-RIN,$1.47 ,,,,,,
6/17/19,2019,2019,D3,Q-RIN,$1.38 ,,,,,,
6/24/19,2019,2019,D3,Q-RIN,$1.17 ,,,,,,
6/24/19,2019,2019,D3,Unverified,$0.70 ,,,,,,
7/1/19,2019,2019,D3,Q-RIN,$1.13 ,,,,,,
7/8/19,2019,2019,D3,Q-RIN,$0.99 ,,,,,,
7/15/19,2019,2018,D3,Q-RIN,$0.80 ,,,,,,
7/15/19,2019,2019,D3,Q-RIN,$1.36 ,,,,,,
7/22/19,2019,2019,D3,Q-RIN,$1.34 ,,,,,,
7/29/19,2019,2019,D3,Q-RIN,$1.27 ,,,,,,
7/29/19,2019,2019,D3,Unverified,$1.71 ,,,,,,
8/5/19,2019,2018,D3,Q-RIN,$0.52 ,,,,,,
8/5/19,2019,2019,D3,Q-RIN,$0.70 ,,,,,,
8/12/19,2019,2018,D3,Q-RIN,$0.48 ,,,,,,
8/12/19,2019,2019,D3,Q-RIN,$1.01 ,,,,,,
8/19/19,2019,2019,D3,Q-RIN,$1.16 ,,,,,,
8/26/19,2019,2019,D3,Q-RIN,$0.64 ,,,,,,
9/2/19,2019,2019,D3,Q-RIN,$0.68 ,,,,,,
9/9/19,2019,2019,D3,Q-RIN,$0.59 ,,,,,,
9/16/19,2019,2018,D3,Q-RIN,$0.46 ,,,,,,
9/16/19,2019,2019,D3,Q-RIN,$0.87 ,,,,,,
9/23/19,2019,2019,D3,Q-RIN,$0.95 ,,,,,,
9/30/19,2019,2019,D3,Q-RIN,$1.07 ,,,,,,
10/7/19,2019,2018,D3,Q-RIN,$0.58 ,,,,,,
10/7/19,2019,2019,D3,Q-RIN,$0.73 ,,,,,,
10/14/19,2019,2018,D3,Q-RIN,$0.69 ,,,,,,
10/14/19,2019,2019,D3,Q-RIN,$0.83 ,,,,,,
10/21/19,2019,2018,D3,Q-RIN,$0.67 ,,,,,,
10/21/19,2019,2019,D3,Q-RIN,$0.83 ,,,,,,
10/28/19,2019,2019,D3,Q-RIN,$0.96 ,,,,,,
11/4/19,2019,2019,D3,Q-RIN,$1.01 ,,,,,,
11/4/19,2019,2019,D3,Unverified,$0.73 ,,,,,,
11/11/19,2019,2019,D3,Q-RIN,$0.68 ,,,,,,
11/18/19,2019,2019,D3,Q-RIN,$0.94 ,,,,,,
11/18/19,2019,2019,D3,Unverified,$1.77 ,,,,,,
11/25/19,2019,2019,D3,Q-RIN,$1.04 ,,,,,,
12/2/19,2019,2018,D3,Q-RIN,$0.74 ,,,,,,
12/2/19,2019,2019,D3,Q-RIN,$0.78 ,,,,,,
12/9/19,2019,2018,D3,Q-RIN,$1.28 ,,,,,,
12/9/19,2019,2019,D3,Q-RIN,$0.77 ,,,,,,
12/16/19,2019,2018,D3,Q-RIN,$0.82 ,,,,,,
12/16/19,2019,2019,D3,Q-RIN,$0.96 ,,,,,,
12/16/19,2019,2019,D3,Unverified,$1.26 ,,,,,,
12/23/19,2019,2019,D3,Q-RIN,$0.98 ,,,,,,
12/23/19,2019,2019,D3,Unverified,$1.19 ,,,,,,
12/30/19,2019,2018,D3,Q-RIN,$1.01 ,,,,,,
12/30/19,2019,2019,D3,Q-RIN,$1.04 ,,,,,,
12/30/19,2020,2019,D3,Q-RIN,$0.80 ,,,,,,
1/6/20,2020,2019,D3,Q-RIN,$0.81 ,,,,,,
1/6/20,2020,2019,D3,Unverified,$0.79 ,,,,,,
1/13/20,2020,2018,D3,Unverified,$0.70 ,,,,,,
1/13/20,2020,2019,D3,Q-RIN,$0.81 ,,,,,,
1/13/20,2020,2019,D3,Unverified,$0.72 ,,,,,,
1/20/20,2020,2018,D3,Q-RIN,$0.86 ,,,,,,
1/20/20,2020,2018,D3,Unverified,$0.48 ,,,,,,
1/20/20,2020,2019,D3,Q-RIN,$0.84 ,,,,,,
1/20/20,2020,2019,D3,Unverified,$1.34 ,,,,,,
1/27/20,2020,2018,D3,Q-RIN,$0.79 ,,,,,,
1/27/20,2020,2018,D3,Unverified,$0.79 ,,,,,,
1/27/20,2020,2019,D3,Q-RIN,$0.90 ,,,,,,
1/27/20,2020,2019,D3,Unverified,$1.11 ,,,,,,
2/3/20,2020,2018,D3,Q-RIN,$1.35 ,,,,,,
2/3/20,2020,2018,D3,Unverified,$1.35 ,,,,,,
2/3/20,2020,2019,D3,Q-RIN,$1.11 ,,,,,,
2/3/20,2020,2019,D3,Unverified,$1.58 ,,,,,,
2/10/20,2020,2019,D3,Q-RIN,$0.92 ,,,,,,
2/10/20,2020,2020,D3,Q-RIN,$0.93 ,,,,,,
2/10/20,2020,2020,D3,Unverified,$1.80 ,,,,,,
2/17/20,2020,2018,D3,Q-RIN,$1.56 ,,,,,,
2/17/20,2020,2018,D3,Unverified,$0.80 ,,,,,,
2/17/20,2020,2019,D3,Q-RIN,$1.26 ,,,,,,
2/17/20,2020,2019,D3,Unverified,$0.80 ,,,,,,
2/24/20,2020,2018,D3,Q-RIN,$1.13 ,,,,,,
2/24/20,2020,2019,D3,Q-RIN,$1.35 ,,,,,,
2/24/20,2020,2020,D3,Q-RIN,$1.04 ,,,,,,
3/2/20,2020,2018,D3,Q-RIN,$1.57 ,,,,,,
3/2/20,2020,2019,D3,Q-RIN,$1.08 ,,,,,,
3/2/20,2020,2019,D3,Unverified,$1.49 ,,,,,,
3/2/20,2020,2020,D3,Q-RIN,$1.38 ,,,,,,
3/9/20,2020,2018,D3,Q-RIN,$1.35 ,,,,,,
3/9/20,2020,2019,D3,Q-RIN,$1.56 ,,,,,,
3/9/20,2020,2020,D3,Q-RIN,$1.42 ,,,,,,
3/9/20,2020,2020,D3,Unverified,$1.80 ,,,,,,
3/16/20,2020,2018,D3,Unverified,$1.30 ,,,,,,
3/16/20,2020,2019,D3,Q-RIN,$1.61 ,,,,,,
3/16/20,2020,2020,D3,Q-RIN,$1.11 ,,,,,,
3/23/20,2020,2018,D3,Q-RIN,$1.13 ,,,,,,
3/23/20,2020,2018,D3,Unverified,$1.16 ,,,,,,
3/23/20,2020,2019,D3,Q-RIN,$1.58 ,,,,,,
3/23/20,2020,2020,D3,Q-RIN,$1.21 ,,,,,,
3/30/20,2020,2019,D3,Q-RIN,$1.08 ,,,,,,
3/30/20,2020,2020,D3,Q-RIN,$1.41 ,,,,,,
4/6/20,2020,2019,D3,Q-RIN,$1.23 ,,,,,,
4/6/20,2020,2020,D3,Q-RIN,$1.11 ,,,,,,
4/13/20,2020,2019,D3,Q-RIN,$1.08 ,,,,,,
4/13/20,2020,2020,D3,Q-RIN,$1.12 ,,,,,,
4/20/20,2020,2019,D3,Q-RIN,$1.10 ,,,,,,
4/20/20,2020,2020,D3,Q-RIN,$1.28 ,,,,,,
4/27/20,2020,2020,D3,Q-RIN,$1.22 ,,,,,,
5/4/20,2020,2019,D3,Q-RIN,$1.08 ,,,,,,
5/4/20,2020,2020,D3,Q-RIN,$1.17 ,,,,,,
5/11/20,2020,2020,D3,Q-RIN,$1.15 ,,,,,,
5/18/20,2020,2019,D3,Q-RIN,$1.41 ,,,,,,
5/18/20,2020,2020,D3,Q-RIN,$1.15 ,,,,,,
5/25/20,2020,2019,D3,Unverified,$0.96 ,,,,,,
5/25/20,2020,2020,D3,Q-RIN,$1.25 ,,,,,,
5/25/20,2020,2020,D3,Unverified,$1.02 ,,,,,,
6/1/20,2020,2020,D3,Q-RIN,$1.25 ,,,,,,
6/8/20,2020,2020,D3,Q-RIN,$1.35 ,,,,,,
6/8/20,2020,2020,D3,Unverified,$1.55 ,,,,,,
6/15/20,2020,2019,D3,Q-RIN,$1.55 ,,,,,,
6/15/20,2020,2019,D3,Unverified,$1.39 ,,,,,,
6/15/20,2020,2020,D3,Q-RIN,$1.24 ,,,,,,
6/22/20,2020,2019,D3,Q-RIN,$1.10 ,,,,,,
6/22/20,2020,2020,D3,Q-RIN,$1.33 ,,,,,,
6/29/20,2020,2019,D3,Q-RIN,$1.59 ,,,,,,
6/29/20,2020,2020,D3,Q-RIN,$1.32 ,,,,,,
6/29/20,2020,2020,D3,Unverified,$1.60 ,,,,,,
7/6/20,2020,2019,D3,Q-RIN,$1.55 ,,,,,,
7/6/20,2020,2020,D3,Q-RIN,$1.32 ,,,,,,
7/13/20,2020,2020,D3,Q-RIN,$1.31 ,,,,,,
7/13/20,2020,2020,D3,Unverified,$1.63 ,,,,,,
7/20/20,2020,2020,D3,Q-RIN,$1.40 ,,,,,,
7/27/20,2020,2019,D3,Q-RIN,$1.46 ,,,,,,
7/27/20,2020,2020,D3,Q-RIN,$1.46 ,,,,,,
7/27/20,2020,2020,D3,Unverified,$1.48 ,,,,,,
8/3/20,2020,2019,D3,Unverified,$0.94 ,,,,,,
8/3/20,2020,2020,D3,Q-RIN,$1.56 ,,,,,,
8/3/20,2020,2020,D3,Unverified,$0.94 ,,,,,,
8/10/20,2020,2020,D3,Q-RIN,$1.57 ,,,,,,
8/17/20,2020,2020,D3,Q-RIN,$1.53 ,,,,,,
8/17/20,2020,2020,D3,Unverified,$1.27 ,,,,,,
8/24/20,2020,2020,D3,Q-RIN,$1.43 ,,,,,,
8/31/20,2020,2019,D3,Q-RIN,$1.39 ,,,,,,
8/31/20,2020,2019,D3,Unverified,$0.90 ,,,,,,
8/31/20,2020,2020,D3,Q-RIN,$1.51 ,,,,,,
9/7/20,2020,2020,D3,Q-RIN,$1.38 ,,,,,,
9/7/20,2020,2020,D3,Unverified,$1.04 ,,,,,,
9/14/20,2020,2019,D3,Q-RIN,$1.52 ,,,,,,
9/14/20,2020,2020,D3,Q-RIN,$1.47 ,,,,,,
9/21/20,2020,2019,D3,Q-RIN,$1.49 ,,,,,,
9/21/20,2020,2020,D3,Q-RIN,$1.49 ,,,,,,
9/21/20,2020,2020,D3,Unverified,$1.56 ,,,,,,
9/28/20,2020,2019,D3,Q-RIN,$1.15 ,,,,,,
9/28/20,2020,2020,D3,Q-RIN,$1.40 ,,,,,,
10/5/20,2020,2019,D3,Q-RIN,$1.69 ,,,,,,
10/5/20,2020,2020,D3,Q-RIN,$1.54 ,,,,,,
10/12/20,2020,2020,D3,Q-RIN,$1.56 ,,,,,,
10/19/20,2020,2020,D3,Q-RIN,$1.54 ,,,,,,
10/26/20,2020,2019,D3,Q-RIN,$1.61 ,,,,,,
10/26/20,2020,2020,D3,Q-RIN,$1.55 ,,,,,,
10/26/20,2020,2020,D3,Unverified,$1.63 ,,,,,,
11/2/20,2020,2020,D3,Q-RIN,$1.57 ,,,,,,
11/9/20,2020,2019,D3,Q-RIN,$1.21 ,,,,,,
11/9/20,2020,2020,D3,Q-RIN,$1.55 ,,,,,,
11/16/20,2020,2020,D3,Q-RIN,$1.58 ,,,,,,
11/16/20,2020,2020,D3,Unverified,$1.54 ,,,,,,
11/23/20,2020,2019,D3,Q-RIN,$1.67 ,,,,,,
11/23/20,2020,2020,D3,Q-RIN,$1.61 ,,,,,,
11/30/20,2020,2020,D3,Q-RIN,$1.53 ,,,,,,
11/30/20,2020,2020,D3,Unverified,$1.70 ,,,,,,
12/7/20,2020,2020,D3,Q-RIN,$1.62 ,,,,,,
12/14/20,2020,2019,D3,Q-RIN,$1.74 ,,,,,,
12/14/20,2020,2019,D3,Unverified,$1.50 ,,,,,,
12/14/20,2020,2020,D3,Q-RIN,$1.62 ,,,,,,
12/14/20,2020,2020,D3,Unverified,$1.51 ,,,,,,
12/21/20,2020,2019,D3,Q-RIN,$1.67 ,,,,,,
12/21/20,2020,2020,D3,Q-RIN,$1.63 ,,,,,,
12/21/20,2020,2020,D3,Unverified,$1.49 ,,,,,,
12/28/20,2020,2019,D3,Unverified,$1.44 ,,,,,,
12/28/20,2020,2020,D3,Q-RIN,$1.72 ,,,,,,
12/28/20,2020,2020,D3,Unverified,$1.09 ,,,,,,
12/28/20,2021,2020,D3,Q-RIN,$1.94 ,,,,,,
1/4/21,2021,2020,D3,Q-RIN,$1.92 ,,,,,,
1/11/21,2021,2020,D3,Q-RIN,$1.92 ,,,,,,
1/18/21,2021,2019,D3,Q-RIN,$2.15 ,,,,,,
1/18/21,2021,2020,D3,Q-RIN,$1.93 ,,,,,,
1/25/21,2021,2019,D3,Q-RIN,$2.00 ,,,,,,
1/25/21,2021,2020,D3,Q-RIN,$2.03 ,,,,,,
1/25/21,2021,2020,D3,Unverified,$1.65 ,,,,,,
2/1/21,2021,2020,D3,Q-RIN,$2.25 ,,,,,,
2/1/21,2021,2020,D3,Unverified,$2.57 ,,,,,,
2/8/21,2021,2019,D3,Q-RIN,$2.57 ,,,,,,
2/8/21,2021,2020,D3,Q-RIN,$2.16 ,,,,,,
2/8/21,2021,2021,D3,Q-RIN,$2.40 ,,,,,,
2/15/21,2021,2019,D3,Unverified,$2.60 ,,,,,,
2/15/21,2021,2020,D3,Q-RIN,$2.31 ,,,,,,
2/22/21,2021,2019,D3,Q-RIN,$2.49 ,,,,,,
2/22/21,2021,2019,D3,Unverified,$2.50 ,,,,,,
2/22/21,2021,2020,D3,Q-RIN,$2.43 ,,,,,,
2/22/21,2021,2020,D3,Unverified,$2.60 ,,,,,,
2/22/21,2021,2021,D3,Q-RIN,$2.11 ,,,,,,
3/1/21,2021,2020,D3,Q-RIN,$2.12 ,,,,,,
3/1/21,2021,2020,D3,Unverified,$2.70 ,,,,,,
3/1/21,2021,2021,D3,Q-RIN,$2.27 ,,,,,,
3/8/21,2021,2020,D3,Q-RIN,$2.35 ,,,,,,
3/8/21,2021,2020,D3,Unverified,$2.61 ,,,,,,
3/8/21,2021,2021,D3,Q-RIN,$2.37 ,,,,,,
3/8/21,2021,2021,D3,Unverified,$2.70 ,,,,,,
3/15/21,2021,2019,D3,Q-RIN,$2.73 ,,,,,,
3/15/21,2021,2019,D3,Unverified,$2.80 ,,,,,,
3/15/21,2021,2020,D3,Q-RIN,$2.64 ,,,,,,
3/15/21,2021,2021,D3,Q-RIN,$2.38 ,,,,,,
3/22/21,2021,2019,D3,Q-RIN,$2.96 ,,,,,,
3/22/21,2021,2020,D3,Q-RIN,$3.01 ,,,,,,
3/22/21,2021,2021,D3,Q-RIN,$2.29 ,,,,,,
3/29/21,2021,2019,D3,Q-RIN,$2.92 ,,,,,,
3/29/21,2021,2020,D3,Q-RIN,$2.70 ,,,,,,
3/29/21,2021,2020,D3,Unverified,$2.81 ,,,,,,
3/29/21,2021,2021,D3,Q-RIN,$2.50 ,,,,,,
4/5/21,2021,2020,D3,Q-RIN,$2.61 ,,,,,,
4/5/21,2021,2021,D3,Q-RIN,$2.28 ,,,,,,
4/12/21,2021,2020,D3,Q-RIN,$2.90 ,,,,,,
4/12/21,2021,2021,D3,Q-RIN,$2.71 ,,,,,,
4/19/21,2021,2020,D3,Q-RIN,$3.09 ,,,,,,
4/19/21,2021,2021,D3,Q-RIN,$2.22 ,,,,,,
4/26/21,2021,2020,D3,Q-RIN,$3.02 ,,,,,,
4/26/21,2021,2021,D3,Q-RIN,$2.62 ,,,,,,
5/3/21,2021,2021,D3,Q-RIN,$2.84 ,,,,,,
5/3/21,2021,2021,D3,Unverified,$1.72 ,,,,,,
5/10/21,2021,2020,D3,Unverified,$3.22 ,,,,,,
5/10/21,2021,2021,D3,Q-RIN,$2.95 ,,,,,,
5/10/21,2021,2021,D3,Unverified,$2.96 ,,,,,,
5/17/21,2021,2020,D3,Unverified,$1.56 ,,,,,,
5/17/21,2021,2021,D3,Q-RIN,$2.72 ,,,,,,
5/17/21,2021,2021,D3,Unverified,$2.21 ,,,,,,
5/24/21,2021,2020,D3,Q-RIN,$2.87 ,,,,,,
5/24/21,2021,2021,D3,Q-RIN,$2.70 ,,,,,,
5/24/21,2021,2021,D3,Unverified,$1.72 ,,,,,,
5/31/21,2021,2020,D3,Q-RIN,$2.58 ,,,,,,
5/31/21,2021,2021,D3,Q-RIN,$2.87 ,,,,,,
5/31/21,2021,2021,D3,Unverified,$1.85 ,,,,,,
6/7/21,2021,2020,D3,Q-RIN,$2.93 ,,,,,,
6/7/21,2021,2020,D3,Unverified,$2.90 ,,,,,,
6/7/21,2021,2021,D3,Q-RIN,$2.22 ,,,,,,
6/14/21,2021,2020,D3,Q-RIN,$2.87 ,,,,,,
6/14/21,2021,2021,D3,Q-RIN,$2.87 ,,,,,,
6/21/21,2021,2020,D3,Q-RIN,$3.24 ,,,,,,
6/21/21,2021,2020,D3,Unverified,$3.01 ,,,,,,
6/21/21,2021,2021,D3,Q-RIN,$2.40 ,,,,,,
6/21/21,2021,2021,D3,Unverified,$2.39 ,,,,,,
6/28/21,2021,2020,D3,Q-RIN,$3.20 ,,,,,,
6/28/21,2021,2020,D3,Unverified,$3.26 ,,,,,,
6/28/21,2021,2021,D3,Q-RIN,$2.66 ,,,,,,
6/28/21,2021,2021,D3,Unverified,$3.05 ,,,,,,
7/5/21,2021,2021,D3,Q-RIN,$2.85 ,,,,,,
7/12/21,2021,2020,D3,Q-RIN,$3.09 ,,,,,,
7/12/21,2021,2021,D3,Q-RIN,$2.99 ,,,,,,
7/12/21,2021,2021,D3,Unverified,$3.08 ,,,,,,
7/19/21,2021,2021,D3,Q-RIN,$2.76 ,,,,,,
7/19/21,2021,2021,D3,Unverified,$1.72 ,,,,,,
7/26/21,2021,2021,D3,Q-RIN,$2.75 ,,,,,,
7/26/21,2021,2021,D3,Unverified,$1.66 ,,,,,,
8/2/21,2021,2021,D3,Q-RIN,$2.22 ,,,,,,
8/9/21,2021,2021,D3,Q-RIN,$2.88 ,,,,,,
8/16/21,2021,2021,D3,Q-RIN,$2.77 ,,,,,,
8/16/21,2021,2021,D3,Unverified,$3.10 ,,,,,,
8/23/21,2021,2020,D3,Q-RIN,$3.20 ,,,,,,
8/23/21,2021,2021,D3,Q-RIN,$2.52 ,,,,,,
8/23/21,2021,2021,D3,Unverified,$3.05 ,,,,,,
8/30/21,2021,2020,D3,Q-RIN,$3.46 ,,,,,,
8/30/21,2021,2021,D3,Q-RIN,$2.83 ,,,,,,
8/30/21,2021,2021,D3,Unverified,$1.85 ,,,,,,
9/6/21,2021,2021,D3,Q-RIN,$2.44 ,,,,,,
9/13/21,2021,2021,D3,Q-RIN,$3.04 ,,,,,,
9/13/21,2021,2021,D3,Unverified,$2.49 ,,,,,,
9/20/21,2021,2019,D3,Unverified,$2.23 ,,,,,,
9/20/21,2021,2020,D3,Unverified,$2.23 ,,,,,,
9/20/21,2021,2021,D3,Q-RIN,$2.63 ,,,,,,
9/20/21,2021,2021,D3,Unverified,$1.50 ,,,,,,
9/27/21,2021,2019,D3,Unverified,$2.99 ,,,,,,
9/27/21,2021,2020,D3,Q-RIN,$3.05 ,,,,,,
9/27/21,2021,2021,D3,Q-RIN,$2.55 ,,,,,,
10/4/21,2021,2021,D3,Q-RIN,$2.73 ,,,,,,
10/4/21,2021,2021,D3,Unverified,$2.51 ,,,,,,
10/11/21,2021,2020,D3,Q-RIN,$3.14 ,,,,,,
10/11/21,2021,2021,D3,Q-RIN,$3.06 ,,,,,,
10/18/21,2021,2021,D3,Q-RIN,$2.68 ,,,,,,
10/25/21,2021,2019,D3,Q-RIN,$3.12 ,,,,,,
10/25/21,2021,2019,D3,Unverified,$3.05 ,,,,,,
10/25/21,2021,2020,D3,Q-RIN,$3.05 ,,,,,,
10/25/21,2021,2021,D3,Q-RIN,$2.85 ,,,,,,
11/1/21,2021,2020,D3,Q-RIN,$3.30 ,,,,,,
11/1/21,2021,2021,D3,Q-RIN,$2.95 ,,,,,,
11/8/21,2021,2020,D3,Q-RIN,$3.20 ,,,,,,
11/8/21,2021,2021,D3,Q-RIN,$3.11 ,,,,,,
11/8/21,2021,2021,D3,Unverified,$3.11 ,,,,,,
11/15/21,2021,2019,D3,Q-RIN,$3.28 ,,,,,,
11/15/21,2021,2020,D3,Q-RIN,$3.37 ,,,,,,
11/15/21,2021,2021,D3,Q-RIN,$3.18 ,,,,,,
11/22/21,2021,2021,D3,Q-RIN,$2.56 ,,,,,,
11/29/21,2021,2021,D3,Q-RIN,$2.94 ,,,,,,
12/6/21,2021,2021,D3,Q-RIN,$2.79 ,,,,,,
12/6/21,2021,2021,D3,Unverified,$3.35 ,,,,,,
