0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.31E-02,2.62E-01,2.09E+00,3.91E+00
nan,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E-01,5.82E+00,2.16E+01,4.19E+01,5.63E+01,6.93E+01,8.23E+01
nan,nan,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.12E-02,3.05E+00,1.97E+01,4.71E+01,7.03E+01,8.60E+01,9.24E+01,9.89E+01
nan,nan,nan,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-01,6.04E+00,2.92E+01,5.91E+01,8.15E+01,9.46E+01,9.72E+01,9.99E+01
nan,nan,nan,nan,0.00E+00,0.00E+00,0.00E+00,3.34E-01,8.72E+00,3.55E+01,6.60E+01,8.68E+01,9.71E+01,9.85E+01,1.00E+02
nan,nan,nan,nan,nan,nan,0.00E+00,6.27E-01,1.12E+01,4.02E+01,7.05E+01,8.98E+01,9.81E+01,9.90E+01,1.00E+02
nan,nan,nan,nan,nan,nan,nan,1.21E+00,1.40E+01,4.46E+01,7.41E+01,9.19E+01,9.87E+01,9.93E+01,1.00E+02
nan,nan,nan,nan,nan,nan,nan,nan,1.66E+01,4.81E+01,7.68E+01,9.35E+01,9.91E+01,9.96E+01,1.00E+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,5.14E+01,7.94E+01,9.47E+01,9.94E+01,9.97E+01,1.00E+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.56E+01,9.95E+01,9.98E+01,1.00E+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.96E+01,9.98E+01,1.00E+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.00E+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
