1.017888257906229774e+04,8.517168842462042448e+03,7.521424511160294969e+03,6.830011031316096705e+03,6.345675583062789883e+03,5.979243627920741346e+03,5.769201706415973604e+03,5.527876474887570112e+03,5.340565880702575669e+03,5.174805546262270582e+03,5.037887650537232730e+03,4.841087169976871337e+03,4.815942122150931937e+03,4.750960721790692332e+03,4.705637101798508411e+03,4.653675836156061450e+03,4.546713453208747524e+03,4.521772061068349103e+03,4.560291983301260188e+03,4.452229640602027757e+03,4.496639626924785262e+03,4.469027592573091169e+03,4.373917767096743773e+03,4.419790519429000597e+03,4.339018202485759502e+03,4.318704201987784472e+03,4.299869783633973384e+03,4.366711932474464447e+03,4.277796621758894617e+03,4.335249787766288136e+03,4.250349851321177994e+03,4.309107757461738402e+03,4.227243923443473250e+03
7.494298874336932386e+03,5.760943129964455693e+03,4.766308177187064757e+03,3.931049106993480109e+03,3.661615227498919012e+03,3.357632616809251431e+03,3.109735410636306824e+03,2.917939287272279671e+03,2.771578093428301145e+03,2.594176101119755458e+03,2.480306616505731654e+03,2.383857976423338187e+03,2.289699545309785663e+03,2.224010420230392810e+03,2.153118882703441614e+03,2.085530490754767470e+03,2.032882290943377029e+03,1.987839502033312101e+03,1.949834297090175596e+03,1.916923234158758987e+03,1.883386433190752541e+03,1.852340705057725927e+03,1.831874574259281644e+03,1.866604553794542198e+03,1.852346968568210968e+03,1.837813425743342577e+03,1.825023560333068417e+03,1.764898328169099386e+03,1.808439106337150179e+03,1.796704966523738221e+03,1.782606044628980271e+03,1.767895297970899946e+03,1.698287621283490353e+03
7.222323004144254810e+03,5.492018470075416190e+03,4.461651858563197493e+03,3.781797341133388727e+03,3.302225299413897574e+03,2.928165030098832631e+03,2.676133300539553147e+03,2.482772721760453805e+03,2.331615106283863042e+03,2.156327296665656831e+03,2.044208188698579306e+03,1.953446561792673947e+03,1.879128062531631713e+03,1.806021049939600516e+03,1.742343655644238197e+03,1.683173219046369695e+03,1.634639431490506468e+03,1.588969448876540810e+03,1.554868422244556768e+03,1.528412021387904815e+03,1.492842718618015624e+03,1.459522478281616486e+03,1.428934659226554913e+03,1.402820501796843701e+03,1.379026991057434770e+03,1.374151868859944216e+03,1.359263725677703633e+03,1.346071690831116257e+03,1.340313267793532759e+03,1.329969570176183879e+03,1.329812433667672622e+03,1.317629620189789193e+03,1.306686141245909084e+03
nan,5.378563005897240146e+03,4.374374842624688426e+03,3.699298959768077111e+03,3.220593021566739026e+03,2.843092266322142223e+03,2.565691619107209135e+03,2.360045701946797180e+03,2.182741181213899381e+03,2.051666873525169649e+03,1.907888571194665474e+03,1.804003684104121021e+03,1.730874642564297574e+03,1.644963177175572810e+03,1.577076178618599897e+03,1.526991981730963516e+03,1.479769072337127682e+03,1.436562046556518908e+03,1.415120055556085163e+03,1.379941639812568383e+03,1.345190672319014311e+03,1.309970691182875044e+03,1.282649380972294466e+03,1.256050000545327975e+03,1.231495993243377825e+03,1.214028746942382668e+03,1.197748593769015542e+03,1.185832798425482224e+03,1.180319251662341458e+03,1.171308442431929961e+03,1.151354152267076188e+03,1.139321935381974299e+03,1.128094765491880480e+03
nan,nan,4.316509049324565240e+03,3.649360335884669894e+03,3.176740016099244258e+03,2.812393002264033385e+03,2.527307673986174450e+03,2.320062685885950486e+03,2.141054424873806056e+03,1.999445174333745854e+03,1.875409904262311557e+03,1.750766864593190803e+03,1.679093105575111395e+03,1.600691645324699721e+03,1.506494599317805751e+03,1.453792340056127614e+03,1.404988586300779389e+03,1.351502411817404891e+03,1.325023946240196892e+03,1.297201031243981561e+03,1.263297277645139502e+03,1.227553693807225045e+03,1.200864350156786486e+03,1.174904723601697469e+03,1.151136218174316582e+03,1.133212087469697963e+03,1.111212915161548381e+03,1.097293701316694978e+03,1.088273405214912600e+03,1.075479611078437301e+03,1.064135059995579468e+03,1.053024862014007795e+03,1.041517342501472058e+03
nan,nan,nan,3.615643180911997206e+03,3.149166522425166477e+03,2.786401527287199315e+03,2.501840681003783629e+03,2.302203060873545382e+03,2.118342996696456339e+03,1.976271820825341138e+03,1.853484531995233510e+03,1.735076493797906778e+03,1.652109980160271562e+03,1.565070257761549556e+03,1.482986039741191234e+03,1.427615170537731501e+03,1.377007911928073099e+03,1.330752973397695314e+03,1.289283233494708384e+03,1.256890467629325940e+03,1.222069475569228644e+03,1.187424409242701131e+03,1.148512607899016757e+03,1.123022443742419227e+03,1.099806920326250747e+03,1.081692765676853924e+03,1.060239301433655783e+03,1.042006789350986537e+03,1.032140217061627482e+03,1.019980297951794569e+03,1.008773526063650138e+03,9.977723159042662928e+02,9.863625162671951330e+02
nan,nan,nan,3.541942168960418257e+03,3.129443778589062276e+03,2.767827051840408785e+03,2.484813938226334812e+03,2.285112932991836715e+03,2.099547596463492482e+03,1.962167413825986387e+03,1.837118345856727046e+03,1.720542343336002432e+03,1.636978870018051794e+03,1.552235655650684521e+03,1.474321046307936967e+03,1.413531521063391210e+03,1.355596654497805275e+03,1.302171828534469796e+03,1.269777819914278098e+03,1.234583340006145590e+03,1.198659949466085436e+03,1.155550226738968831e+03,1.128074012928718730e+03,1.100484906819840262e+03,1.083309478268662815e+03,1.056507668470784438e+03,1.024757837282418450e+03,1.006453311377520208e+03,9.931922738665728048e+02,9.813568430483237535e+02,9.703493657045128202e+02,9.593710153746687865e+02,9.480621749829564351e+02
nan,nan,nan,nan,3.113494724403890359e+03,2.754844746944496819e+03,2.472257223173205148e+03,2.272843026685791756e+03,2.091125568476637909e+03,1.950591713451664873e+03,1.826622148705025666e+03,1.718214609742255561e+03,1.626714118627719927e+03,1.542437448268841081e+03,1.465024155004483873e+03,1.402914081239525103e+03,1.346381255664887021e+03,1.295226999617577803e+03,1.262579170765460049e+03,1.221882302235268071e+03,1.179936643832090340e+03,1.129143083144284219e+03,1.101642017371628299e+03,1.076300823589037918e+03,1.059530429201514153e+03,1.033704099900859319e+03,1.012343838582351395e+03,9.927949197321565862e+02,9.752790246641635576e+02,9.589099923338803819e+02,9.502885438021779692e+02,9.310745459005214570e+02,9.198427757867744958e+02
nan,nan,nan,nan,nan,2.743219432552060425e+03,2.461552655605112705e+03,2.270961916149686203e+03,2.089138751711599525e+03,1.938966638361002197e+03,1.822116389462256393e+03,1.715210210773400604e+03,1.622178944185965975e+03,1.535859741638854302e+03,1.457627244059240638e+03,1.395640538334406983e+03,1.337079174094343443e+03,1.288222943307365085e+03,1.252439056588894800e+03,1.207752895059105185e+03,1.172811072867991470e+03,1.125380518215168195e+03,1.093047122886270017e+03,1.060855343935243354e+03,1.039799295107630769e+03,1.016056740074787854e+03,9.939158445101019197e+02,9.747042917860890157e+02,9.560374388422885659e+02,9.395026218464296335e+02,9.312607661944290385e+02,9.198211306298038608e+02,9.087890854383743999e+02
nan,nan,nan,nan,nan,nan,2.453351048803320737e+03,2.255456304989781529e+03,2.082308199675099331e+03,1.932476057074464734e+03,1.816683523428281887e+03,1.707137688125341811e+03,1.616726708054823121e+03,1.530600584829104037e+03,1.453820672253297516e+03,1.391351742864157359e+03,1.334181171162674445e+03,1.282738990936382379e+03,1.246946269347465432e+03,1.202332145394612780e+03,1.167761446747770606e+03,1.118262281667819252e+03,1.086879126881746288e+03,1.055512363862491839e+03,1.040685550295802614e+03,1.009266137407292263e+03,9.842297093911492993e+02,9.612350291216753249e+02,9.431792480066030748e+02,9.243126865818895794e+02,9.158080744147899850e+02,9.039929985021582297e+02,8.925988463789827847e+02
nan,nan,nan,nan,nan,nan,nan,2.248852913540673399e+03,2.069009928825551469e+03,1.927141946234385614e+03,1.811394492754728162e+03,1.703911456632332829e+03,1.609579386219069193e+03,1.527947979147704928e+03,1.450085445703503410e+03,1.386876088789940013e+03,1.330359624479764079e+03,1.280451130064275276e+03,1.244506815069760478e+03,1.197959578344336933e+03,1.163236438945177269e+03,1.113967077203707049e+03,1.082884655584828124e+03,1.052372418657319940e+03,1.031499863274517338e+03,1.003135868362659266e+03,9.786415249685354638e+02,9.617121335416694592e+02,9.405362485020551730e+02,9.163145282653592858e+02,9.011445581846779760e+02,8.918365348768065815e+02,8.803095350631316478e+02
nan,nan,nan,nan,nan,nan,nan,nan,2.063999808989583016e+03,1.915726389764720807e+03,1.801472017005043654e+03,1.699791496649487271e+03,1.607052110965672000e+03,1.521641779798352445e+03,1.447336222185046154e+03,1.384288836793007931e+03,1.327586891310121700e+03,1.276453440918522801e+03,1.242187838157066153e+03,1.198128298369525510e+03,1.157123397273816408e+03,1.110488812626166919e+03,1.079227232158186325e+03,1.049014396719648403e+03,1.027989153432718467e+03,9.997427234730456576e+02,9.754205694228838865e+02,9.540342995156386223e+02,9.332956409043263193e+02,9.149785787760201856e+02,9.006473078520434683e+02,8.899643711647670443e+02,8.739240051055846834e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.911943912960663283e+03,1.789484764334042666e+03,1.691494234124751529e+03,1.603545554734681446e+03,1.519678771692876353e+03,1.441918680481361889e+03,1.381013999781766643e+03,1.324867019063821544e+03,1.274723586040444388e+03,1.238800506618059444e+03,1.194436280929063287e+03,1.155259618356501051e+03,1.110560965181146457e+03,1.079462581466824986e+03,1.046312181575602835e+03,1.025164391025754867e+03,9.969504170484227643e+02,9.726505015753558610e+02,9.512965485909863901e+02,9.305891678064183452e+02,9.070204290423231441e+02,8.930364597249873668e+02,8.827416445519398849e+02,8.728216379040053425e+02
