N_Request,N_Actual,Refinery_ID,Size_MMgal,MSP_usd_gal,System_Total_Cost,System_Avg_MSP,Type,X,Y
2,2,1,398.0000221631657,1.3060251185397262,4.6491966769060635,2.3245983384530318,Sequential,-10308.749194338014,1541072.4844288328
2,2,2,398.0003282387199,1.3056430905412246,4.6491966769060635,2.3245983384530318,Sequential,-141987.89705793303,1544381.4538638848
