N_Request,N_Actual,Refinery_ID,Size_MMgal,MSP_usd_gal,System_Total_Cost,System_Avg_MSP,Type,X,Y
4,4,1,401.7024187156438,1.3056656007804206,9.51377086250485,2.3784427156262127,Sequential,13979.10092706119,1505919.7056223447
4,4,2,398.00004846683123,1.3080089740804797,9.51377086250485,2.3784427156262127,Sequential,-87586.338880557,1340819.828404356
4,4,3,399.2147942439369,1.4080654143625047,9.51377086250485,2.3784427156262127,Sequential,-51493.45985785679,1692552.5003890174
4,4,4,398.0002048960389,1.4090067347753303,9.51377086250485,2.3784427156262127,Sequential,106601.4416292813,1695156.0982704775
