,0,1,2,3,4
0,3012.802670023344,2285.888026177222,1979.9879892390177,,
1,2345.090821585824,1670.1747297272123,1384.6595587122683,1223.8707725917307,1110.270058053008
2,2071.8393370382564,1413.392490453321,1149.3080013231086,995.7347788173357,886.6520102433415
3,1915.0910236326317,1274.3696123065665,1015.6642935408098,864.7133142818749,755.4281953663159
4,1818.4587614064633,1182.330992670228,925.961269977934,774.1600258997574,693.1415373889504
