,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.849539741095784,0.8495886635221712,0.8496281847982912,0.8496607773748406,0.8496881164703823,0.8497113775340983,0.8497314096838068,0.8497488416025054,0.84976414871083,0.8497776971863378,0.8497897736389572,0.8498006025145632,0.8498103686297537,0.8498192206014973,0.849827284477946
1,0.8495398043402251,0.8495887170682133,0.8496282310990506,0.8496608180546085,0.8496881526394815,0.8497114100719145,0.8497313919229645,0.8497488685815734,0.8497641735338977,0.849777720156554,0.8497897950016721,0.8498006255635947,0.8498103930705782,0.8498192526224582,0.8498273174388955
2,0.8495398538623556,0.8495887587054313,0.8496281950809863,0.8496608485513951,0.8496881824169178,0.8497114347620497,0.8497314614739642,0.8497488888500135,0.8497641921047002,0.8497777372756026,0.8497898108672028,0.8498006403358427,0.84981040856056,0.8498192642512848,0.8498273284757824
3,0.8495398938366527,0.8495887927391925,0.849628295920376,0.8496608744818557,0.8496880729024332,0.8497114542054333,0.8497314792449792,0.8497489049658122,0.8497642068161649,0.8497777507924592,0.8497898233564574,0.8498006686475055,0.8498104193719396,0.8498192743745596,0.8498273390836226
4,0.8495399289415941,0.8495888214942244,0.8496283203495171,0.8496608956043536,0.8496882209782912,0.8497114709432081,0.8497314939650438,0.8497488496251288,0.8497642182507111,0.8497777618888032,0.8497898335820615,0.8498006614035779,0.849810428186687,0.8498192826070933,0.8498273468022739
5,0.8495399492308567,0.8495888463306356,0.8496283413812245,0.8496609137207626,0.8496882368081271,0.8497115221392245,0.8497315060866572,0.8497489295472356,0.8497642291680253,0.849777771256057,0.8497898426603188,0.8498006693621972,0.8498104355743024,0.8498192894987233,0.8498273532520916
6,0.8495399567363897,0.8495888681431814,0.8496283597936592,0.8496609295379481,0.8496882505951154,0.849711497110339,0.8497315173192614,0.8497489392914498,0.8497642380066762,0.8497777793181496,0.8497898495958379,0.8498006761923427,0.8498104419091815,0.8498192953938736,0.8498273581417991
7,0.8495399628812308,0.8495888790178325,0.8496283761266159,0.8496609435424722,0.8496882627677751,0.8497115078248476,0.8497315291353853,0.8497489478644707,0.8497642457562947,0.8497777863617293,0.849789856060373,0.8498006821490584,0.8498104467190629,0.8498193009430305,0.8498273635466652
8,0.8495399680019547,0.8495888836134553,0.8496283907633709,0.8496609560534205,0.8496882736376745,0.8497115173858069,0.8497315353386172,0.8497489554574037,0.8497642526209951,0.8497777926196833,0.849789861774345,0.8498006867067094,0.8498104528996172,0.8498193050382166,0.8498273673037889
9,0.8495399721385438,0.8495888872796205,0.8496284000577223,0.8496609673508075,0.8496882834261353,0.8497115259712519,0.8497315429585164,0.8497489622756909,0.8497642587796015,0.8497777973725241,0.8497898665006588,0.8498006916542514,0.8498104562856592,0.8498193087478528,0.8498273721643439
10,0.8495399754445085,0.8495888323251315,0.8496284036215839,0.8496610126962159,0.8496883288486952,0.8497115906419166,0.849731549188516,0.8497489678776327,0.8497642636603525,0.8497778027618672,0.8497898710573923,0.8498006959697268,0.8498104602115123,0.8498193124047686,0.8498273746319763
11,0.8495399792531546,0.8495888937215488,0.8496284057022193,0.8496609869882388,0.8496883179225057,0.8497115087846577,0.8497315641955583,0.8497489740500782,0.8497642686650314,0.8497778074344778,0.8497898752729747,0.8498006998554007,0.8498104637852482,0.8498193157119466,0.8498273777045782
12,0.8495399820585239,0.8495888962451588,0.849628407993798,0.8496609906420153,0.8496883078517766,0.8497115462730443,0.8497315612622987,0.8497489786189992,0.8497642735430679,0.8497778116329558,0.8497898791614323,0.849800703387677,0.8498104670274503,0.8498193187239408,0.8498273805024019
13,0.8495399845328099,0.8495888984698285,0.8496284100144538,0.849660992492815,0.8496883216313422,0.8497115533514467,0.8497315664812257,0.8497489834630214,0.8497642778506727,0.8497778155353487,0.849789882709991,0.8498007066355432,0.8498104700313828,0.8498193214845797,0.8498273830633377
14,0.8495399867287676,0.8495889004454773,0.8496284118096973,0.8496609941408798,0.849688320344736,0.8497112156330872,0.8497315720718485,0.8497489878092191,0.8497642818491292,0.8497778191313324,0.8497898859823219,0.8498007096274331,0.8498104727818139,0.8498193240245454,0.8498273854187854
