,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2.012029869398567,1.7129639228679088,1.602788456410771,1.5111472379893547,1.4335878444864283,1.3670266119639054,1.338545299414122,1.315707717069934,1.2949725329368187,1.276295466699669,1.2593638711508153,1.2439633082476413,1.229819679939316,1.2168442852592607,1.2048076277022353
1,1.746773706244031,1.6118594423999453,1.501524572808144,1.410750052301085,1.3345169361874716,1.284074059587708,1.2598875117955304,1.2371380765170839,1.2174671716851315,1.1997765845655153,1.1840396837470561,1.1694446639134632,1.1561124123735835,1.1437835513475747,1.132461898714044
2,1.6746898993351262,1.5410338523948213,1.4329577060974017,1.3420410196759165,1.2653209805371641,1.227025903541585,1.2030262251408717,1.1817887497804838,1.1628575551254534,1.1458538467941817,1.1304813576862134,1.1164994075767252,1.1037163104996128,1.0919742162361958,1.0813872793389827
3,1.6210622308592586,1.4882963547408383,1.3803728070593493,1.2900563150793876,1.2164654445367689,1.1858160245492233,1.1614164373920155,1.1403105686217403,1.1219586671994357,1.1054686181340723,1.0905746313460312,1.0767094623170839,1.0646804948487407,1.053335865948783,1.0428788738910755
4,1.57948744670973,1.447389113595795,1.340056158144436,1.2510330570756922,1.180497353561605,1.1535180906215539,1.1299775660190365,1.1100250813061203,1.090466396024025,1.0739374342175636,1.0594423428266486,1.0462593579010118,1.0342262212319953,1.0231907474524085,1.013026406895542
5,1.5462795375967988,1.4146690745328947,1.3077884376747644,1.2191722461519419,1.154087764993477,1.1270040183635452,1.1044003883045324,1.0840066932432098,1.0658945195208893,1.0496763363629087,1.034775321627711,1.021461047587298,1.009708370328806,0.9989405810950663,0.9890104142525016
6,1.518458732074974,1.387660966150897,1.2813365417462197,1.1930395345236882,1.1323469814189444,1.1061439568734779,1.0833192866619676,1.0632315516890265,1.0453951780601707,1.029436314863393,1.0150567528144143,1.002025056395108,0.9898993551402977,0.9790099614406607,0.9692160974344878
7,1.494648658269596,1.3642640408618627,1.258436846474654,1.1707233482976316,1.1140415724836883,1.0881911781180797,1.0656031929101266,1.0457853786924496,1.0281802332379066,1.012435156786593,0.9982593150563763,0.9854181947352743,0.9737328266666374,0.9630103747672544,0.9529479597044896
8,1.4743247705280178,1.344253496836136,1.2386907860362506,1.1512499589128669,1.097746395804866,1.0726773307773543,1.050550266741081,1.0309110787614557,1.0134969455300264,0.9979340806981043,0.9839285706926221,0.971256055718528,0.9596934420831068,0.9491413415530316,0.9394430689193572
9,1.45646254061131,1.326515003445324,1.2216095032125487,1.1343645844620658,1.0836867007137136,1.05877323025448,1.0371809822824563,1.0180679948051463,1.0008147193576071,0.9854143700608604,0.9715484453267464,0.9590060040939183,0.9475887363272075,0.9371492264678436,0.9275458569910994
10,1.4415392155285425,1.3131314687162872,1.2067655353961295,1.1190345405698117,1.0703972291992008,1.046092030288936,1.0251678637240127,1.0063900301378645,0.989664828964498,0.9744685685749777,0.9607295672521919,0.9483021551545976,0.9369990034648086,0.9266661278314862,0.9171769759645001
11,1.4283631429484636,1.2986323810393612,1.1935963525342954,1.1066090874000978,1.059774099200566,1.03622908776319,1.0144334168307472,0.9959107210097791,0.9793982377508794,0.9646062737363023,0.9511912975319347,0.9388645121859264,0.9276572064983546,0.9174164766384177,0.9080172600086457
12,1.4164829815078523,1.2871195609484143,1.1819703422109635,1.0950885528781138,1.0502145799148912,1.026042373777387,1.0050203517539327,0.9865572369520804,0.9701866373794091,0.9555516238047463,0.942372034027258,0.9304176916870645,0.9193526273601106,0.9091916672730509,0.8998685620779379
13,1.4058883555824315,1.2766404086085317,1.171805211392531,1.0848031609367212,1.0413273314569926,1.0173797820870174,0.9964910238963824,0.9781467478532536,0.9618974161372529,0.9473846603806222,0.9343746882092437,0.9225067728136538,0.9117344263056455,0.9018267470886228,0.8925710723689014
14,1.3963724335771923,1.2672335932870875,1.1624879126088645,1.0757666311869178,1.033547497195886,1.0147012996769365,0.9887935942048957,0.9705565850606729,0.9544051450199457,0.9399922287037117,0.9270357237552357,0.9153137962427292,0.9046484865412666,0.8948886173943454,0.8859139238226357
