3.986625029476316513e+02,4.246528611036557663e+02,4.256422851407516532e+02,4.497064607185247382e+02,4.526823502541023458e+02,4.597799478542204383e+02,4.658838661280874476e+02,4.542418624838758205e+02,4.733299123042373253e+02,4.770507181381873352e+02,4.652754276210688431e+02,4.835791400564752394e+02,nan,4.878921023882396639e+02
1.043985512577539367e+02,8.300950410533589263e+01,7.972978719248951052e+01,7.834193136434392102e+01,7.582653641289149959e+01,7.574207117166315584e+01,7.578530756336596141e+01,7.719868048498568669e+01,7.690876931063398558e+01,7.672698404619933399e+01,7.748939854657368187e+01,7.790926333570996576e+01,7.777343562297312474e+01,7.836403104835197553e+01
nan,7.963800971063281509e+01,7.054345606831219584e+01,6.357961202743120310e+01,6.011257869743539572e+01,5.741858440696200461e+01,5.913587924538816765e+01,5.924982347065295585e+01,5.914907687077374732e+01,5.741473566897118985e+01,5.787909617001572826e+01,5.786544422408900346e+01,5.789530978091819691e+01,5.842266065499676841e+01
nan,nan,6.962860940315439962e+01,6.186611203122755853e+01,5.980741644245813404e+01,5.557732886024638219e+01,5.394897933182440397e+01,5.288517206275908933e+01,5.236393966235733899e+01,5.170073894741172893e+01,5.222069749476408163e+01,5.076774420173236990e+01,5.204270810718607265e+01,5.114122126133109703e+01
nan,nan,nan,6.188627385264149439e+01,5.945821580454779109e+01,5.523861368770666047e+01,5.358941073451439507e+01,5.249609992271508219e+01,5.079538555079392381e+01,4.945456525716191720e+01,4.880955539122769693e+01,4.695682549982073795e+01,4.779335546992773232e+01,4.883523691287535229e+01
nan,nan,nan,nan,5.920444467126570487e+01,5.501831018535618512e+01,5.336331898893694614e+01,5.225732561951281241e+01,5.056467597469304565e+01,5.026756121755368412e+01,4.857677788771168537e+01,4.676064720895281823e+01,4.672352597779055117e+01,4.650375631705782098e+01
nan,nan,nan,nan,nan,5.485811983367094768e+01,5.320727534393560632e+01,5.209574698697569062e+01,5.039949105458815382e+01,5.008693561690429874e+01,4.842088776710457410e+01,4.663432715466126410e+01,4.653668773954795768e+01,4.631081305655606428e+01
1.061433213514146416e+02,nan,nan,nan,nan,nan,nan,5.115141258219470899e+01,5.060768909758844813e+01,4.983484715771728446e+01,4.836764585039125564e+01,4.651421624367787189e+01,4.640773474959630107e+01,4.616585216904420719e+01
1.061763921984450008e+02,nan,nan,nan,nan,nan,nan,nan,4.945993098434436774e+01,5.015193034245646686e+01,4.811271234009075926e+01,4.651207560321126522e+01,4.627831341585900304e+01,4.606822483588950945e+01
1.062049614750396813e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.912673307069907480e+01,4.842468618658612911e+01,4.630277970604603865e+01,4.627799542805099975e+01,4.597433288384365824e+01
1.062357892140213522e+02,8.317808234419078417e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.586014808578478608e+01,4.646287522258749192e+01,4.584342632943912577e+01
1.062668988723686425e+02,8.320126155607732699e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.559850243241001522e+01,4.612958362864918627e+01
1.062974232679158604e+02,8.322431660200425085e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.063242687345857576e+02,8.324776061288670803e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
