1.389478284075843931e+03,1.304529391836603963e+03,1.225434258282597057e+03,1.175018829842947980e+03,1.150124362442939173e+03,1.132130938349956523e+03,1.098095551277989671e+03,1.085203010593334284e+03,1.066657006857510396e+03,1.060316416200153071e+03
1.664449134854685099e+03,1.524956945025684263e+03,1.407237443215233043e+03,1.337272451614646570e+03,1.292860897611739802e+03,1.264907415292686210e+03,1.218842664497651185e+03,1.200147061981590241e+03,1.173365573471101470e+03,1.163345845577267710e+03
1.946176458860801404e+03,1.743670506699479574e+03,1.595519875840837358e+03,1.498736638328979097e+03,1.440436650169945779e+03,1.397204787652154437e+03,1.343505714184123690e+03,1.314804139434232638e+03,1.283327021534253618e+03,1.266123317222463584e+03
2.215466750698254600e+03,1.962279761639370008e+03,1.783791689447479030e+03,1.660156479059405456e+03,1.587999715124762361e+03,1.529466100210995819e+03,1.468165671738306401e+03,1.429410942778170693e+03,1.393288623337788977e+03,1.368881508313110771e+03
2.497149092130993722e+03,2.180852507005067309e+03,1.964394969761304083e+03,1.821555253817803759e+03,1.730022625350433373e+03,1.661706274766685965e+03,1.588474646598353502e+03,1.544009135577043935e+03,1.503233847581970849e+03,1.474919477909457328e+03
2.778989011209157979e+03,2.399453310392128969e+03,2.152678740530999676e+03,1.982949267009302730e+03,1.877582807534277435e+03,1.798827679864596121e+03,1.713110357692862863e+03,1.662558380088772083e+03,1.609681294406793995e+03,1.577781395966638456e+03
3.048185336667032061e+03,2.618017582945895811e+03,2.333231603598801030e+03,2.144328474780023043e+03,2.025148979379068805e+03,1.931122237867727335e+03,1.837908322610400319e+03,1.777302761404612738e+03,1.719779925381075373e+03,1.680681752115081736e+03
3.329967211703121848e+03,2.836540434194089357e+03,2.521526011322256181e+03,2.312292462965327559e+03,2.167276871320711962e+03,2.063501126639269387e+03,1.958327223792200357e+03,1.892040689068937809e+03,1.829872284019675362e+03,1.783572794330469605e+03
3.599068960335263910e+03,3.064709793388584785e+03,2.709946772105707169e+03,2.473825375479920694e+03,2.314986955681163181e+03,2.195867264380887264e+03,2.083166217187520033e+03,2.006766799500997877e+03,1.936369693247529312e+03,1.886463588185572917e+03
3.880962876571685229e+03,3.283429182829658657e+03,2.890609550521874098e+03,2.635349520817969278e+03,2.462672541893939524e+03,2.328258042378532082e+03,2.207912867227743845e+03,2.121489670316516367e+03,2.046455384735562802e+03,1.992636154039284520e+03
