nan,4.241971856892249093e+02,4.409123559245007300e+02,4.504279696199437808e+02,4.564760331580263255e+02,4.637185667704583238e+02,4.691204190339561251e+02,4.731716484167059775e+02,4.784560977740305816e+02,4.794033801952438125e+02,4.794961158114837758e+02,4.840057701203470515e+02
nan,8.692903152668689870e+01,7.192728372793486358e+01,7.129726809314875879e+01,7.080319930226897895e+01,6.854119877553000606e+01,7.007936237564626936e+01,6.955301276805872135e+01,6.955253104183120172e+01,7.021933771035688210e+01,7.021291719793038055e+01,7.097587357574106193e+01
nan,nan,7.000416054152292133e+01,6.166798458222706358e+01,5.759002566796489475e+01,5.363262642886603260e+01,5.463534588407785009e+01,5.432797636034503341e+01,5.526871391444943526e+01,5.301616170291024588e+01,5.291955019431012630e+01,5.360189324619822315e+01
nan,nan,nan,6.047080031282007440e+01,5.692083518956864907e+01,5.302458632528288263e+01,5.166549753211792506e+01,4.940649076019892050e+01,4.860637734124195930e+01,4.779778167168626624e+01,4.803833799760198531e+01,4.829818789103390486e+01
nan,nan,nan,nan,5.655450844148487022e+01,5.275361805273303162e+01,5.134005457662762240e+01,4.909855086366232513e+01,4.825770654063808252e+01,4.661709228078992595e+01,4.533699748387379458e+01,4.508419995706574923e+01
nan,nan,nan,nan,nan,5.255437273552273325e+01,5.114117069357250500e+01,4.890746412473139770e+01,4.805324178736877627e+01,4.643444072185665306e+01,4.508490841887544320e+01,4.484014150819979250e+01
nan,nan,nan,nan,nan,nan,5.100177456078970550e+01,4.877710710299935215e+01,4.790849245950127511e+01,4.630636632166866917e+01,4.493226895132158916e+01,4.467431603103037929e+01
nan,nan,nan,nan,nan,nan,nan,4.868333867499787004e+01,4.782228642679228869e+01,4.621198976257396396e+01,4.482859435556961358e+01,4.454564701924998360e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,4.614770206834415944e+01,4.476975632601235588e+01,4.447050438300473729e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.509652707460801935e+01,4.462900136121042749e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.478251941438182371e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
