3.895828597129641935e+02,4.125717269556432143e+02,nan,4.329279724805601290e+02,4.387970750917158398e+02,4.482997184128647064e+02,4.527663141121618082e+02,4.559928375583432398e+02,4.527858101955955590e+02,4.623989028868388118e+02,4.644551033730718927e+02,4.668585343103580385e+02,4.706045720043175606e+02,4.591163018283141355e+02,4.631608560217524087e+02,4.642681182681511132e+02,4.795358558777675171e+02,4.806435164604878310e+02,4.823428384955867614e+02,4.837593598505672503e+02,4.851623151191208194e+02,4.872826544630904664e+02,4.721613568842127506e+02,4.886641845249733365e+02,4.894285391600967614e+02,4.900025429731696249e+02,4.907328399275182278e+02,4.916236221927015890e+02,4.781154190573739697e+02,4.794296687363566321e+02
nan,nan,1.385309903689052362e+02,nan,nan,nan,nan,1.329643828223950948e+02,1.317122438536011089e+02,1.346788886057114496e+02,1.359670746401344559e+02,1.328290037844612925e+02,1.386178980598093631e+02,1.381475124356409481e+02,1.329729912346869014e+02,1.338022328328952142e+02,1.343847613640809300e+02,1.372005191846608909e+02,1.373409669873485655e+02,1.375120525007149013e+02,1.381736966766681860e+02,1.374119714172710474e+02,1.389612042153794960e+02,1.408379307578469479e+02,1.411095777360595775e+02,1.420151193666538347e+02,1.413667492988283527e+02,1.409128062676224147e+02,1.475782700660532498e+02,1.489302635558648262e+02
1.837597304214245355e+02,1.514161700987698111e+02,1.245935254804084167e+02,1.067485551266809694e+02,9.822788095487618421e+01,8.340964379389006922e+01,8.598339575826025794e+01,8.775954784997892943e+01,8.613672382765828672e+01,7.781943131756082721e+01,7.898589152184962359e+01,7.977419730983189083e+01,8.014297550988973740e+01,7.997275220587579270e+01,8.101430055123165630e+01,8.170005677105579878e+01,8.340360687721920385e+01,8.341080038055312684e+01,8.351497284677695632e+01,8.368175524065422621e+01,8.388289282849933670e+01,8.390962174894227132e+01,8.527824733966690474e+01,8.539584981198186142e+01,8.571311321984751430e+01,8.610507544225062304e+01,8.538870504730952860e+01,8.607710921910293678e+01,8.660307308830428497e+01,8.702771157548227166e+01
nan,nan,1.164044496467300007e+02,1.005446003505214492e+02,9.185704567496154027e+01,8.530072798481879204e+01,8.078428270248440413e+01,7.605657488092884932e+01,6.751335160273374925e+01,6.580019533529687692e+01,6.574636318345744712e+01,6.525548098939496811e+01,nan,6.268832669005061575e+01,6.275139415201507376e+01,6.339823755624246360e+01,6.491715759082005377e+01,6.494759972374900769e+01,6.507861743142426292e+01,6.525450862867529622e+01,6.546810006576791352e+01,6.557336219064504235e+01,6.661193393704509447e+01,6.649735446476719858e+01,6.679779111367307110e+01,6.721030335596596217e+01,6.668674804530292022e+01,6.733018287636434707e+01,6.808758450181909438e+01,6.819802936898634016e+01
nan,nan,1.128017451076632369e+02,9.764549536826206122e+01,9.029824291463657460e+01,8.232066886450095922e+01,7.762492916673421917e+01,7.315908166833814619e+01,6.912364782191457380e+01,6.639007097329485418e+01,6.551005531390141812e+01,6.263679697251834710e+01,5.610409582312659893e+01,5.714046385907433034e+01,5.684492458990363417e+01,5.694671107356067807e+01,5.777165123829013993e+01,5.594974536652134134e+01,5.515825627172615953e+01,5.535525967584945306e+01,5.556723703517062063e+01,5.701802865318738611e+01,5.662620915093896912e+01,5.655590285995895528e+01,5.663297420933436399e+01,5.704819381038338832e+01,5.660906476953027777e+01,5.722864370588766292e+01,5.767659669160342162e+01,5.806239928923253046e+01
nan,nan,nan,9.649886111370140895e+01,8.726679149767471699e+01,8.034777199352905086e+01,7.588445669828654161e+01,7.131611112341255421e+01,6.735360945556745094e+01,6.810663486596719451e+01,6.326233684705747606e+01,6.083435519109617928e+01,6.073104245576084281e+01,6.062952375566597141e+01,5.941664158036843446e+01,5.785288747531723175e+01,5.442880574821043638e+01,5.418498379808475818e+01,5.359197035481059856e+01,5.472364921147328687e+01,5.313032047750450459e+01,5.463524117626122489e+01,5.318258664149742287e+01,nan,5.411318410393399603e+01,5.303946861753965436e+01,5.248318074724473092e+01,5.313012823595617817e+01,5.498696593604321237e+01,5.536896103122204238e+01
nan,nan,nan,nan,8.714980336320483900e+01,7.931346562836534986e+01,7.387063194020643664e+01,6.934062003119930750e+01,6.697175891706598350e+01,6.376242021627466983e+01,6.581416651929157524e+01,6.328491889887681054e+01,5.974409355839706848e+01,5.890507346017827217e+01,5.795733683023958349e+01,5.699871790209370204e+01,5.757402090445013698e+01,5.614811758367120831e+01,5.110743617196294508e+01,5.092110339372692351e+01,5.060335085776270603e+01,nan,5.140597328453210935e+01,5.134487254814773394e+01,5.102807671366636555e+01,4.824983024218620642e+01,4.959924209599245160e+01,4.882216106989359616e+01,4.930442245216278252e+01,5.103994400446123336e+01
nan,nan,nan,nan,nan,7.824772915018428421e+01,7.293470619618477713e+01,6.843215924716314191e+01,6.599955309019375704e+01,6.220361763461032467e+01,6.119808131295881282e+01,6.238410818708391758e+01,5.889924588909331504e+01,5.809832541542010631e+01,5.708623631472219984e+01,5.612662410512325550e+01,5.613915410114424276e+01,5.493800295438524017e+01,5.028447926038147386e+01,5.010862002417318450e+01,4.912685374749786149e+01,4.978132855328724560e+01,4.847308522091572769e+01,4.855329230594209378e+01,4.741315179523368784e+01,4.567870918748535303e+01,4.635839026027227305e+01,4.740022371364771914e+01,4.852202670422830977e+01,4.739654587975353905e+01
nan,nan,nan,nan,nan,nan,7.279752398571159233e+01,6.844339029655708373e+01,6.606898692411542129e+01,6.147666183082538538e+01,6.053579823710181529e+01,6.170033986986435792e+01,5.825778603930577049e+01,5.744496038854924080e+01,5.643003925481161787e+01,5.547054144299895029e+01,5.548264427842279645e+01,5.426677463427299131e+01,4.961783149778332103e+01,4.894031964607893315e+01,4.811355508142279547e+01,4.893755386878363822e+01,4.846534481194595401e+01,4.771038316510907862e+01,4.663951874803278486e+01,4.481767640189318058e+01,4.474524460769220724e+01,4.621754496308042093e+01,4.559350314864293807e+01,4.671533213950912966e+01
nan,nan,nan,nan,nan,nan,nan,6.706945652149541104e+01,6.411587032751938864e+01,6.090388048782575936e+01,6.001334693317350144e+01,5.807131643471596760e+01,5.769179953334482036e+01,5.687580839946032540e+01,5.591238588804107934e+01,5.495485090231942138e+01,5.495025359878767546e+01,5.373571696847125878e+01,4.910599572242279010e+01,4.939500032982801514e+01,4.856232005911188310e+01,4.840026327213674051e+01,4.743609638889765279e+01,4.680226302535805161e+01,4.575228012466374139e+01,4.420543659045593188e+01,4.587364881844096942e+01,4.590198709893148532e+01,4.477814250802929052e+01,4.454552294517252875e+01
