7.747487474105196270e+03,7.222437005444515307e+03,6.853797155987207589e+03,6.542029426936535856e+03,6.271006641641948590e+03,6.001912010737638411e+03,5.872684013767220677e+03,5.706599967567241038e+03,5.535978698237372555e+03,5.420728116942105771e+03,5.300368181352111606e+03,5.191405981434405476e+03,5.059310875374293573e+03,4.999199541272949318e+03,4.886218721162816109e+03,4.815131399870638234e+03,4.789760537456190832e+03,4.722769739377877158e+03,4.666399599819276773e+03,4.621844405761352391e+03,4.576519893536124982e+03,4.532879910891122563e+03,4.495669414614935704e+03,4.460827200128996992e+03,4.422622224014879066e+03,4.390281133192840571e+03,4.360769788701258221e+03,4.329659738771339107e+03,4.302365600621587873e+03,4.216020023329302603e+03,4.189574619578897909e+03,4.163939724170765658e+03,4.211061601321618582e+03,4.181546520847706233e+03,4.167781004639497041e+03,4.153206917899428845e+03,4.066477546539495052e+03,4.060713432543231647e+03,4.089878071780078244e+03,4.080544783454462504e+03,4.062514082499538745e+03,4.052457297887718596e+03,nan,4.023850559654131303e+03,4.005567515934728817e+03,3.999177639456263478e+03,3.988051193639899338e+03,3.921332367201181114e+03,3.967881904201886755e+03,3.957718914005953593e+03
5.499903062625834536e+03,5.011677831015176707e+03,4.646082408660203328e+03,nan,nan,nan,3.767800247847130777e+03,3.608045789015422997e+03,3.420934567153588432e+03,3.368431079598803080e+03,3.270214113973127951e+03,3.177072457508626485e+03,3.097760324382286854e+03,3.024419987988487264e+03,2.888858309469708729e+03,2.822637533771283415e+03,2.769642968497331822e+03,2.713704470211641819e+03,2.721937426723971384e+03,2.681119330641766282e+03,2.634071923672343473e+03,2.595360465924324217e+03,2.560130420560132734e+03,2.522681505166166971e+03,2.506274943401529981e+03,2.397717552232837988e+03,2.367591386170675378e+03,2.420168764159740476e+03,2.396403851146062152e+03,2.375430421414601824e+03,2.354827955111622487e+03,2.334631556340902989e+03,2.316882915051371128e+03,2.274335374944346313e+03,2.286373006704811360e+03,2.267691105074924963e+03,2.231539025254374792e+03,2.238344473339330307e+03,2.226095828480354612e+03,2.187086618199581153e+03,2.196532807343886816e+03,2.157308131747851803e+03,2.175270379229112677e+03,2.164967582399552612e+03,2.154261874867295319e+03,2.115059181938760048e+03,2.137443936780273361e+03,2.093949433925778521e+03,2.079723051792288516e+03,2.067740305926679866e+03
4.958979848384057732e+03,4.520812831331352754e+03,3.807937400627391071e+03,3.462841977215555289e+03,nan,3.420411758157441454e+03,3.237191981008345465e+03,3.082110884070621069e+03,2.957096518385905711e+03,2.842326478913809297e+03,2.752521821742044267e+03,2.661809500676605694e+03,2.580059036989912329e+03,2.511526391245732611e+03,2.443804019701650304e+03,2.382072489568143737e+03,2.331517318092548521e+03,2.279250222212371227e+03,2.230906761457767061e+03,2.191245868578582304e+03,2.149732285593036067e+03,2.108849251860308414e+03,2.072104049457264864e+03,2.034211526691005474e+03,2.064293449742635403e+03,2.035509341734219106e+03,1.948682822196469488e+03,1.921318016928816860e+03,1.958519806654317335e+03,1.875436495028053741e+03,1.909298676105042887e+03,1.831758005460387039e+03,1.874445230196588909e+03,1.860747247408717840e+03,1.846656064801334651e+03,1.830616053354902078e+03,1.818186280672356588e+03,1.745463772938185684e+03,1.731525399825448858e+03,1.778709511804712974e+03,1.707828340627627313e+03,1.754293730855797094e+03,1.686428557456925091e+03,1.739647591502783825e+03,1.729224806168396753e+03,1.658502863585077648e+03,1.699991260008652034e+03,1.696379404892196135e+03,1.626863783345884030e+03,1.670048644650538790e+03
4.793372098069566164e+03,4.313667026908242406e+03,3.930241060303050745e+03,3.620632623432358287e+03,3.391229818796974087e+03,3.201872602247199666e+03,3.027712149613443216e+03,2.862586255065392379e+03,2.740983339984256418e+03,2.642563041724835330e+03,2.531388425213933260e+03,2.443702855814514805e+03,2.364087731410020751e+03,2.298054901876400436e+03,2.232364751417222124e+03,2.172656256656770893e+03,2.123753912082774605e+03,2.073705564370497541e+03,2.026220746099095550e+03,1.983118592280256962e+03,1.947124420841231995e+03,1.909139779027279246e+03,1.873694914629980758e+03,1.843839228961325034e+03,1.815604063535116211e+03,1.786302982980497973e+03,1.762409610487786267e+03,1.736323365537880136e+03,1.712417822285841794e+03,1.692372495348382245e+03,1.670175162712867404e+03,1.649715467629476962e+03,1.629412662439583983e+03,1.616775887837850178e+03,1.598418325060633379e+03,1.580690793039025721e+03,1.567093367069734541e+03,1.552723089094198940e+03,1.538972048742663901e+03,1.518575642759519269e+03,1.507007230328970536e+03,1.495034915965003165e+03,1.492718359192636399e+03,1.476933851530664924e+03,1.466039760172496472e+03,1.454487392917734496e+03,1.445000982497460654e+03,1.433748037270550412e+03,1.422929988348377947e+03,1.414625125314006482e+03
4.703251276664645957e+03,4.227838772156856066e+03,3.845958025384734356e+03,3.530968767465747987e+03,3.306354102888292346e+03,3.094301648292115260e+03,2.908091994518566480e+03,2.757189966496077432e+03,2.633152236440613706e+03,2.529141810813852771e+03,2.440672619844857309e+03,2.337291338874105350e+03,2.259801674731551429e+03,2.193649922431608047e+03,2.127001059972723397e+03,2.057546498127910581e+03,2.003334148389961683e+03,1.961475313357399955e+03,1.912841592100225625e+03,1.873221036894370627e+03,1.837422011017985369e+03,1.799909485700943151e+03,1.765062115216398524e+03,1.733958028929798957e+03,1.706620227430623572e+03,1.678724699826601864e+03,1.651974428281393557e+03,1.630337685147589127e+03,1.606373747238327269e+03,1.583610607122948750e+03,1.565264161767780479e+03,1.548795604338470184e+03,1.528648989585851268e+03,1.516199731372136512e+03,1.497827789137693571e+03,1.480533287066381490e+03,1.466683817416928377e+03,1.450742773250586197e+03,1.443319426364299034e+03,1.430429499761325360e+03,1.414528597381207874e+03,1.402338233482287933e+03,1.400822168873123701e+03,1.392375409534457503e+03,1.374371478224288694e+03,1.362728904092736684e+03,1.360115421600837863e+03,1.348775682289682663e+03,1.337908809161491263e+03,1.322675916908893669e+03
4.642915885482067097e+03,4.174529352907126849e+03,3.793372662503420997e+03,3.483704605062850078e+03,3.250012381012930746e+03,3.044232601791406978e+03,2.861482323198343693e+03,2.710792516899763541e+03,2.573435968812286774e+03,2.460211867603414703e+03,2.372140032796745345e+03,2.290912781609892590e+03,2.210206857436871815e+03,2.138432436314965344e+03,2.077156230202212100e+03,2.006112775723074719e+03,1.944061010422381969e+03,1.914077073814374671e+03,1.854391063845565441e+03,1.822393641595094323e+03,1.772011731171922293e+03,1.735027736867595650e+03,1.700713205682403895e+03,1.667554712476500299e+03,1.643503642118083917e+03,1.615764278103902370e+03,1.589483900625197066e+03,1.568151729043146588e+03,1.544534359473718951e+03,1.522057828810033470e+03,1.507744246532684201e+03,1.487845394336060963e+03,1.470567200322465851e+03,1.455864362264869214e+03,1.438022023634536708e+03,1.420836818240925595e+03,1.404528760710652932e+03,1.391762201807187012e+03,1.376199056829140773e+03,1.363085316539168844e+03,1.353670180957539742e+03,1.341722424275470757e+03,1.339632636488120852e+03,1.332215633195492046e+03,1.321921613617072808e+03,1.310619718512441978e+03,1.301302395894930442e+03,1.283680694386589494e+03,1.279976974149974467e+03,1.262754498786371869e+03
4.602132681929135288e+03,4.135547464184860473e+03,3.755802827328316653e+03,3.453433800594235436e+03,3.216381226671656805e+03,3.004429338729264600e+03,2.823219968521451392e+03,2.669695165680824175e+03,2.539942025530684077e+03,2.418350799825761442e+03,2.315807911093037546e+03,2.225778832096312726e+03,2.155317164053194574e+03,2.088317355082919221e+03,2.021543789486506057e+03,1.962915402329222843e+03,1.916604484014950003e+03,1.869370410940615784e+03,1.821430259759454884e+03,1.775763524637275850e+03,1.734281395638485264e+03,1.708742330501311017e+03,1.666811266617961110e+03,1.635710638914057881e+03,1.599813483011998869e+03,1.572332369409398098e+03,1.546263930093503632e+03,1.525139409727586326e+03,1.501798091060548586e+03,1.479690634215684895e+03,1.462146243838882356e+03,1.445771713030974979e+03,1.428756622890109384e+03,1.411231125556005054e+03,1.396538423398246096e+03,1.379681974917663410e+03,1.363607346466850458e+03,1.350980506115657818e+03,1.336064155109110288e+03,1.322863114417106544e+03,1.312366078526812544e+03,1.304468631706647557e+03,1.293605957944321517e+03,1.282497729053428429e+03,1.275466502491254460e+03,1.263105196418900277e+03,1.251686938218833575e+03,1.242874577045712613e+03,1.232322311390524419e+03,1.222187286454605783e+03
nan,4.110441859877225397e+03,3.728156173544327430e+03,3.430063165596689942e+03,3.185196738026828825e+03,2.984884992669918574e+03,2.804289188862579977e+03,2.647194667145337462e+03,2.518629882435076979e+03,2.395694308931635078e+03,2.291196248801435104e+03,2.201509887462563711e+03,2.115614630658058559e+03,2.048940167425427262e+03,1.986588537102056080e+03,1.921154615981889265e+03,nan,nan,1.777292617077270961e+03,1.746871982929814294e+03,1.703482504267438799e+03,1.670331684950549288e+03,1.633137583272761276e+03,1.600687399990908716e+03,1.575664087395243541e+03,1.554114264922896382e+03,1.526322332616423182e+03,1.500060981661191818e+03,1.478822943588134194e+03,1.446669203740250623e+03,1.429180667217244263e+03,1.413002428946480904e+03,1.396175622854630774e+03,1.378927634009885651e+03,1.364314932896785649e+03,1.347632854492313982e+03,1.362091963590486330e+03,1.319213603489504067e+03,1.304823612773612240e+03,1.291818524804409208e+03,1.278108297327843729e+03,1.271955758288917423e+03,1.261329573345577501e+03,1.250384992898395467e+03,1.242265390184663147e+03,1.231141997685609113e+03,1.219853089199594933e+03,1.211139509855122924e+03,1.200675362402603469e+03,1.190674100415251814e+03
nan,nan,3.715523986331773358e+03,3.413502740423301020e+03,3.169505021649958962e+03,2.969297462697516949e+03,2.787973856418658670e+03,2.631020149333403879e+03,2.505022817600255621e+03,2.387838849844435572e+03,2.285916938307322653e+03,2.196297515346934688e+03,2.097164562762228343e+03,2.035508156958213476e+03,1.965493541141591095e+03,1.904136000035589177e+03,1.852687221054230122e+03,1.796984945357306060e+03,1.749579726246647397e+03,1.716916257531461497e+03,1.672963610243400353e+03,1.645028370310039918e+03,1.602947829360866535e+03,1.577765475034651672e+03,1.549023793433822448e+03,1.524346347342294621e+03,1.497523525314545168e+03,1.472202207887745317e+03,1.451610718888311794e+03,1.435192953758167960e+03,1.417138720074536423e+03,1.398454829627957679e+03,1.380473143981063913e+03,1.362015872070563091e+03,1.336115960144374640e+03,1.322657437222347198e+03,1.306924522590386459e+03,1.291954695278615191e+03,1.280246948125459539e+03,1.267332032404229494e+03,1.253763104642202507e+03,1.246941181507093916e+03,1.236465271166762705e+03,1.225619546129893024e+03,1.215332988016521540e+03,1.206631514045468066e+03,1.195344136897591625e+03,1.184598963409389626e+03,1.176390822604045979e+03,1.166424706770084185e+03
nan,nan,nan,3.400419099401379299e+03,3.156430111566669439e+03,2.955257701180849836e+03,2.776031086858091385e+03,2.619746973676174093e+03,2.492644307158338052e+03,2.375703934500806554e+03,2.275024142416322775e+03,2.179788606746852111e+03,2.099992695037889916e+03,2.024779598582520066e+03,1.954894651240618714e+03,1.893816374361388625e+03,1.842110386308765101e+03,1.785773534214942174e+03,1.738281177792648577e+03,1.696805308063082748e+03,1.653847585478916471e+03,1.614109172800236365e+03,1.587075913560681784e+03,1.554025425995461546e+03,1.523078662141072982e+03,1.503313182526667106e+03,1.473643913252684115e+03,1.453972555615003557e+03,1.433432969341201670e+03,1.410759480602005624e+03,1.393551704411801893e+03,1.372595274477894691e+03,1.358334424971946646e+03,1.338761932650732660e+03,1.328656574555727730e+03,1.313723650349047148e+03,1.297694675891356610e+03,1.281483482446612697e+03,1.260464047560261633e+03,1.247617454252998641e+03,1.234229067371155907e+03,1.224692702605505019e+03,1.216100239701142073e+03,1.205375240046852696e+03,1.195226445904941329e+03,1.186495928764979681e+03,1.175339476665412803e+03,1.164684907593607022e+03,1.156540668228599998e+03,1.146662310934066682e+03
nan,nan,nan,nan,3.119155186877097549e+03,2.944597684822371775e+03,2.765879968884226400e+03,2.609669761054753963e+03,2.475927700171220749e+03,2.366213925515197843e+03,2.266042867699849012e+03,2.172074147051636828e+03,2.092575498735018300e+03,2.015850491658327883e+03,1.946118704594585097e+03,1.885320249607665346e+03,1.833159127154016232e+03,1.776921061188735393e+03,1.729429526571329689e+03,1.688233607056874916e+03,1.645255077052867819e+03,1.605540952268512228e+03,1.570006077380945499e+03,1.537840368195530800e+03,1.507176234806539014e+03,1.489014592854979128e+03,1.460271507835533157e+03,1.433156248555724005e+03,1.414155255372372494e+03,1.392484856799591171e+03,1.380158216594805708e+03,1.359090923295892708e+03,1.344799324329136425e+03,1.327138446659090960e+03,1.309300080420461200e+03,1.295107012138201753e+03,1.278824565824637148e+03,1.263315769257506190e+03,1.254351574769831814e+03,1.242328265863389561e+03,1.228161781218995429e+03,1.217695753562258005e+03,1.207867638750068181e+03,1.188761568633457046e+03,1.178693211682952779e+03,1.170070368851203739e+03,1.158967199468452918e+03,1.148294972791420378e+03,1.138057884460731429e+03,1.130465142567403518e+03
nan,nan,nan,nan,nan,2.928093303623047632e+03,2.757212332949987285e+03,2.601482938402334185e+03,2.467869052605045454e+03,2.358603896579053071e+03,2.259428966500865045e+03,2.164462260994878307e+03,2.085095693158170889e+03,2.008392756560472890e+03,1.938821910439856765e+03,1.872905009008311026e+03,1.825954586095935156e+03,1.769784324172074093e+03,1.722500860155268356e+03,1.681242831416407853e+03,1.638332772465963899e+03,1.598688792317124125e+03,1.562991337210269194e+03,1.530701146033208488e+03,1.500431602551493143e+03,1.470654273452863890e+03,1.447410446572023830e+03,1.420895059785876583e+03,1.395736128574371151e+03,1.382002420047009309e+03,1.363079847511066191e+03,1.340693798196388343e+03,1.330855940830492955e+03,1.311164899154818158e+03,1.297254072554828781e+03,1.280110164875815599e+03,1.266717182936534300e+03,1.251418573465635973e+03,1.237487317161965166e+03,1.225972161994148109e+03,1.212104587299729701e+03,1.202107676600053082e+03,1.197404022926520838e+03,1.185556141397639067e+03,1.174736457351477839e+03,1.163151719591944129e+03,1.153503876306386474e+03,1.142067677824736165e+03,1.124451139897163330e+03,1.116781449972484324e+03
nan,nan,nan,nan,nan,nan,2.749700358874091762e+03,2.594207312070149783e+03,2.461084243291913481e+03,2.351776822736294889e+03,2.252565118525316393e+03,2.157806750296712380e+03,2.072915504236434572e+03,2.002054007116320918e+03,1.932355066761357875e+03,1.866596554891144478e+03,1.819713012584062199e+03,1.763669006437055032e+03,1.716590380229107268e+03,1.675330010086765014e+03,1.632506090333459724e+03,1.592933367827261463e+03,1.553362093116109918e+03,1.525035705454122535e+03,1.496044028103236315e+03,1.466320492324328370e+03,1.441708189583061085e+03,1.414987487705790500e+03,1.389830477372648147e+03,1.369163020205215389e+03,1.350786497069279221e+03,1.328726451000781935e+03,1.316851125520621054e+03,1.300771440992928547e+03,1.281576624027707339e+03,1.269250785644584539e+03,1.254219919500457308e+03,1.237173687523192484e+03,1.223968702169986273e+03,1.213290199362568501e+03,1.201954330158614766e+03,1.192014300469890941e+03,1.180002052236936834e+03,1.170741392706684792e+03,1.160301259952904957e+03,1.149023764786352785e+03,1.144174515178348656e+03,1.132751773164199903e+03,1.121891531491582100e+03,1.113596884250825042e+03
nan,nan,nan,nan,nan,nan,nan,2.587918905575215376e+03,2.454880150481092187e+03,2.339438519138820993e+03,2.246547621355492083e+03,2.151912622534763614e+03,2.067188208738471076e+03,1.996155521132303193e+03,1.926989917934410869e+03,1.861419482977509460e+03,1.814294024991813330e+03,1.758151453097451395e+03,1.711491864146702483e+03,1.665882391297612912e+03,1.627483108671005311e+03,1.589231452895128768e+03,1.548475745301578627e+03,1.521613763933417886e+03,1.491238446967843629e+03,1.461244488570162275e+03,1.436609631960998286e+03,1.410073212939925952e+03,1.384917838350143938e+03,1.361026849147153825e+03,1.345776681186163387e+03,1.319463520733396081e+03,1.305498803518090881e+03,1.289808772817073304e+03,1.271040511372056699e+03,1.259219013794025159e+03,1.241917463268511938e+03,1.228124551774367546e+03,1.213260815719378115e+03,1.203472504405554446e+03,1.190789258069047037e+03,1.184419077631290975e+03,1.171340378552999255e+03,1.161786681507671346e+03,1.151360721891718640e+03,1.140174711925186102e+03,1.128684962995647538e+03,1.119895847803962397e+03,1.109381656751984337e+03,1.099279869249184458e+03
nan,nan,nan,nan,nan,nan,nan,nan,2.449474318922037583e+03,2.335005582559567301e+03,2.241027640754681215e+03,2.146618306135153489e+03,2.061998219195065303e+03,1.991272225811536828e+03,1.922063085721219977e+03,1.856745546741034559e+03,1.804710624411278104e+03,1.753585392932280001e+03,1.708385520236763568e+03,1.662638176142029806e+03,1.624352712457909320e+03,1.584852891621590288e+03,1.545445543294260915e+03,1.517032888525403678e+03,1.486838042360409418e+03,1.456907488797663518e+03,1.428822483643363285e+03,1.405767187379083225e+03,1.380488721359469992e+03,1.356700639621993105e+03,1.341474459088996355e+03,1.319550712758850977e+03,1.301238686972850473e+03,1.282647528774718921e+03,1.266752588063293160e+03,1.248916917418282992e+03,1.231989429158314124e+03,1.218458556922832486e+03,1.203807781247457797e+03,1.194486971893529926e+03,1.182252538354790204e+03,1.171316926105920402e+03,1.163637966961447546e+03,1.150332611520328101e+03,1.141111970032607815e+03,1.133247290690447471e+03,1.120968230140168316e+03,1.112191614048795827e+03,1.101723968698674753e+03,1.091593914391880844e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,2.329769759200381031e+03,2.236339392101534031e+03,2.141787289597391009e+03,2.057484946047439280e+03,1.981348383349127971e+03,1.917582690069152477e+03,1.852258902877416631e+03,1.800413414187572698e+03,1.749335367336022728e+03,1.704271654984256429e+03,1.658662945627846057e+03,1.620238512454918009e+03,1.580648627884076177e+03,1.541478655974370668e+03,1.509196927595017542e+03,1.482801530964595258e+03,1.452977621590341869e+03,1.424985215631033498e+03,1.401797338494993028e+03,1.376697769184851950e+03,1.352961325146336549e+03,1.334636919402166995e+03,1.315762176495570884e+03,1.297481917033457876e+03,1.278960944773825076e+03,1.262905940281489393e+03,1.245150895529236323e+03,1.228197761991190873e+03,1.214685723608000444e+03,1.200149918793553525e+03,1.185404776817410720e+03,1.170948323727104253e+03,1.162672609896653285e+03,1.155225636757283837e+03,1.142326031146115383e+03,1.133316593946283547e+03,1.121325118647532690e+03,1.113750790928710330e+03,1.103771347570467924e+03,1.092249766444874922e+03,1.085066178137078396e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.137163121160422634e+03,2.053212121474573451e+03,1.977197361888272098e+03,1.913470246751252034e+03,1.848333063123135162e+03,1.797937372294990837e+03,1.746861734551913287e+03,1.700497369513812146e+03,1.654878709101000140e+03,1.612237722122613150e+03,1.577046707834259450e+03,1.537767652116939871e+03,1.505666558196145616e+03,1.479154322114003435e+03,1.449567430111522071e+03,1.421414152797699671e+03,1.394897669713296864e+03,1.373322423448324344e+03,1.349553774291998025e+03,1.331083634859617177e+03,1.312385867178235685e+03,1.294170639167162108e+03,1.275533348719222431e+03,1.259650069371827612e+03,1.241809305621965223e+03,1.224866076336000560e+03,1.208686706549705832e+03,1.196808774628930678e+03,1.182073835758151745e+03,1.171305872937246249e+03,1.159282915480737984e+03,1.146682071322530192e+03,1.134036371177207002e+03,1.122854320811428579e+03,1.118276156990417348e+03,1.106031814465630987e+03,1.094327612500979967e+03,1.085213083385006257e+03,1.074372763983531058e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.049309992440819769e+03,1.974748786493782291e+03,1.911134287586485470e+03,1.844589245684185698e+03,1.794113484407654369e+03,1.738379742784040673e+03,1.696840446882622473e+03,1.651292149230267569e+03,1.608870627719407594e+03,1.573702753453629157e+03,1.534527065109857858e+03,1.502448713101116482e+03,1.476024888483133282e+03,1.446234103215467030e+03,1.418199985934028064e+03,1.391875704981678155e+03,1.370208994786722769e+03,1.346497643671162450e+03,1.328178583600627007e+03,1.312182259929663360e+03,1.291083407310644134e+03,1.272516104269374182e+03,1.253806173508837219e+03,1.238821691129713827e+03,1.221926066129141645e+03,1.205728119333497716e+03,1.193821772584426071e+03,1.179074730593968070e+03,1.168268994894363232e+03,1.153825438596395543e+03,1.143707553287287055e+03,1.130821331977556156e+03,1.119356857354012845e+03,1.109990363832784851e+03,1.097943412688819308e+03,1.086462249820086754e+03,1.077515928491243812e+03,1.071468851318330280e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.971166649324289438e+03,1.902455615623230869e+03,1.842632940174622263e+03,1.790730271944437163e+03,1.735189869899335918e+03,1.693464551274398218e+03,1.647992460201593076e+03,1.605636634888303661e+03,1.570489030233874701e+03,1.531397398789616773e+03,1.499354534979576101e+03,1.469163782048586882e+03,1.443233868697439902e+03,1.415274995721515552e+03,1.388937248955828181e+03,1.367252450677381603e+03,1.343668109373724064e+03,1.325346860757893410e+03,1.306005972054716267e+03,1.288315728005173924e+03,1.269762071000822516e+03,1.251056953536357241e+03,1.236073544551275518e+03,1.219121841830268977e+03,1.203002250438969668e+03,1.188518020438243639e+03,1.176370892028006438e+03,1.165566388917706263e+03,1.151120233590063208e+03,1.140968800284914551e+03,1.128103071393868049e+03,1.116586823592945620e+03,1.107130850059772683e+03,1.095099286982591821e+03,1.083612848235313095e+03,1.072621683090178976e+03,1.064136891931396576e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.899275167587883288e+03,1.839412234147115214e+03,1.787500688158889943e+03,1.732062393338436550e+03,1.690436672577432319e+03,1.644995101038658959e+03,1.602705049336721231e+03,1.563454241003590823e+03,1.528463029775317409e+03,1.496526069691097746e+03,1.466439211403632953e+03,1.440543444141354257e+03,1.412618349966652204e+03,1.385728022892217496e+03,1.361345814593367777e+03,1.344593413346817215e+03,1.322668625125048720e+03,1.303382604387746142e+03,1.287590641878976157e+03,1.267117698987402491e+03,1.248452482652404569e+03,1.230694907016354819e+03,1.216512958473887238e+03,1.200416982186003679e+03,1.185925806909182029e+03,1.173810909725842293e+03,1.163003313885708167e+03,1.148551852480299885e+03,1.138433341128250959e+03,1.125558484926186793e+03,1.113950651625060118e+03,1.102239789441189259e+03,1.092465619842101660e+03,1.080986567799694967e+03,1.070041001814329093e+03,1.061547073475926481e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.836660713776306920e+03,1.784643713005927111e+03,1.729249175371711090e+03,1.683321582283869702e+03,1.642316407609788030e+03,1.599957498678201091e+03,1.560977039079578162e+03,1.525892044262392119e+03,1.493787672638314234e+03,1.463783943503687397e+03,1.434395023601940920e+03,1.410078576048244940e+03,1.383788067681777420e+03,1.358884424304390677e+03,1.342232125896814978e+03,1.320206740588638240e+03,1.300966815135500610e+03,1.280240987399359028e+03,1.264737326545666292e+03,1.246065771636318459e+03,1.228351113955638084e+03,1.214191517476449690e+03,1.198078627787288724e+03,1.183624869961937975e+03,1.171489019971026437e+03,1.160675003828898980e+03,1.146244597229515875e+03,1.133773800246231303e+03,1.123269798484898502e+03,1.111563821557740539e+03,1.099835729237018086e+03,1.090080794091333019e+03,1.078567002284915134e+03,1.067563672444061467e+03,1.053679482045002942e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.781195522917780409e+03,1.726345579740481298e+03,1.680827378074957551e+03,1.639822283352969407e+03,1.597532815391178474e+03,1.558333515586152544e+03,1.523509201236608760e+03,1.491489661956642749e+03,1.461605139844782798e+03,1.432090179967325184e+03,1.407845749852559948e+03,1.381592151582919087e+03,1.356715937946447639e+03,1.339986836871278001e+03,1.318096419691932169e+03,1.298838045107443122e+03,1.278145377248564273e+03,1.262693818344956753e+03,1.243992967643851443e+03,1.226240943684705371e+03,1.212123426193178148e+03,1.196030972634211594e+03,1.181591753134157443e+03,1.166938925125009746e+03,1.158682331282665473e+03,1.144213764166902138e+03,1.131736441027755518e+03,1.121244358787143938e+03,1.109424368613906154e+03,1.097762527145583590e+03,1.085775356313201883e+03,1.076456527469134244e+03,1.065449257683788119e+03,1.051458157178229612e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.678473007807092245e+03,1.637209499087654876e+03,1.595185319643036564e+03,1.556064524129631081e+03,1.517276373115819069e+03,1.489214200787237587e+03,1.459438401215769773e+03,1.430029329339145079e+03,1.405731496018085181e+03,1.379417742211184759e+03,1.354579896148933585e+03,1.334667453172675323e+03,1.315958637082099813e+03,1.296745163191779739e+03,1.276089920339887840e+03,1.260562017477774361e+03,1.241925256966232382e+03,1.224265511289066581e+03,1.207428670099083320e+03,1.194024014236882749e+03,1.179596404684199797e+03,1.165022942827039515e+03,1.156755776661161462e+03,1.142294521426547362e+03,1.129833135969062823e+03,1.117024194589216222e+03,1.107469424976380196e+03,1.095800547202749613e+03,1.083831312414867625e+03,1.074470552781170909e+03,1.063474738722420625e+03,1.049558569326935867e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.630819602093322601e+03,1.592687979921066699e+03,1.553787065907804845e+03,1.515066019886086224e+03,1.487099304325248568e+03,1.457265943193692920e+03,1.427900384847321902e+03,1.400163646390215263e+03,1.377318603814939024e+03,1.352527872105070401e+03,1.332697128616073542e+03,1.314001375755574372e+03,1.294803784558375582e+03,1.274183095947582615e+03,1.255783811789773154e+03,1.240070908509031142e+03,1.222367537355298737e+03,1.205607148689688756e+03,1.192203315308290257e+03,1.177761953249223552e+03,1.163148063498925694e+03,1.152418284500964774e+03,1.140432961636900018e+03,1.127982430596157656e+03,1.115201086335282753e+03,1.105491457786672072e+03,1.093909382240023660e+03,1.081938434963182544e+03,1.070433809121920604e+03,1.061515285848230178e+03,1.047742506116123423e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.590597897243103944e+03,1.551605875845269793e+03,1.512930525834090076e+03,1.481212235753134792e+03,1.455181313216196031e+03,1.425930369606309569e+03,1.398234530392655415e+03,1.375399244508252877e+03,1.350616629266170548e+03,1.330741559739481545e+03,1.308892877750882462e+03,1.292896608219890140e+03,1.272271219350827778e+03,1.253915614167442300e+03,1.238195077129958236e+03,1.220564008713723524e+03,1.203767462985713109e+03,1.187753558499196970e+03,1.175982197229251142e+03,1.161303082654068021e+03,1.150647871271860822e+03,1.138563271657280438e+03,1.126176521057187529e+03,1.113376148386429122e+03,1.101457467729295104e+03,1.092049518547111347e+03,1.080080148966324714e+03,1.068624160144770030e+03,1.059787633424193245e+03,1.045932143560799204e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.510697790145341742e+03,1.479286508539358465e+03,1.453269577866955842e+03,1.423956898474063109e+03,1.396310367053607024e+03,1.373474634930425509e+03,1.348725533571385540e+03,1.328835164391108265e+03,1.307030402843345200e+03,1.290966048403053264e+03,1.270402102295637178e+03,1.252024401390676985e+03,1.233553202360985551e+03,1.218713608984253597e+03,1.201943037656463048e+03,1.185961523362899925e+03,1.174178210726891621e+03,1.159177822616788944e+03,1.148968837149318460e+03,1.134484357895749554e+03,1.124476569928882100e+03,1.111722619474683370e+03,1.099982865793013843e+03,1.090306074298929161e+03,1.078386946398738246e+03,1.066924169969616742e+03,1.058109931048498083e+03,1.044257322874146666e+03
