nan,6.527507912500026578e+03,5.405031694009274361e+03,4.842152337329376678e+03,4.583954156280183270e+03,4.455457211123249181e+03,4.372012403653346155e+03,4.297174089964793893e+03,4.235679796401372187e+03,4.180890994272339412e+03
nan,3.444271654460147602e+03,2.466906774234520526e+03,2.018355179548112119e+03,1.754203060946029154e+03,1.579713654674806548e+03,1.458424997247246665e+03,1.371176997734670294e+03,1.319033595171444631e+03,1.262614072389202875e+03
nan,nan,2.398439988983373951e+03,1.919191188039831104e+03,1.637416556216619256e+03,1.464347806014401613e+03,1.341051066140492139e+03,1.255348285119623824e+03,1.191870975148572597e+03,1.130786334034449283e+03
nan,nan,nan,1.896728775274856389e+03,1.610312609356359872e+03,1.438679295705594541e+03,1.309482253609611689e+03,1.216594067100652637e+03,1.136789645794355692e+03,1.083543650322332951e+03
nan,nan,nan,nan,1.598103471313626187e+03,1.427229178695457676e+03,1.294146003788025837e+03,1.202031258390753919e+03,1.126031518518076837e+03,1.062842293126316463e+03
nan,nan,nan,nan,nan,1.413935840338988100e+03,1.286558452847618128e+03,1.190903159341904484e+03,1.115689407379920112e+03,1.054125369617961042e+03
nan,nan,nan,nan,nan,nan,1.276184518198641854e+03,1.185229066860571493e+03,1.106896666192796829e+03,1.044838298085431006e+03
nan,nan,nan,nan,nan,nan,nan,nan,1.100464355214447323e+03,1.037137478890320381e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.033087010761576494e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
