1.129195187344407891e+01,9.339835829716557569e+00,nan,7.450870385206931346e+00,6.888613207412484840e+00,6.510406128621485600e+00,6.182718663578767426e+00,5.930449853787899350e+00,5.680736067055566885e+00,5.548025438020397715e+00,5.403853814941529166e+00,5.278811259965435987e+00,5.220925691517666500e+00,5.087081331296586129e+00,5.052751776197172973e+00,4.997261027978997738e+00,5.027492746794622214e+00,4.982186031241019997e+00,4.955107656514242009e+00,4.928525639172079309e+00,4.897909926536274661e+00,4.886020375697767371e+00,4.779632876066066238e+00,4.836822678635836148e+00,4.811699260258581745e+00,4.796533187997040315e+00,4.775840555949294242e+00,4.756173506204246060e+00,4.667954665839075368e+00,4.643789865952953733e+00
nan,nan,5.316963950177016507e+00,nan,nan,nan,nan,3.264181816057815766e+00,3.075325194726663991e+00,2.946141914406680051e+00,2.822668051701691105e+00,2.706405725056092226e+00,2.637326522227970482e+00,2.556431804169811528e+00,2.460129558515151249e+00,2.396855326404033537e+00,2.346844005580948078e+00,2.310080269479863890e+00,2.266285895541159334e+00,2.219949076193656445e+00,2.200732235702583139e+00,2.172229150010851928e+00,2.162462020286850528e+00,2.157701892475806460e+00,2.138485737860716274e+00,2.128179323798365719e+00,2.108744670513678976e+00,2.083560240915587780e+00,2.092250606962115622e+00,2.079839513297093490e+00
8.136747097920958183e+00,6.154211306276408777e+00,4.991009801174213223e+00,4.222750990790157921e+00,3.717716606901446230e+00,3.285149511355550889e+00,3.048260745154843132e+00,2.855521368846170471e+00,2.671143082897891041e+00,2.485054768432771954e+00,2.367308358730984885e+00,2.274702597567956452e+00,2.184150676170014460e+00,2.109182697995395372e+00,2.043786517938934733e+00,1.990411561609484847e+00,1.947190181481032178e+00,1.901280285046745622e+00,1.859636280158310617e+00,1.817136722485618749e+00,1.785378604205553499e+00,1.749763656518771748e+00,1.731060244148202365e+00,1.711554065580514816e+00,1.698788445119023605e+00,1.684944434318954576e+00,1.666898575356154932e+00,1.653236633358190932e+00,1.631693201628964474e+00,1.614621539125166594e+00
nan,nan,4.872158107478841593e+00,4.111718972017605722e+00,3.612962706830236570e+00,3.226570984010296517e+00,2.948566242693619444e+00,2.709852528688762696e+00,2.500275088992976347e+00,2.348925697361275766e+00,2.238323596860131826e+00,2.139050959242741357e+00,nan,1.955311987093391268e+00,1.886157083429170100e+00,1.835329503759795422e+00,1.791659826777916464e+00,1.748074080260390017e+00,1.702351914363936514e+00,1.666968532342887332e+00,1.629892555443938962e+00,1.601035485624576760e+00,1.579352204483723154e+00,1.548765873537870652e+00,1.536162300539052561e+00,1.521939774107523569e+00,1.505777793755935123e+00,1.488638243311730891e+00,1.473027553100677789e+00,1.451186696078472282e+00
nan,nan,4.802039439075485028e+00,4.053063625425820327e+00,3.565121254419085783e+00,3.173865865592532476e+00,2.894668469582990511e+00,2.657498892726388728e+00,2.473889554098421595e+00,2.313777265341543821e+00,2.199114084710311889e+00,2.078692138959144398e+00,1.960691726134026425e+00,1.889988645664816280e+00,1.826745465092630250e+00,1.773688363390137246e+00,1.726410052159382813e+00,1.666967713971866161e+00,1.616428046246228822e+00,1.583502046402911478e+00,1.547134845950994819e+00,1.527866361300270981e+00,1.492792406410410111e+00,1.467679806830244793e+00,1.442051939904872571e+00,1.432410800560155018e+00,1.417182375084044210e+00,1.401267446270943795e+00,1.383269755668850687e+00,1.363302897363915633e+00
nan,nan,nan,4.020011877679867673e+00,3.507036713385317750e+00,3.139772185036756369e+00,2.864470110494385047e+00,2.626318853469717496e+00,2.440494951126520373e+00,2.303195937226131473e+00,2.166417326355298378e+00,2.047818831399540240e+00,1.962781452350545353e+00,1.886906542937208053e+00,1.817910277960000487e+00,1.749480933004692762e+00,1.686349976934536921e+00,1.635886532813730643e+00,1.593140782529298694e+00,1.566298064692249747e+00,1.519052079141840039e+00,1.500615380749778849e+00,1.455677829226136977e+00,nan,1.410912142219521659e+00,1.385436039168168376e+00,1.368862765443115803e+00,1.357203447313240607e+00,1.343341041887215148e+00,1.327227351808393685e+00
nan,nan,nan,nan,3.492068373422763994e+00,3.119719904528676757e+00,2.827315515211832331e+00,2.602213621664231091e+00,2.414642629848305688e+00,2.266345781542506987e+00,2.167572813782253860e+00,2.049556161829872547e+00,1.944614267033948130e+00,1.863433920626215823e+00,1.795922308935178791e+00,1.733108234858289354e+00,1.688847080242396714e+00,1.631576276939546100e+00,1.563907068599721173e+00,1.525048509169206090e+00,1.491053725864071478e+00,nan,1.436492815064253969e+00,1.408551826733676071e+00,1.384966964048978122e+00,1.346680877506259755e+00,1.337615968530226240e+00,1.318248611605271403e+00,1.297149465052390482e+00,1.288549134966096243e+00
nan,nan,nan,nan,nan,3.102361840486088429e+00,2.811056381464123621e+00,2.587222380306319458e+00,2.399768746486346416e+00,2.247260685383528855e+00,2.123652065890707430e+00,2.034111379455021851e+00,1.923799908849460172e+00,1.849939828564906019e+00,1.775313831978390322e+00,1.719086597117599258e+00,1.670760568020462244e+00,1.614767333651849102e+00,1.548716886448806118e+00,1.509618186951566798e+00,1.471512219173369607e+00,1.444065146300105074e+00,1.409149660508101753e+00,1.382272101256887487e+00,1.355107861288177284e+00,1.318276033734588903e+00,1.310579501295914717e+00,1.298228876538804810e+00,1.283768959576883972e+00,1.259634289131911000e+00
nan,nan,nan,nan,nan,nan,2.799087688669388729e+00,2.577470673298237980e+00,2.391562432789192449e+00,2.235001436334127067e+00,2.112134736351806374e+00,2.022870304200082625e+00,1.913363026217900664e+00,1.839487803955399015e+00,1.765018757055874410e+00,1.708716973900137548e+00,1.655366106251512592e+00,1.604128586807275436e+00,1.532833743903291968e+00,1.495468513087728768e+00,1.454452035638082341e+00,1.431187509250836154e+00,1.401626743625285387e+00,1.369017424757416057e+00,1.342033008017779583e+00,1.305148347499016204e+00,1.292018412931294380e+00,1.281408572398224477e+00,1.258033538535608731e+00,1.243014212856599521e+00
nan,nan,nan,nan,nan,nan,nan,2.550411031317679988e+00,2.375323200535070178e+00,2.225639689524204989e+00,2.103794710840131366e+00,1.996150410182397916e+00,1.904140502500091481e+00,1.830552557305612282e+00,1.756804441227846736e+00,1.700542383350490239e+00,1.646181721163791689e+00,1.595935835184910001e+00,1.525560796872982516e+00,1.492575064691576747e+00,1.451590986902715930e+00,1.422766448197655409e+00,1.385420032249128131e+00,1.357923920991590760e+00,1.327032679732878862e+00,1.295472670424484329e+00,1.286261156723718546e+00,1.271378028521247261e+00,1.245524795277823671e+00,1.222741766120279960e+00
