nan,3.030034672532029916e+01,3.109150838203267142e+01,3.159881963152288620e+01,3.196536543032523525e+01,3.234963940958749617e+01,3.272839445583748841e+01,3.287698580822230099e+01,3.290899412733742224e+01,3.317625613825926223e+01
nan,5.918634669989486063e+00,5.112702640325998082e+00,4.915212787040712072e+00,4.773059041570328453e+00,4.716048838463143156e+00,4.665639350530367047e+00,4.669730016613156565e+00,4.635075252639008880e+00,4.661319590940413704e+00
nan,nan,4.816204227518495529e+00,4.310037517286680497e+00,3.946405600795779289e+00,3.800774774051230320e+00,3.756069997662771609e+00,3.733774959332943233e+00,3.691934101588564943e+00,3.622647135046974665e+00
nan,nan,nan,4.223196660941988867e+00,3.857928069443537389e+00,3.707519239416113610e+00,3.532202404310962329e+00,3.433805661795371389e+00,3.302904909537294209e+00,3.305989279995679819e+00
nan,nan,nan,nan,3.812363633231034221e+00,3.661264129885320795e+00,3.486392644819344078e+00,3.387025079301016817e+00,3.256697384754860813e+00,3.206430389165146000e+00
nan,nan,nan,nan,nan,3.633252260547914503e+00,3.458440478205964119e+00,3.359214355834439836e+00,3.230068973186130066e+00,3.175299481194949536e+00
nan,nan,nan,nan,nan,nan,3.440416507263909018e+00,3.340562995767206722e+00,3.212303080462810101e+00,3.154977993437267259e+00
nan,nan,nan,nan,nan,nan,nan,nan,3.214349772646673653e+00,3.141223298510867679e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,3.162322718394978693e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
