,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,2.603448431318506,2.528603168547575,2.4612205406514347,2.3986646108311724,2.340481854234159,2.287481494197866,2.239494902671251,2.1949645989917927,2.1533606675988755,2.1144324982552614,2.0783966222036696,2.0446483363577355,2.0131831783320577,1.9832334682441692,1.9556214155420617,1.9763118855854611,1.9516692318761795,1.9280563434538718,1.905959209642089,1.8848200820511918,1.8648077523694098,1.8455224168910631,1.8274163490067563,1.809916228269606,1.7933274414272755,1.7772334473383173,1.762009452133739,1.7472238236513649,1.7332817948491532,1.7197583974310091,1.706578048537485,1.694082043035766,1.6818855414245568,1.6702358021571566,1.6588645744227848,1.6480367771686582,1.6373752971786155,1.627208986054562,1.6173215877141107,1.60778169682225,1.5983901859351828,1.589425204568665,1.5805782406534197,1.5722449718590594,1.5638897981751128,1.5559098075703024,1.5479504440661809,1.5404019562482398,1.5329238241457155,1.525840729301189
1,2.514784564615233,2.44043407100877,2.3750343224323776,2.314912271225911,2.260628951250335,2.2081560314273263,2.1606874374521965,2.1171015155902793,2.075838689455696,2.0378880681167266,2.0022747541065162,1.9689095614958312,1.9379856483991222,1.9086421372471478,1.8812196018372283,1.8981546733632122,1.8736715819761671,1.8508136451675685,1.8289630909802423,1.808081795213823,1.788525801756825,1.7696514102064496,1.7517119253300912,1.7347018759897954,1.7181971113784278,1.7026071567993664,1.6875278373600382,1.6730742565736927,1.6594002238169834,1.645926730574403,1.6332520187881596,1.620888551135635,1.6088781629079938,1.597578421226566,1.5864323196739385,1.5756521107256491,1.5654436049541975,1.555351493572607,1.5458371658037995,1.5364039996216514,1.5272303257838415,1.5184762999920405,1.509841645788447,1.5014664353877227,1.4935329321168198,1.4856008391921192,1.4779794317775372,1.4704710672054986,1.4631784027222956,1.4562243226280267
2,2.4394176414720805,2.3662052708821837,2.3014944189341504,2.2423567367689397,2.1887701260276082,2.1393816599773,2.0945210633193194,2.051146667081523,2.0105550714479286,1.9731716370759393,1.9379596756307098,1.905094388398632,1.8744903926815506,1.8458709912471096,1.8186995507441948,1.8319432594145233,1.807980042168467,1.785632080866301,1.764032976431904,1.7434770648041833,1.7240184736588708,1.7057782393875387,1.688071911303296,1.6711077720549323,1.6551481178416163,1.6395760526708982,1.6248293074092612,1.6105719167141055,1.5971346153699488,1.5839722099448437,1.5713336806034899,1.5591198844098875,1.5476713289665411,1.536342497050435,1.525441417567771,1.5148676571253255,1.5048444006943094,1.4949531488526726,1.485478071931472,1.476192641395511,1.4673729590170175,1.4586841016297518,1.450237119837438,1.4421746569791851,1.4342738894849167,1.4265273483370369,1.41893061516886,1.4117293245794096,1.4045911194863907,1.3976306016743658
3,2.3754330490165745,2.302686521533273,2.2381688167949214,2.1799741657781726,2.1269382911718937,2.0783023679545183,2.0349366768083472,1.993665454786559,1.9547715534160173,1.9174272758567907,1.8828002363174219,1.8503863688617845,1.820323197715387,1.7918168774314394,1.7650507608810704,1.7398852464804222,1.7518918967297847,1.7294387903715494,1.7084547281002824,1.6882983854809839,1.6691965641433248,1.6509271488505641,1.6334092348620781,1.616721620430634,1.601058045012676,1.5858667102615123,1.5712659937981976,1.557213071626654,1.5437664896962804,1.530821591566489,1.5185798825563102,1.5066777899877866,1.4951596339100899,1.4840214907524378,1.4732987169951437,1.4628668693893196,1.453139655028266,1.4434212749812394,1.4340464010756162,1.4249365410167387,1.416134631849738,1.4075743856497298,1.3994340737827955,1.3914406007556381,1.3836041633412084,1.3760102293170942,1.3685568541780053,1.3613489775065573,1.354489775857164,1.347731403822504
4,2.319091192345028,2.2472383521421286,2.183325801715831,2.125488207791532,2.0732165733824166,2.02564103380154,1.982243603654341,1.9415021897733242,1.9046461023904517,1.8693630930687941,1.8350599758942534,1.8029630678121864,1.7729471872264668,1.7449520401558072,1.718469112127637,1.6935394871580347,1.7030055555804728,1.6811722266099627,1.6603220361135975,1.6403841892982627,1.6214808644922918,1.6034057527229248,1.5862158554632064,1.5699413856588322,1.554180257612548,1.5391125326086552,1.5247514755455853,1.510898041042737,1.4976437918118266,1.485192573856842,1.4729278969538577,1.4611252099004004,1.449745156658143,1.4387700885112582,1.4282089416644945,1.4180502943013273,1.4081987641808178,1.3986412676886522,1.3894046323260643,1.380414979935985,1.3717457430907276,1.3635907240584368,1.35543651444255,1.347532887256264,1.3398423783030813,1.3323563087578894,1.3250269248360824,1.317946970585243,1.3111375056903138,1.3044339153554854
5,2.2703481465270636,2.1987586681261146,2.1356303952206974,2.0782855655410386,2.026271292068967,1.9787257030989678,1.9359454406903387,1.895714848567488,1.8591363907545102,1.8245236628594332,1.7924519965920993,1.761401762986976,1.7318059370658523,1.703961703272201,1.6777220953458747,1.6531979149938152,1.6604946578878477,1.6386630106943894,1.6179720020485686,1.5982258834701026,1.5795510369306902,1.5618201630105635,1.5448596116342082,1.5286236786140035,1.5131398656185324,1.4983017617765595,1.4842087387600806,1.4705462745464042,1.4574691058734546,1.4448967296342612,1.4328099446194402,1.4211403074889186,1.4100104091066301,1.3991797194258413,1.3887323071658306,1.3786577443512629,1.3689304262182256,1.3595048412761344,1.3503975316360806,1.3416473004971898,1.3331211000802654,1.3248607881059413,1.3168319214282536,1.3089929524230766,1.3014078292472624,1.2940361821725406,1.2868912814087397,1.2799494024627422,1.2731835986273192,1.2665900528280714
6,2.2272505447552353,2.1561872062614107,2.093166378628548,2.03653076339862,1.9848722783865356,1.9377349909428156,1.8950969907651631,1.8552334036000633,1.818252371916555,1.784625370448486,1.7528184309851509,1.7230048976374082,1.6952566303396217,1.6676408120696944,1.6417926421791231,1.617367232538296,1.5942372619675342,1.6011166765840554,1.580727543302115,1.5612738317170227,1.5427733904544858,1.5251320361315697,1.5083410764222556,1.4924347089257612,1.4771338046066285,1.4624493328155737,1.4482163964112416,1.4347670805123898,1.421822647256737,1.4093713853643612,1.3975315557690031,1.3860169884939502,1.3749460653280101,1.36424373278544,1.3539510513929591,1.3439861370524318,1.3344380169720407,1.325149525696085,1.3161476455625296,1.307465235391295,1.2990288331034126,1.2908498808276274,1.2829284553687905,1.2752977797333767,1.2676692779426486,1.2604004900137045,1.2532812232424684,1.2463840524489953,1.239724436183106,1.233217896429114
7,2.188653428617746,2.1181373511823756,2.0555708595548188,1.9990163473302713,1.9477402504707655,1.9006877383248098,1.8584280739472563,1.8188884630716398,1.7824121184384945,1.749277298176777,1.717789771413194,1.6883029905335283,1.660757005379193,1.6348084754551635,1.6094725609057285,1.5854144704545625,1.5625704467588966,1.5677164511581034,1.5474104403633195,1.5281080448142126,1.5099261757156448,1.4925293083886335,1.4759025286663683,1.459853644355905,1.4447025891020568,1.4301546732871904,1.4163799911946056,1.403061468360427,1.390275336928889,1.3779589916038342,1.366162376267317,1.3548124395843448,1.3436872199869292,1.333196308338418,1.3230197049353378,1.3131695312641014,1.3036629221551157,1.2944480165491288,1.2855623646231256,1.276932128665584,1.2686783188737907,1.2604300970699505,1.2526000750399913,1.245023134025811,1.237640672821354,1.230462591825979,1.2234390286390833,1.2166547628185493,1.2101306806335677,1.2069426721974363
8,2.153252825811263,2.0838383201480886,2.0217422951598136,1.965533968788406,1.9145180975064093,1.8676027611513544,1.8258422560809102,1.7865749121119574,1.7503799230827963,1.7173041296846587,1.6860196097651767,1.6566883076714067,1.629425157058581,1.6037683604036483,1.579700217387455,1.5568114442939,1.5341356741319054,1.537689450477288,1.5175956024236101,1.4984779853194994,1.4803388258843644,1.463066987128972,1.4466112459204332,1.4308344954764305,1.4158405292772156,1.4014555886887843,1.387702899072946,1.3745083326286578,1.3618692230282017,1.3497719004760047,1.3378857850393748,1.3266871859050429,1.3158363986577342,1.3053922292560396,1.2953172453591393,1.2855666535517318,1.2759888390579859,1.2669832381462132,1.258167677730495,1.2496342037336778,1.2413870055805352,1.2333945473041743,1.2254885121877648,1.217974499610057,1.2107433171759885,1.2036479123676518,1.1967077016998953,1.1900248492561871,1.1869797311372317,1.184192078374927
9,2.122112704378012,2.0521753941412646,1.9909928023333172,1.9352711643057359,1.8845457602004934,1.8378622165675316,1.7961907554842438,1.7572162930759243,1.721370981138226,1.6879823230976303,1.6571717239060717,1.6282177996347964,1.601154443412467,1.5758910156248367,1.5520346457617014,1.5292570444429048,1.5079901895777,1.4871105591911962,1.4906736214937715,1.4719170656574632,1.4536925268118117,1.4365975149278114,1.4202450246759784,1.4046672166736374,1.3898414991374968,1.3753601440081276,1.3618854512913487,1.3487980667165358,1.3362601663961837,1.3240227215556768,1.3124628149510178,1.3012939756041713,1.2905901705226592,1.2803005300421582,1.2701396821353166,1.2605106594019735,1.2512438220143864,1.2422444505948032,1.233535199005592,1.2249267239710415,1.216824608982111,1.2089063775795716,1.2012287892915607,1.1937821480911486,1.186401555977129,1.1793694876084975,1.1724854101834907,1.1692992620979343,1.1666048345988067,1.1637736886860317
