7.879437126077059474e+03,6.470284955416897901e+03,5.802381076083795051e+03,5.330911998356149525e+03,5.036683276085396756e+03,4.791693315881717353e+03,4.752873496778848676e+03,4.673968506567378427e+03,4.614977984110681973e+03,4.563837248974611612e+03,4.545102442672429788e+03,4.505198280361030811e+03,nan,4.462742370022745490e+03,nan
4.917442315521146156e+03,3.539997421343046881e+03,2.862138788401287911e+03,2.465802988339557942e+03,2.205318883344549704e+03,2.026444218762712808e+03,1.882895536669164130e+03,1.775453457394972702e+03,1.694490953416152024e+03,1.619643479098277339e+03,1.557823655263397768e+03,1.522000697691874620e+03,1.496982043070923055e+03,1.470520612346181224e+03,1.433375251496050168e+03
nan,3.397626465674320571e+03,2.689881575097097539e+03,2.295625933567483116e+03,2.024340106973677621e+03,1.852105471942486020e+03,1.709567928104622297e+03,1.612277878308914751e+03,1.525528779919292901e+03,1.441432609112462160e+03,1.387780901136400644e+03,1.334226292495536200e+03,1.295600502551450290e+03,1.273075152532307129e+03,1.236850030683381647e+03
nan,nan,2.662096782120332136e+03,2.261070743378175848e+03,1.984315844412766182e+03,1.795129535053767313e+03,1.644066117201418365e+03,1.538098654539581730e+03,1.449811395392274108e+03,1.376358058775214658e+03,1.325907278653396361e+03,1.275691660114950537e+03,1.231502149687928977e+03,1.198524563775448541e+03,1.162779463100146586e+03
nan,nan,nan,2.244167823380628306e+03,1.975634400062844861e+03,1.778207546750428037e+03,1.627806119959180023e+03,1.521732401092052896e+03,1.426382176039586966e+03,1.348641481088993487e+03,1.289199663096565928e+03,1.238551024709261810e+03,1.192297620593458532e+03,1.164905717956763738e+03,1.127925904304752976e+03
nan,nan,nan,nan,1.963829115003742118e+03,1.767027802880523950e+03,1.617200112758466048e+03,1.511329843448783777e+03,1.416299627772033318e+03,1.338744610984812880e+03,1.279141059009170476e+03,1.222748587130797432e+03,1.172081779163006559e+03,1.139271906365415589e+03,1.100342455249395243e+03
nan,nan,nan,nan,nan,1.751805617033635826e+03,1.603311588288072244e+03,1.498166493205644201e+03,1.404091073408588045e+03,1.327213369555591271e+03,1.267940366264564091e+03,1.212061469448694424e+03,1.161829539224128894e+03,1.127243825657279331e+03,1.088456762781414227e+03
nan,nan,nan,nan,nan,nan,1.597053076264662423e+03,1.492114609884891252e+03,1.398294515052504039e+03,1.321588223854447278e+03,1.262459141466244773e+03,1.206827639311974963e+03,1.156690862098629850e+03,1.120704961039304635e+03,1.081927625656124064e+03
nan,nan,nan,nan,nan,nan,nan,nan,1.388609879970691509e+03,1.312435083884443429e+03,1.253789736339029332e+03,1.198553476184308010e+03,1.149462403997830279e+03,1.111957894766694380e+03,1.073568273158407010e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.308455237843149007e+03,1.249800484429979178e+03,1.194733546358723288e+03,1.145874358021386342e+03,1.107681949376918510e+03,1.069166105258005473e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.246287162410448673e+03,1.191326743775970499e+03,1.139079295476011339e+03,1.101062365773879719e+03,1.062768739315179346e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.135548267054955204e+03,1.098204853715919853e+03,1.060007487927524835e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.093170096468453494e+03,1.055191447761884547e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
