7.386139826696825367e+03,7.182403524152934551e+03,6.759500474602813483e+03,6.509125097494138572e+03,6.218312986377390189e+03,5.981468184385706991e+03,5.725480105413742422e+03,5.638612130768609859e+03,5.449312064898009339e+03,nan,5.250421330028152624e+03,5.139422316414547822e+03,5.062892709953259327e+03,4.985771402006502285e+03,4.917650111457391176e+03,4.856922197594797581e+03,4.801367783556839640e+03,4.749072604552691701e+03,4.704750710225925104e+03,4.660116061399305181e+03,4.618515855022278629e+03,4.580099584082574438e+03,4.546823644757905640e+03,nan,4.524130584918200839e+03,4.463910881301742847e+03,4.435686635879846108e+03,4.414243885075506114e+03,4.408036774281878934e+03,4.386576726337259970e+03,4.363559251079864225e+03,4.341164050601923009e+03,4.318026344222134867e+03,4.297349377233936139e+03,4.260235610755464222e+03,4.242733780156224384e+03,nan,nan,4.242096714512067592e+03,4.201667314452017308e+03
5.091499852395553717e+03,4.709610905763065603e+03,4.280827637913388571e+03,3.978950475847856069e+03,3.744689437948300110e+03,3.555119159544166450e+03,3.393836275937849223e+03,3.258024168296196422e+03,3.147795464687429558e+03,3.046673960249745960e+03,2.957607336445914370e+03,2.874932280847418042e+03,2.803922111084201788e+03,2.783224760422021063e+03,2.728579522484203608e+03,2.675193940576954446e+03,2.625677858567008116e+03,2.581207742708608748e+03,2.541759581936560608e+03,2.504791829383429558e+03,2.474470976027232609e+03,2.414555911030186508e+03,2.388891507359942352e+03,2.348352893455286903e+03,2.324312899756427669e+03,2.342829479705304948e+03,2.281070843948573838e+03,2.261276601780010878e+03,2.241834908218872897e+03,2.223457460570352396e+03,2.191534475294894946e+03,2.178209152579649981e+03,2.180462688289306243e+03,2.165898171947587343e+03,2.152195925902044564e+03,2.121815039592399444e+03,2.109440307308239426e+03,2.100039166816477973e+03,2.090471602263298792e+03,2.079854042092417330e+03
4.620974521732860012e+03,4.141221343228901787e+03,3.836835223874993062e+03,3.595541366043898506e+03,3.340917993236669645e+03,3.155937260866699035e+03,2.983825228413558307e+03,2.796925143603698416e+03,2.685745760065402465e+03,2.591233937805723144e+03,2.537261778976332607e+03,2.436875421258978804e+03,2.366700171097543262e+03,2.299516033684945342e+03,2.244021220962723419e+03,2.196602441993486991e+03,2.156697632132967556e+03,2.115851241795295209e+03,2.079293867463102288e+03,2.070596175800241781e+03,2.036484166086151390e+03,2.007255942063642351e+03,1.984443885269527073e+03,1.958421556387345845e+03,1.935162839449382318e+03,1.913114594892769674e+03,1.892443851615182894e+03,1.873878938723170450e+03,1.858412080851649534e+03,1.826726716317139790e+03,1.811769666887833182e+03,1.796702596515837286e+03,1.782231201084640134e+03,1.744513531237869529e+03,1.734180676370611081e+03,1.721995075548996965e+03,1.710421285198224268e+03,1.699417291748621665e+03,1.689945848948931825e+03,1.672720143141507606e+03
4.638478063281491814e+03,4.123527316679867909e+03,3.556996673879598347e+03,3.253901000155288784e+03,3.125208395829441997e+03,2.910449638513719947e+03,2.787306109409531018e+03,2.625846187826693040e+03,2.544286786802984352e+03,2.448141057030799857e+03,2.354851559365889443e+03,2.286324393057797352e+03,2.219379064664243288e+03,2.159906357329532511e+03,2.105858837216060692e+03,2.058431353373109687e+03,2.014183612186500341e+03,1.938821771404278252e+03,1.906538450715964473e+03,1.872960697904996096e+03,1.843059107583379500e+03,1.804377139629643125e+03,1.778825507557885430e+03,1.758490992518780104e+03,1.751095352985590125e+03,1.729339986269378642e+03,1.708315459159640795e+03,1.692186824238489407e+03,1.661952310424391044e+03,1.620781310290743704e+03,1.608414910529774488e+03,1.593999443332918418e+03,1.580390259310419879e+03,1.567314230155608584e+03,1.555095514419147548e+03,1.543483234693622535e+03,1.532481292091505566e+03,1.524294027438034846e+03,1.515296646411557958e+03,1.505828608417544046e+03
4.437120323822513456e+03,3.945423707821787048e+03,3.563212589626884437e+03,3.265806517968251228e+03,3.017623370468536905e+03,2.824607559007217333e+03,2.629877522941977077e+03,2.521502352711026560e+03,2.418280395912793665e+03,2.335804604209118224e+03,2.247377619610941110e+03,2.163094259790809701e+03,2.111807291316326427e+03,2.059614397345133511e+03,2.004444398332967694e+03,1.953265543569204056e+03,1.910113750607760721e+03,1.870095125780220314e+03,1.833407379438855742e+03,1.799697730914319891e+03,1.773469997998289045e+03,1.720146243933903861e+03,1.693210975811735807e+03,1.668131369701238100e+03,1.644750281131848851e+03,1.622938760780670691e+03,1.607183780474479818e+03,1.612828785206401108e+03,1.594559654434943468e+03,1.578633251819081806e+03,1.565319673841394206e+03,1.551396142738296021e+03,1.477922930941449295e+03,1.467509277465834657e+03,1.455564242443988178e+03,1.444287011555471281e+03,1.434091664920655148e+03,1.423904717177709472e+03,1.415230101307723544e+03,1.405937336770709408e+03
4.321825809442317222e+03,3.870593752069272796e+03,3.504720826559057514e+03,3.210578701151081987e+03,2.975868881464477454e+03,2.785947116298402307e+03,2.617808394131507157e+03,2.448257478029131562e+03,2.336140331399610204e+03,nan,2.169784986467293038e+03,2.102133042038414260e+03,2.037323556324146693e+03,1.974689147740642738e+03,1.919872920506295941e+03,1.875691598663297100e+03,1.844911100017834542e+03,1.807190265227919099e+03,1.770083594730029972e+03,1.734738518124130223e+03,1.705677985584244425e+03,1.651770708510729946e+03,1.627394172922309053e+03,1.602722744057781711e+03,1.579766031313931308e+03,1.558285144231431104e+03,1.538331352436361158e+03,1.538033316832987566e+03,1.501523699403037654e+03,1.487703518583503410e+03,1.498063497051423383e+03,1.483760131615542605e+03,1.470543039852757374e+03,1.456658376089807689e+03,1.444826974637890999e+03,1.433420938429100488e+03,1.424927492899747449e+03,1.414642723765816299e+03,1.405832296601762664e+03,1.396577581298796758e+03
4.281919757830663912e+03,3.782795372383773611e+03,3.411970481766697503e+03,3.131807444067121651e+03,2.898076458029040168e+03,2.709495020319355717e+03,2.590242387874488941e+03,2.455972399300235793e+03,2.336601186842142397e+03,2.202781190507088013e+03,2.119434592907367460e+03,2.040130494333672232e+03,1.971761932327475961e+03,1.923908072772316018e+03,1.877469938779953964e+03,1.829727547844327091e+03,1.784230201691027787e+03,1.750842633802785940e+03,1.707769524853111307e+03,1.681409912765035870e+03,1.649615894939869349e+03,1.608939854499413286e+03,1.581254457329236402e+03,1.552456125546031899e+03,1.530292518463503029e+03,1.512170877910089075e+03,1.492322479136321817e+03,1.473213099733922263e+03,1.455744677649506912e+03,1.439379091039145351e+03,1.424822844681779770e+03,1.410506403154118289e+03,1.424146359020482805e+03,1.411275521987117145e+03,1.399596226333525465e+03,1.388468026231412523e+03,1.377832142209031190e+03,1.367768326438895201e+03,1.359247618332688035e+03,1.350178624558660431e+03
nan,3.753552645907858277e+03,3.380726578889332814e+03,3.096388683289697838e+03,2.874251576950176059e+03,2.686317796068001826e+03,2.528282715817025291e+03,2.395218207394074852e+03,2.281689527880486821e+03,2.184874340943615607e+03,2.098710045771759724e+03,2.021357170929412860e+03,1.957127828392435958e+03,1.889054243995620482e+03,1.831237691552095839e+03,1.782299062750599887e+03,1.753227294260267627e+03,1.714939746986370437e+03,1.673665611782203086e+03,1.646608436001566815e+03,1.619292765459454586e+03,1.564587644254205088e+03,1.538309654359113665e+03,1.533126862148365262e+03,1.489385645034143408e+03,1.475028507820360801e+03,1.441238120806953248e+03,1.424923239569345697e+03,1.404335491760997911e+03,1.388538813225314016e+03,1.374410932280903580e+03,1.359973728157399364e+03,1.365354361296208481e+03,1.358699560265231639e+03,1.347649878380593918e+03,1.336700845817055324e+03,1.328514267287481516e+03,1.318553834894749116e+03,1.310207938705612833e+03,1.301299813157146673e+03
nan,nan,3.359258209253905989e+03,3.072998381950850671e+03,2.842522039670251161e+03,2.658308993320047193e+03,2.510073266606669677e+03,2.377487959616824810e+03,2.264236285380894969e+03,2.167629986303839814e+03,2.082259485639761806e+03,2.006754921541018348e+03,1.940052911441201786e+03,1.887508263257043154e+03,1.836561072264191125e+03,1.787592994326121016e+03,1.741713908177109488e+03,1.697072082019531990e+03,1.656015495512739108e+03,1.619229849951397455e+03,1.583907136485172941e+03,1.527654006734454242e+03,1.510495290235263838e+03,1.489264420621305362e+03,1.466232982082503668e+03,1.444791191227193394e+03,1.424357106038494749e+03,1.406153557933688035e+03,1.394136337094778582e+03,1.394473244841979067e+03,1.361063066121334259e+03,1.341869050343262870e+03,1.322851351588861689e+03,1.310403198580500657e+03,1.323689361139078528e+03,1.313247345037945479e+03,1.302967429683526007e+03,1.293076646850009183e+03,1.284805557373124429e+03,1.276103189898727351e+03
nan,nan,nan,3.053514258403272834e+03,2.826192711474215230e+03,2.640479225727106950e+03,2.476715447952517025e+03,2.361143767986970033e+03,2.248057573573303216e+03,2.151923404763748294e+03,2.066614895692083792e+03,1.991301710449763732e+03,1.924914571360833861e+03,1.856405293773093035e+03,1.845530500237329761e+03,1.793073508487648269e+03,1.749110238351216140e+03,1.707417940846067722e+03,1.666567507137000575e+03,1.631068426241915631e+03,1.571149404939007809e+03,1.538928744319173802e+03,1.515304488112410809e+03,1.485118888883403997e+03,1.447399440555908313e+03,1.423963517724018857e+03,1.408022106734819090e+03,1.404124568259182070e+03,1.367043512014271300e+03,1.350119586998488785e+03,1.333907429879940082e+03,1.319517990801688029e+03,1.311541768087059381e+03,1.295598776556002349e+03,1.302239491382078768e+03,1.292270655939903236e+03,1.285610189182598106e+03,1.275614498107501504e+03,1.267412278569872115e+03,1.258655064914720924e+03
