2.993380806285821194e+01,3.264340866957713416e+01,3.377498881144810383e+01,3.443112708099941699e+01,nan,3.559307654524808129e+01,3.596485192170602119e+01,3.620417108110712689e+01,3.649704518400718456e+01,3.660858503824572097e+01,3.660277828464866445e+01,3.691717132645378285e+01
nan,6.089981168756027685e+00,4.594993365408859276e+00,4.497583971933840630e+00,4.439987657340204841e+00,4.278806158414683480e+00,4.338056702773601003e+00,4.469772167152298081e+00,4.532682675157937879e+00,4.604570276120941053e+00,4.630702669345947875e+00,4.633085850411933215e+00
nan,5.357423821961509347e+00,4.268817711368707357e+00,3.734375977030754967e+00,3.399169258742237076e+00,3.219382382782707275e+00,3.225475753587972338e+00,3.288062121787525882e+00,3.347068740621598870e+00,nan,3.305957859395745491e+00,3.367210874251083563e+00
nan,nan,4.165839945519623555e+00,3.620951294001560683e+00,3.353714273112553101e+00,3.062023948621245495e+00,2.990590332162446074e+00,2.881927945945149006e+00,2.905916309062198444e+00,2.934885511157446558e+00,2.945106375774559027e+00,2.973655159671247716e+00
nan,nan,nan,3.600849341301791018e+00,3.309390683151840484e+00,3.019355431527773082e+00,2.945560214291621737e+00,2.830942410185357083e+00,2.788902605079842445e+00,2.786916640253016109e+00,2.709487137837476745e+00,2.760822886938960163e+00
nan,nan,nan,nan,3.283256912795577520e+00,2.993006844710101255e+00,2.917690722717561691e+00,2.800923220305770567e+00,2.758004991900477876e+00,2.755958183317660293e+00,2.684475288954431882e+00,2.680819823101125543e+00
nan,nan,nan,nan,nan,2.975208283780282237e+00,2.898675556156641520e+00,2.779349919832739602e+00,2.741141495062150657e+00,2.739168767155563344e+00,2.664614301522032491e+00,2.663931011981706121e+00
nan,nan,nan,nan,nan,nan,2.885258687420120260e+00,2.765239846604648832e+00,2.725702943778443910e+00,2.723814793418154689e+00,2.654923564376924894e+00,2.648931579912865431e+00
nan,nan,nan,nan,nan,nan,nan,2.753543846093668535e+00,2.718483452259370825e+00,2.712027279811529468e+00,2.643881550019103521e+00,2.641396580164606878e+00
nan,nan,nan,nan,nan,nan,nan,nan,2.709736654363283925e+00,2.707816103954436837e+00,2.640570991587809502e+00,2.632394399825222830e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.648738420741859834e+00,2.644153534068506950e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.645760133838543471e+00
