0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.395277539750019891e-01,4.144838024779307517e+00,8.178309941737548883e+00,1.543259748082553351e+01,2.788611804935317551e+01,4.423736813374434007e+01,5.998425850182746899e+01,7.352532325927157331e+01,8.805974646169430287e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.011232971930584146e+00,6.743585676865744283e+00,1.256811227656538854e+01,2.717651048553756254e+01,4.484239830456778009e+01,6.091987349980757216e+01,7.689592675337186733e+01,8.892374090793578034e+01,9.485804473266711057e+01,9.877251371529867185e+01,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.931583954648304235e+00,9.935762193028940814e+00,1.813169674458882596e+01,3.356139935581056477e+01,5.329382431825531086e+01,7.064661370962414821e+01,8.484463897842549329e+01,9.391971399905688145e+01,9.878802358600961497e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,3.847241137942725153e-01,7.680860061316406195e+00,1.228637692431327721e+01,2.584531017665182517e+01,4.581768125884114795e+01,6.452288474348203806e+01,8.136214030187808532e+01,9.200342679137698099e+01,9.794548181737366122e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,9.078643231329031948e+00,1.524055083581412084e+01,3.156318385617080224e+01,5.014140738880536929e+01,6.860354958377830314e+01,8.561375333392267351e+01,9.501683540786194726e+01,9.950059769933436371e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,0.000000000000000000e+00,1.714487699357739103e+01,3.489511676220141112e+01,5.342843115076249205e+01,7.274928126436297759e+01,8.817175150015991392e+01,9.627195339791663287e+01,9.994513188624890176e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,nan,0.000000000000000000e+00,3.705980310993906812e+01,5.549687663564773743e+01,7.452319247894135401e+01,8.974355396999898460e+01,9.712538750275190580e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,nan,nan,nan,4.707083722846143559e+01,7.660315532018448437e+01,9.105376392794823914e+01,9.783297741966838146e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,4.670768510515488003e+01,8.900814887876681780e+01,9.822685381519772818e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,nan,nan,nan,nan,nan,3.468007622778890919e+01,7.914242874864999067e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,nan,2.101790109269159501e+01,nan,nan,nan,nan,nan,6.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.500000000000000000e+01,9.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.500000000000000000e+01,9.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+02
nan,nan,nan,4.344783582863100690e+01,nan,nan,nan,nan,nan,nan,1.428571428571428470e+01,nan,nan,nan,4.500000000000000000e+01,1.000000000000000000e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,4.346352521032715543e+01,nan,nan,nan,nan,nan,nan
