3.099237613294621951e+01,3.203436647423868067e+01,3.388419352174399535e+01,3.380713944935416748e+01,3.472853494577633882e+01,3.450609633597362347e+01,3.559154380528412531e+01,3.593329998739731224e+01,3.607653139005248022e+01,3.530900473993076361e+01,3.644049834726151005e+01,3.577782561011721896e+01,3.688073272764373201e+01,3.600262683579924783e+01,3.719331852951417261e+01
7.371861763569746984e+00,5.711074257443738311e+00,5.353833226358985620e+00,5.183383584228565155e+00,5.005103722238198216e+00,5.024759756692848356e+00,4.980396317659605998e+00,5.022305268930087330e+00,5.204851538286332513e+00,5.270503241794411764e+00,5.321288854831918158e+00,5.369877958031993082e+00,5.396267191016506537e+00,5.371082665293189784e+00,5.421268371972499445e+00
6.337458781975597866e+00,4.702852872628039194e+00,4.248136589364458260e+00,3.781429015573643415e+00,3.625681288307278649e+00,3.663531564313014854e+00,3.632561315240328437e+00,3.605809221870087011e+00,3.675437168530550025e+00,3.667980685678704944e+00,3.701072761582897108e+00,3.778499644860039197e+00,3.795911142274469796e+00,3.775800783310436337e+00,3.817269637901515189e+00
nan,4.951757725866333004e+00,4.225336938729967073e+00,3.840166962277508755e+00,3.537452049702778822e+00,3.361113254815751183e+00,3.168356787082567294e+00,3.091543512194835586e+00,3.204561643663926596e+00,3.232985573830807979e+00,3.233783595420144152e+00,3.277138622496644338e+00,3.319766852185360939e+00,3.213800547308158784e+00,3.253130537179053317e+00
nan,nan,4.181991037952201395e+00,3.781275768721870101e+00,3.499315084683570554e+00,3.332415793140170557e+00,3.139389990203187430e+00,3.038456605753654394e+00,2.984418857796814262e+00,2.951571682747751169e+00,2.919437430339743678e+00,2.986812629068674507e+00,3.049689972753428346e+00,3.011404047949940654e+00,3.030554036910950266e+00
nan,nan,nan,3.770779210953442373e+00,3.460519842259089707e+00,3.292819337859737239e+00,3.105542167585033209e+00,3.004763323546740583e+00,2.947014306995506594e+00,2.912890105631644744e+00,2.881986841496217977e+00,2.890621156012349147e+00,2.860707762670781307e+00,2.805713485966524701e+00,2.852071594311937464e+00
nan,nan,nan,nan,3.434399794398610872e+00,3.268203119923335898e+00,3.082577505486742808e+00,2.981774337618406268e+00,2.919775206326914230e+00,2.886491130687580231e+00,2.855981220722346059e+00,2.863018054894498121e+00,2.834666525554579763e+00,2.780890483462266971e+00,2.778174805995836660e+00
nan,nan,nan,nan,nan,nan,3.066515130709733139e+00,2.965305971371636762e+00,2.900498685017100620e+00,2.869049603812082516e+00,2.840658944080484360e+00,2.847681956372011935e+00,2.820245208708706208e+00,2.766945439882661617e+00,2.759742969695935244e+00
6.573832432927309455e+00,nan,nan,nan,nan,nan,nan,2.894941604986697836e+00,2.910667708790565023e+00,2.845537507775035557e+00,2.829515713452883219e+00,2.831432396386175832e+00,2.806177366667106821e+00,2.752877300685521611e+00,2.749323724742468666e+00
6.575330717268571767e+00,nan,nan,nan,nan,nan,nan,nan,2.826405390641805404e+00,2.861836582410091534e+00,2.806788943608118814e+00,2.824229068657795771e+00,2.792902604805450828e+00,2.742536534161857276e+00,2.737674865546951608e+00
6.576365681347945191e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.789187186026413023e+00,2.828035514253715021e+00,2.808904736146899506e+00,2.792693887733494140e+00,2.736601034317553083e+00,2.733009871014416614e+00
6.578405424572038029e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.760042082339284608e+00,2.824689420156477837e+00,2.775371547054325649e+00,2.732969147120639875e+00,2.723821894168986901e+00
6.579637015505509723e+00,5.105782952707401456e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.763046768424743505e+00,2.790843845227944708e+00,2.717573912903748834e+00,2.721000603015141461e+00
6.581075892787016102e+00,5.106776817091409626e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.740922055408175240e+00,2.739568661643704495e+00,2.713656796101486357e+00
6.581540705371892841e+00,5.107769971217392957e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.683916704788432916e+00,2.725542470448865551e+00
