-3.651343512225892596e+00,-1.435812634842081881e+00,-3.820400568750326187e-01,3.969247119572387739e-01,1.063351987225714224e+00,1.913768803521559203e+00,2.392550749902009333e+00,2.200996950600659474e+00,2.326284548209643255e+00,2.714468520209289526e+00,2.267752305860766704e+00,2.352397137369107938e+00
-3.638042477378434114e+00,-1.406829640484978938e+00,-3.530328679775345257e-01,4.259167451076404376e-01,1.092343163229502867e+00,1.942776415620767194e+00,2.413929512190899906e+00,2.222309709567777958e+00,2.347656512787010374e+00,2.735838325563568318e+00,2.289142182753987953e+00,2.373791971299286541e+00
-3.593372369920381004e+00,-1.377847470373977146e+00,-3.240408317212857270e-01,4.549929170154363156e-01,1.121337827605404014e+00,1.971773217141216561e+00,2.435305580351937671e+00,2.243728935544910374e+00,2.666941035260768089e+00,2.757225639458448452e+00,2.310685572673547128e+00,2.395142083974972635e+00
-3.569252916913582041e+00,-1.348854104490685657e+00,-2.950652032230438593e-01,4.839915734888364796e-01,1.150357029603797487e+00,2.000676231475797984e+00,2.456683427654596130e+00,2.265067610594960090e+00,2.390386876437909258e+00,2.778579710161557692e+00,2.331828679941450488e+00,2.416509943110566994e+00
-3.539691880065682028e+00,-1.319878359111355426e+00,-2.661673735342064973e-01,5.128530406829923116e-01,1.179349972315929529e+00,2.029775512235447721e+00,2.478051150033900196e+00,2.286488942633480903e+00,2.411757558764953124e+00,2.498176753218902313e+00,2.353199493894631011e+00,2.437870467485880877e+00
-3.511057609018050307e+00,-1.290887312060623682e+00,-2.370717412146468028e-01,5.418875917742598247e-01,1.208332227522246338e+00,2.058781557307069132e+00,2.499454723020325453e+00,2.307660642736395484e+00,2.433098583975443319e+00,2.821317337551779936e+00,2.374583679158546179e+00,2.459221740297031555e+00
-3.477378328287943354e+00,-1.261903854594057961e+00,-2.080870599514268449e-01,5.708968032504062595e-01,1.237331534130179822e+00,2.087784180477604501e+00,2.520816778272053416e+00,2.329201060212465535e+00,2.454508023374320835e+00,2.842672410567205432e+00,2.395957664323685066e+00,2.480617992590182119e+00
-3.448536898368942616e+00,-1.232916070817189347e+00,-1.791079032364475410e-01,5.998845062486575230e-01,1.266325888117394660e+00,2.116797056794316845e+00,2.542214811568834776e+00,2.350577684002723267e+00,2.475861370789654181e+00,2.864063712227822300e+00,2.417310494928146092e+00,2.502024017433532421e+00
-3.419502939383916917e+00,-1.203940927337121103e+00,-1.501261819610206771e-01,6.288389689187050546e-01,1.295322801457109874e+00,2.145796352137780971e+00,2.563592044436910911e+00,2.371914048082167437e+00,2.497291187339413021e+00,2.583643918812687623e+00,2.438670255202853632e+00,2.523401490861331808e+00
-3.390991253850861753e+00,-1.174887476574546952e+00,-1.211034056944280124e-01,6.578966249400493016e-01,1.324318868358138168e+00,2.174792571816449360e+00,2.584979794557434207e+00,2.393295294182485211e+00,2.518531031245208940e+00,2.906790277438675574e+00,2.460055971377666406e+00,2.544728513273161852e+00
-3.366346546484765057e+00,-1.145932506774432369e+00,-9.208433933661064330e-02,6.868554855000048587e-01,1.353314037923575963e+00,2.203790776132255935e+00,2.606242809753882561e+00,2.414656862962919703e+00,2.837862129581702586e+00,2.626399719363176288e+00,2.481465080285637725e+00,2.566140424728467373e+00
-3.332503786706213056e+00,-1.116958561306202746e+00,-6.310847498389948740e-02,7.158505894792299706e-01,1.382307665523668572e+00,2.232801157003422077e+00,2.627737309284063905e+00,2.435986393902775049e+00,2.561403830172632290e+00,2.949509044800687096e+00,2.502807047334785651e+00,2.587570394322606049e+00
