1.349787155839830120e+03,1.279305353704027084e+03,1.211103061812020087e+03,1.162908939386396924e+03,1.139118392278839565e+03,1.121842447546773883e+03,1.088336057874428889e+03,1.075842814765855337e+03,1.057620446395311546e+03,1.051554792270381085e+03
1.624895978426929105e+03,1.501084901527178545e+03,1.392906373261802401e+03,1.325162989123009993e+03,1.281855617872565745e+03,1.254619517830588393e+03,1.209085105105790490e+03,1.190787007115333154e+03,1.164329357365369788e+03,1.154584577807491769e+03
1.906623244971058284e+03,1.720940220224977566e+03,1.581189358331470430e+03,1.486627656162322864e+03,1.429431513244873713e+03,1.386917238341179200e+03,1.333748467830991331e+03,1.305444495245312510e+03,1.274291058046504077e+03,1.257362402036575986e+03
2.175913080438606357e+03,1.940692706646635543e+03,1.769461630907245080e+03,1.648047925526896961e+03,1.576994975035618381e+03,1.519178890293034101e+03,1.458408760528889161e+03,1.420051654981955835e+03,1.384253082113686787e+03,1.360120927935168538e+03
2.457595680324748173e+03,2.160432889293553217e+03,1.950064269808758809e+03,1.809447133074404292e+03,1.719018232175338426e+03,1.651419361877359734e+03,1.578718117831142081e+03,1.534650165876777464e+03,1.494198650291616786e+03,1.466159192579816136e+03
2.739435363217151462e+03,2.380196146980904359e+03,2.138349761361002038e+03,1.970841522843219309e+03,1.866578747508403239e+03,1.788541118331881535e+03,1.703354160747804372e+03,1.653198102019914131e+03,1.600644833865840155e+03,1.569019848814042689e+03
3.008631758161505786e+03,2.599926951275012925e+03,2.318903055537117325e+03,2.132221116582397826e+03,2.014143342365573289e+03,1.920833955981672034e+03,1.828150698856510189e+03,1.767942701332613979e+03,1.710743768722000368e+03,1.671920478716364642e+03
3.290414045212767633e+03,2.818919456418522714e+03,2.507195418205378701e+03,2.300183379670034356e+03,2.156271517011137348e+03,2.053213443581265437e+03,1.948569941231083476e+03,1.882680936029183385e+03,1.820836380343394239e+03,1.774811787668400484e+03
3.559515950258502016e+03,3.047073963141578133e+03,2.695616479996715043e+03,2.461716641395059014e+03,2.303981992004056337e+03,2.185579751603213936e+03,2.073409235193724271e+03,1.997407380714646251e+03,1.927334035006209206e+03,1.877702800019223332e+03
3.841409444671166511e+03,3.265783581012486138e+03,2.876274037797696110e+03,2.623241121696923074e+03,2.451667760867630022e+03,2.317970962031603904e+03,2.198156142553312748e+03,2.112130506924361725e+03,2.037419979760316892e+03,1.983875647396698014e+03
