4.484455509990884821e+02,4.678907178120131789e+02,4.992854010559645985e+02,4.988272550635795142e+02,5.143589834772880067e+02,5.111265558016016257e+02,5.290855580343895781e+02,5.348775847650194919e+02,5.373874369222318137e+02,5.250536539901789865e+02,5.435906394407317066e+02,5.329164367836257270e+02,5.509519028081604120e+02,5.366631989306089281e+02,5.558745272820440277e+02
1.064134009282163333e+02,8.194371716654147519e+01,7.744922870825142525e+01,7.549122739895295808e+01,7.315596973715827289e+01,7.386958269666352805e+01,7.345817319755121844e+01,7.437645374578201540e+01,7.753442291021221422e+01,7.876231610601169564e+01,7.972068104448456438e+01,8.062002461961216682e+01,8.114840564845653148e+01,8.082566373162775619e+01,8.171072052708230160e+01
9.288099626170421175e+01,6.881596323280582794e+01,6.271830186462310053e+01,5.591574444720622949e+01,5.393160079508521676e+01,5.493427601605596067e+01,5.473293904765775864e+01,5.452927639602629029e+01,5.584589500527845018e+01,5.588286889064717400e+01,5.655295452469196960e+01,5.791772519247383144e+01,5.830035429765083421e+01,5.806267068736603676e+01,5.880731597801142385e+01
nan,7.394780369567416756e+01,6.353887570382646288e+01,5.806384731631434448e+01,5.367907431224406878e+01,5.119874352918252214e+01,4.836220816090451535e+01,4.735631322337475524e+01,4.935725517243722749e+01,4.997052926780791893e+01,5.011733459725025597e+01,5.092867207224198722e+01,5.171678488488824144e+01,5.008091599409846140e+01,5.079225328834011322e+01
nan,nan,6.331471970419643469e+01,5.771350841922578923e+01,5.367322390452046932e+01,5.134371229397424941e+01,4.849964705333592718e+01,4.709597337862605571e+01,4.638706990114448558e+01,4.600703580526143810e+01,4.561055001667656938e+01,4.681074656492398844e+01,4.792406470381395422e+01,4.738994966502047390e+01,4.777522552846225778e+01
nan,nan,nan,5.783073393313736688e+01,5.341740974216995852e+01,5.107156417701826001e+01,4.832220744078794894e+01,4.690977162231913411e+01,4.615084980474347276e+01,4.574871454668745230e+01,4.536840404791588099e+01,4.561747516954355319e+01,4.522599062287245886e+01,4.441579806391210639e+01,4.524241704582425427e+01
nan,nan,nan,nan,5.323811058524171358e+01,5.092814661334799098e+01,4.820107063078572196e+01,4.678741027361890303e+01,4.595870175315182848e+01,4.557000537053939127e+01,4.520053200417281403e+01,4.542113369370120068e+01,4.505303402156646086e+01,4.426172955601710157e+01,4.429171106406224823e+01
nan,nan,nan,nan,nan,nan,4.811595512141096265e+01,4.668431724048262055e+01,4.582725712408827690e+01,4.546652687508561996e+01,4.513163783575892296e+01,4.535140419582514681e+01,4.499688945429293341e+01,4.421633454820219811e+01,4.417244026943212987e+01
9.952907694313603315e+01,nan,nan,nan,nan,nan,nan,4.569000699427624568e+01,4.612867194489373190e+01,4.522192767261429935e+01,4.508850636134578593e+01,4.522389144810605899e+01,4.490591028465858869e+01,4.412498147531270121e+01,4.413901378052057112e+01
9.954172052745576593e+01,nan,nan,nan,nan,nan,nan,nan,4.486222963853182932e+01,4.559290059173595466e+01,4.482472358946957769e+01,4.521325019676710610e+01,4.479595273130092892e+01,4.405924643495816184e+01,4.405742692323205745e+01
9.956197739395430801e+01,nan,nan,nan,nan,nan,nan,nan,nan,4.449491255076848262e+01,4.525559701545167712e+01,4.504790833181166931e+01,4.487778788335493374e+01,4.405090682131449853e+01,4.405061200266727894e+01
9.958818825224696525e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.421792310644919155e+01,4.537423085883430929e+01,4.466601626810697212e+01,4.406010001291068789e+01,4.397613884149521368e+01
9.959745254888936472e+01,7.839189184413179134e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.443082151798233070e+01,4.497591319818515387e+01,4.387351724113111118e+01,4.400084610907007487e+01
9.961804152139497148e+01,7.840417540048220246e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.421216505122912110e+01,4.427506593471148477e+01,4.392687492374016500e+01
9.962299649380078392e+01,7.841639238891031027e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.341170326143159741e+01,4.416182977755488537e+01
