2.953314095268676276e+00,2.972992449565880602e+00,2.623538626479424263e+00,2.643374011798921952e+00,2.676321194416721561e+00,2.672561904678644851e+00,2.701358599141504335e+00,2.726211128568137632e+00,2.747543177966473849e+00,2.766233886330233815e+00,2.782714164281837377e+00,2.797667359965084088e+00,2.811331076417059371e+00,2.823672894971172909e+00,2.805477123623156821e+00,2.792439948960516283e+00,2.776736640908672893e+00,2.739060521353573918e+00,2.747563166375757593e+00,2.742096209471131640e+00,2.733025088369229749e+00,2.725299203792082459e+00,2.753025138296290919e+00,2.746389140901142945e+00,2.740178717552814280e+00,2.734345677064997648e+00,2.422092373840043500e+00,2.416924153456665003e+00,2.411936146798332459e+00,2.407459519066170728e+00,2.403114707541136763e+00,2.399027537655018527e+00,2.321940923757867203e+00,2.323955925026399250e+00,2.324293139457533464e+00,2.324550917185147725e+00,2.325003130667329110e+00,2.357595393035261999e+00,2.357211405294188822e+00,2.356921606320519835e+00,2.356766097982163188e+00,2.356576994082343557e+00,2.356389022408577283e+00,2.356148002976788725e+00,2.355946104136170227e+00,2.591376203355732155e+00,2.355588714413375584e+00,2.355379174248441565e+00,2.355295210660899308e+00,2.355041105744967389e+00,2.354901022792629917e+00,2.354813185232901951e+00,2.354561206981900412e+00,2.354378391707762752e+00,2.354298838476680977e+00,2.354181192881973139e+00,2.354036912189370945e+00,2.353907757482835095e+00,2.353772206008058809e+00,2.353665512672828086e+00
2.642617219264650430e+00,2.701357776394573751e+00,2.381972815070863003e+00,2.425210030239732362e+00,2.477298867896809753e+00,2.489259379257068971e+00,2.531653970987412627e+00,2.567381357729041191e+00,2.598441042407178436e+00,2.625612995737470978e+00,2.649623984445116598e+00,2.671047559840748153e+00,2.690543433559544173e+00,2.708172541345322148e+00,2.706071500008033315e+00,2.714033239367257266e+00,2.701254997708778749e+00,2.684205066538638107e+00,2.677081732565457006e+00,2.673907713385154317e+00,2.666850981602409743e+00,2.661124095117232802e+00,2.690604307349913071e+00,2.685631663443512895e+00,2.680972552422117960e+00,2.676603283513562914e+00,2.365654181634640363e+00,2.361784315893944886e+00,2.358092928489664786e+00,2.354706219683863289e+00,2.351428128011683327e+00,2.348326320142190671e+00,2.272252391151739381e+00,2.275178019549972230e+00,2.276561029203467257e+00,2.277600245319645111e+00,2.278730906930552358e+00,2.312089782580736497e+00,2.312190154332763647e+00,2.312900886847444326e+00,2.313281998639014070e+00,2.313948659031421329e+00,2.314096857488378234e+00,2.314510220881127012e+00,2.314845138425284610e+00,2.315168983927959445e+00,2.315518637335193031e+00,2.315823050938818461e+00,2.316156148749328736e+00,2.316470613895316610e+00,2.316741364674579806e+00,2.317091539466963113e+00,2.317260924829426472e+00,2.317468648256889807e+00,2.317729709514416037e+00,2.318028585705785183e+00,2.318245292266886359e+00,2.318465734978363724e+00,2.318650640355955694e+00,2.318901437051107628e+00
2.663103423091147448e+00,2.719276151234197414e+00,2.398062861917754862e+00,2.439587914773681643e+00,2.490433146142360776e+00,2.501320930339102411e+00,2.542534649327487628e+00,2.577837741708065344e+00,2.608262870606893102e+00,2.634924649330753432e+00,2.658400044378133042e+00,2.679438919181201584e+00,2.698557708898693619e+00,2.715782269411854966e+00,2.713414849280296970e+00,2.719199224087633926e+00,2.706231301671945033e+00,2.688998491191727069e+00,2.681744472949938451e+00,2.678411887304487760e+00,2.671228365273421446e+00,2.665346725239328141e+00,2.694727038270897879e+00,2.689651341605486579e+00,2.684887620689932142e+00,2.680409066388127481e+00,2.369364976325171401e+00,2.365411320550597996e+00,2.361700485596894161e+00,2.358166277101546804e+00,2.354879544960610804e+00,2.351690206078527634e+00,2.275542650134581457e+00,2.278383059299253333e+00,2.279590312822334486e+00,2.280725415946822210e+00,2.281773737036684402e+00,2.315106742373813198e+00,2.315364012278086747e+00,2.315819656223369272e+00,2.316124626507614082e+00,2.316545399213894463e+00,2.316905165321414994e+00,2.317239538240612795e+00,2.317579046665337206e+00,2.317769735644367834e+00,2.318152063309846245e+00,2.318449692021311570e+00,2.318715427851120392e+00,2.319017343240960649e+00,2.319231409743481187e+00,2.319524551441599414e+00,2.319705942621734351e+00,2.319899412183505483e+00,2.320100683909263939e+00,2.320394016412478777e+00,2.320603604279193100e+00,2.320766806040761576e+00,2.320995150600642543e+00,2.321189119886698293e+00
2.683589626405077144e+00,2.737193002804615194e+00,2.413699673295269577e+00,2.454014135758200599e+00,2.503549178756088622e+00,2.513466580139361639e+00,2.553721254112649941e+00,2.588324871017520401e+00,2.618084010799200723e+00,2.644175198538789129e+00,2.667232043093100913e+00,2.687704914386622512e+00,2.706525430380794184e+00,2.723400338914028662e+00,2.720670629248310046e+00,2.724334340533725918e+00,2.711204832425774924e+00,2.693810488054591890e+00,2.686366480948342073e+00,2.682892629261145689e+00,2.675582708081937433e+00,2.669614864898597784e+00,2.698838102184049514e+00,2.693645309817661371e+00,2.688548344715525840e+00,2.684215110481294797e+00,2.373047258571689522e+00,2.369073376919128560e+00,2.365275639719921941e+00,2.361694093652681126e+00,2.358285032752253318e+00,2.355075275821702174e+00,2.278803506081106711e+00,2.281568713461630260e+00,2.282778388330525043e+00,2.283743231485526604e+00,2.284871797839527652e+00,2.317982153461861650e+00,2.318319816562691038e+00,2.318724861432571949e+00,2.319049385393034513e+00,2.319236610416525401e+00,2.319657934662682663e+00,2.319977611559758568e+00,2.319975640888205515e+00,2.320510409598139923e+00,2.320822642877730324e+00,2.321493825752404039e+00,2.321279494926045572e+00,2.321535748656839537e+00,2.321776175302364909e+00,2.322006978572592750e+00,2.322223187784755449e+00,2.322338293679615973e+00,2.322652894416630698e+00,2.322799640075976946e+00,2.322958380657364152e+00,2.323150775366694454e+00,2.323312518984415931e+00,2.323485756013722980e+00
2.704075831565821986e+00,2.755087152416254348e+00,2.429393564647557735e+00,2.468369272909118894e+00,2.516673371408626014e+00,2.525490809619736154e+00,2.564933191402693602e+00,2.598790234738197036e+00,2.627906154937288630e+00,2.653464454459035782e+00,2.676005736682335101e+00,2.696102775439757959e+00,2.714463616890090858e+00,2.731014615300751736e+00,2.728017102447199083e+00,2.729545761903167556e+00,2.716228329033893107e+00,2.698613172782770686e+00,2.691028800161414658e+00,2.687374021413061698e+00,2.679956901978049366e+00,2.673813423367919828e+00,2.702957774667558155e+00,2.697657801202370198e+00,2.692668197886066039e+00,2.688002104602650544e+00,2.376878847002505957e+00,2.372699538387948337e+00,2.368802622058344909e+00,2.365106787667268673e+00,2.361664172262553762e+00,2.358371785875764459e+00,2.282037170668686166e+00,2.284820289781333003e+00,2.285928624650347629e+00,2.287046948146531644e+00,2.287875410952385558e+00,2.321103230304273346e+00,2.321386569923788556e+00,2.321617229780185809e+00,2.321906934840082926e+00,2.322169963503204482e+00,2.322428426355919839e+00,2.322713958914146559e+00,2.322961597886808782e+00,2.323211684763842655e+00,2.323474342424361794e+00,2.323633158570996393e+00,2.323857394074651417e+00,2.324104333374489073e+00,2.324295545738068292e+00,2.324494134569989434e+00,2.324618092369782119e+00,2.324767972992346721e+00,2.324941950799417345e+00,2.325185168754388521e+00,2.325326949581122626e+00,2.325418246853053983e+00,2.325646077529498257e+00,2.325780313433493340e+00
2.724562035197199084e+00,2.773068207361462534e+00,2.445568989880158473e+00,2.482768432615542142e+00,2.529805399104706698e+00,2.537599802263806659e+00,2.575976560693771233e+00,2.609288128310033539e+00,2.637737930251378149e+00,2.662717567110712835e+00,2.684725586897068972e+00,2.704491010318622379e+00,2.722454205891492673e+00,2.738627908216298312e+00,2.735328992512077839e+00,2.734715329965568209e+00,2.721162640694621437e+00,2.703417159986223339e+00,2.695673184521910848e+00,2.691890691486944487e+00,2.684315886590511013e+00,2.678059752504606372e+00,2.707039829327261504e+00,2.701667830886259392e+00,2.696603068798549163e+00,2.691838067588934180e+00,2.380541349368654913e+00,2.376312447621570900e+00,2.372399184384176962e+00,2.368621601296102330e+00,2.365063746759970442e+00,2.361704717453625868e+00,2.285342938241837984e+00,2.288071489487619736e+00,2.289126021364177532e+00,2.290037677042798148e+00,2.290927031650793477e+00,2.324118866808444039e+00,2.324245443323536886e+00,2.324532877577111023e+00,2.324765844928092129e+00,2.324997831756146383e+00,2.325271494542737738e+00,2.325458749577580697e+00,2.325867822215346159e+00,2.325965417958986592e+00,2.326115189686190021e+00,2.326291166591145210e+00,2.326412540731337408e+00,2.326626845093658247e+00,2.326803153533196333e+00,2.326982070761132171e+00,2.327082037138339388e+00,2.327199883970371808e+00,2.327407593159657395e+00,2.327564866000196631e+00,2.327690784820397152e+00,2.327776471327675623e+00,2.327944883520456365e+00,2.328061038225898827e+00
2.745048237912182998e+00,2.790803835991680248e+00,2.461259825002822144e+00,2.497134427822681690e+00,2.542935079527228304e+00,2.549689401558115520e+00,2.587388141687744891e+00,2.619731022840436907e+00,2.647588295629863975e+00,2.672017618681494788e+00,2.693599209123949123e+00,2.712811913572203526e+00,2.730433586923483702e+00,2.746251212594763125e+00,2.742605049684185392e+00,2.739911983038556986e+00,2.726139192431114910e+00,2.708194997807546134e+00,2.700281179897712658e+00,2.696387430856491019e+00,2.688670101258821443e+00,2.682284287694020719e+00,2.711188552121653217e+00,2.705705904569258191e+00,2.700500297673995131e+00,2.695645125291890931e+00,2.384263117119272302e+00,2.379952486267801426e+00,2.375906533498205242e+00,2.372103620508312360e+00,2.368492153875517481e+00,2.365055793143548080e+00,2.288612649697358670e+00,2.291265883337958442e+00,2.292225444289824665e+00,2.293114506306578981e+00,2.293986949588843416e+00,2.327113691754503222e+00,2.327192791930965843e+00,2.327459725739986496e+00,2.327642125571403042e+00,2.327829814513868278e+00,2.328076248365550605e+00,2.328222572790637823e+00,2.328517919711342365e+00,2.328507874533372934e+00,2.328707647641733658e+00,2.328867632432370272e+00,2.329049696323310492e+00,2.329138220541771886e+00,2.329322931548979625e+00,2.329469959788077027e+00,2.329562551963894279e+00,2.329639051223481250e+00,2.329758813918340277e+00,2.329951966594004276e+00,2.330045327306433212e+00,2.581777820004262036e+00,2.330263980864643258e+00,2.330368906369227222e+00
2.765534441813326083e+00,2.808854800174156896e+00,2.477567461171775509e+00,2.511505309915972983e+00,2.556073355848616391e+00,2.561777994316946305e+00,2.598584480822810683e+00,2.630113093693949189e+00,2.657403928551019145e+00,2.681228221187771599e+00,2.702346470319251015e+00,2.721189559663491409e+00,2.738379010162572236e+00,2.753851165159185932e+00,2.749921856933157827e+00,2.745093209405803591e+00,2.731119514311971752e+00,2.713022239117929058e+00,2.704940748839140596e+00,2.700887133849525501e+00,2.693029525079249531e+00,2.686519035082474360e+00,2.715307642349733541e+00,2.709665413625199637e+00,2.704397660346109067e+00,2.699451635101552949e+00,2.387995497076421003e+00,2.383494933545219574e+00,2.379497872670457426e+00,2.375541332264518246e+00,2.371890000836993639e+00,2.368387321420536651e+00,2.291902323905443239e+00,2.294516997562376037e+00,2.295394348141475582e+00,2.296247949602567395e+00,2.297027227764441015e+00,2.330102684154841786e+00,2.330132927419265698e+00,2.330364591634801030e+00,2.330507558298807957e+00,2.330626928479840654e+00,2.330890967620161458e+00,2.330963208160074629e+00,2.331092931302665150e+00,2.331209046083154934e+00,2.331299517488992556e+00,2.331405123161760962e+00,2.331596916321071689e+00,2.331739849835246403e+00,2.331801439416740784e+00,2.560000182416137804e+00,2.332036774734413953e+00,2.332074180894865734e+00,2.332206510561578128e+00,2.332386762699014238e+00,2.332409604305807349e+00,2.332479221949965709e+00,2.332556620662203262e+00,2.332656693605588138e+00
2.786020645377418781e+00,2.826720422211101980e+00,2.493195499546299043e+00,2.525897979294861262e+00,2.569181289397438395e+00,2.573857883488930298e+00,2.609820616234197921e+00,2.640654496431575904e+00,2.667254498961209919e+00,2.690555561814433894e+00,2.711214639786630798e+00,2.729478366017068058e+00,2.746322253057488894e+00,2.761480675362151693e+00,2.757235271080230810e+00,2.745867221077070486e+00,2.726733069546254384e+00,2.717800435623254796e+00,2.709590447526006418e+00,2.705365912849950760e+00,2.697389223085497889e+00,2.690756614845099204e+00,2.719430603378158118e+00,2.713677131682069366e+00,2.708297715581190257e+00,2.703240005644082178e+00,2.391610104314963792e+00,2.387202964136913241e+00,2.382983617291292155e+00,2.379057794822065475e+00,2.375300253474586398e+00,2.371667104307378260e+00,2.295186092024119162e+00,2.297697227050816693e+00,2.298534753226450178e+00,2.299340166539580732e+00,2.300082116267637034e+00,2.333106231729149549e+00,2.333090927876170895e+00,2.333268755254270133e+00,2.333358785576293393e+00,2.333498722168189321e+00,2.333595076522759548e+00,2.333733936020721877e+00,2.333809390401075934e+00,2.333911413138136659e+00,2.333991033869197373e+00,2.334039934953714646e+00,2.334154095577278376e+00,2.334279725872063338e+00,2.334355099172212178e+00,2.334443709236844189e+00,2.334534576790382232e+00,2.334510368235363842e+00,2.334560925515252627e+00,2.334732299342552331e+00,2.334773641602830629e+00,2.334807801992430765e+00,2.334882451649939128e+00,2.334934301507637144e+00
2.806506849409275084e+00,2.844640066349680918e+00,2.509356480466897299e+00,2.540294474832052174e+00,2.582301680532820942e+00,2.585948856213766689e+00,2.621482601681387692e+00,2.651202997529208183e+00,2.677075771006129479e+00,2.699705209002498663e+00,2.720288664470148277e+00,2.737839727641733667e+00,2.754279892372495375e+00,2.769115727468624222e+00,2.764506993352235487e+00,2.755425848953638290e+00,2.739703164933410040e+00,2.722627674623337324e+00,2.714180211027169776e+00,2.709872913906458791e+00,2.701763310342423452e+00,2.694997301847638749e+00,2.655474235180730780e+00,2.717688329783757073e+00,2.712223215218457106e+00,2.707069331832413273e+00,2.395429461453373321e+00,2.391024651731299855e+00,2.386582783458498724e+00,2.382536492180555854e+00,2.378660372061710326e+00,2.375089136724452210e+00,2.298424110186341629e+00,2.300998783503669820e+00,2.301642343618419240e+00,2.880575605110453186e+00,2.876079313593922659e+00,3.090225496221017387e+00,2.847617555327686567e+00,2.834306287439216199e+00,2.821587597715068174e+00,2.809416244856198563e+00,2.797768310438344841e+00,3.014782372263150378e+00,2.575646278119726684e+00,2.570531797886759229e+00,2.565629899193687891e+00,2.560942863333083075e+00,2.556396749925046841e+00,2.552026334040531808e+00,2.547787132679656619e+00,2.543818400778115940e+00,2.539817354878000977e+00,2.535983250819869639e+00,2.532315597085865733e+00,2.528771168962814286e+00,2.525303980002314486e+00,2.531497949203030728e+00,2.525952455533957419e+00,2.831994959009194623e+00
