1.438901129383996704e+03,1.064152951694680269e+03,9.370563959357085650e+02,8.932178270110629228e+02,8.922085986822677341e+02,9.388628801906228318e+02,9.465572193823279576e+02,8.943847435898633194e+02,8.809077690275157693e+02,8.934332897585509272e+02,8.428364587682558522e+02,8.402710519947033845e+02
1.792018277039300074e+03,1.296415175960133183e+03,1.114130822841206736e+03,1.045231303621736288e+03,1.024820376066299559e+03,1.061476576394961057e+03,1.057430481085001929e+03,1.000114808330966639e+03,9.803374305574305936e+02,9.897251496042360941e+02,9.367733652791914665e+02,9.303827097475898427e+02
2.159744669484381120e+03,1.524968482879943849e+03,1.294721820385123237e+03,1.195659805852328418e+03,1.160170446395014096e+03,1.183316798822645751e+03,1.170730021757791974e+03,1.105702586591605495e+03,1.106826132472518566e+03,1.086179767781333794e+03,1.029114070604235621e+03,1.020747572116789797e+03
2.524152836814722832e+03,1.753164870761627753e+03,1.475284083948491798e+03,1.345910422571065283e+03,1.295524842154029329e+03,1.305174759149126203e+03,1.284130972724325829e+03,1.211214707114748990e+03,1.183710298263735240e+03,1.182620213532011803e+03,1.123095000379286375e+03,1.111069739903049822e+03
2.873460373291972701e+03,1.981205626595386775e+03,1.649445456506167147e+03,1.496079264376356832e+03,1.426826500609551204e+03,1.427151187854278078e+03,1.394509358430829934e+03,1.316752078622149838e+03,1.285362698049213577e+03,1.256398037430732529e+03,1.217180536120494935e+03,1.203162267843875043e+03
3.237492736041877833e+03,2.209198996519340199e+03,1.830112672972715700e+03,1.646284344680533877e+03,1.562229545385112715e+03,1.552513626796451945e+03,1.507869452625684744e+03,1.424756324425069806e+03,1.384656876725952088e+03,1.377555436411263599e+03,1.309308053249700833e+03,1.293470668123204860e+03
3.585073864706746917e+03,2.446378582084843856e+03,2.010679899187691035e+03,1.801494224858929329e+03,1.697717552965571713e+03,1.674425804320472480e+03,1.621201914472930639e+03,1.530333775474947288e+03,1.486284307424392864e+03,1.473926528575595967e+03,1.403366943780616111e+03,1.383751074417191603e+03
3.949334267458423710e+03,2.674434906035653057e+03,2.184773334527233146e+03,1.951691319430058456e+03,1.829102778660003878e+03,1.796327329692861667e+03,1.731521200697370659e+03,1.635804142007473274e+03,1.587866527914947710e+03,1.570307789679803818e+03,1.497395300572437009e+03,1.474037331469273113e+03
4.313505069008977443e+03,2.902446215284264781e+03,2.365352580826317080e+03,2.102028760914548911e+03,1.964585960541841359e+03,1.918210904296438230e+03,1.844842226642805599e+03,1.741222685277901292e+03,1.687111136511446830e+03,1.641961982764355298e+03,1.589467291557534054e+03,1.564298381649281509e+03
4.661940721516864869e+03,3.130472546023059749e+03,2.545910992502495901e+03,2.252382947813738610e+03,2.100062785515640371e+03,2.040085223749122406e+03,1.958136804200127699e+03,1.846643391850393300e+03,1.788680983628281410e+03,1.765106643513537847e+03,1.683483783341916023e+03,1.656299589759375067e+03
5.026365511519924439e+03,3.358396755824102001e+03,2.719962937483167934e+03,2.402672968509187285e+03,2.231421146818985108e+03,2.161952861708067758e+03,2.068461160593301884e+03,1.954699045610676194e+03,1.914932064043912533e+03,1.836803803947992719e+03,1.777498397805158220e+03,1.746544596594775612e+03
5.390008999766782836e+03,3.586331775594001556e+03,2.900588534787339995e+03,2.552981873872265169e+03,2.366892880743724618e+03,2.287295895868265234e+03,2.181703384160246060e+03,2.060086452442772497e+03,1.989545541852726501e+03,1.957744225862191342e+03,1.869523997780294394e+03,1.836819952452366579e+03
