2.951756830391239816e+01,3.156928393739652705e+01,3.231676575412627983e+01,3.396874606805175034e+01,3.360679006326959950e+01,3.514172856778924370e+01,3.554570357809729586e+01,3.490644229548053801e+01,3.514998253912272475e+01,3.627174518781426826e+01,3.645826566350466180e+01,3.654251281496626547e+01,3.663851309410325285e+01,3.690356967766540919e+01
nan,7.333802099588122125e+00,5.829535674970843573e+00,5.452365807885298565e+00,4.940758435449891905e+00,4.584337979768845273e+00,4.602585878463143487e+00,4.699494894897139119e+00,4.856500832274575075e+00,4.959302040197328232e+00,5.028588326764971583e+00,5.104089389257497444e+00,5.102420100770255651e+00,5.163285702344945882e+00
nan,6.615043435661572602e+00,5.159839800977678692e+00,4.428796046531092045e+00,4.180294850657791272e+00,3.932878526840178690e+00,3.599152904970387645e+00,3.578809589585478790e+00,3.466706959800215593e+00,3.370562779068749126e+00,3.477573414314906408e+00,3.512328306132165512e+00,3.517929166562422605e+00,3.579038585887929891e+00
nan,nan,4.895038543118930718e+00,4.218546272163990807e+00,3.759619891793783975e+00,3.633279701039342502e+00,3.340890842591476506e+00,3.195374079796542865e+00,3.183904945465092506e+00,2.939240464579249146e+00,3.026489104750167858e+00,3.020620776337238134e+00,3.010197265802891486e+00,2.941684799556691932e+00
nan,nan,nan,4.104183474924363750e+00,3.642786582791131877e+00,3.329431792708091642e+00,3.233115380420747087e+00,3.087205597280711977e+00,3.014324456708250111e+00,2.809192971929356020e+00,2.816718305056451932e+00,2.815191234183958002e+00,2.737023418177276124e+00,2.760707031452186655e+00
nan,nan,nan,nan,3.591834610527411265e+00,3.255413968228253463e+00,3.166433078243096055e+00,3.020719147974883612e+00,2.942321803904937028e+00,2.741135675139799943e+00,2.745594012233339321e+00,2.707970199594670113e+00,2.654862774276529169e+00,2.650832774159138872e+00
nan,nan,nan,nan,nan,3.211428124642629278e+00,2.965596047749358366e+00,2.975669204009642410e+00,2.893174411150568837e+00,2.692874665820609970e+00,2.700742761595829933e+00,2.664372754678333344e+00,2.608222401032497917e+00,2.603984389387589804e+00
nan,nan,nan,nan,nan,nan,2.933975851220077757e+00,2.931003711546142476e+00,2.845683019095579525e+00,2.658110305354566272e+00,2.665483160571922916e+00,2.630080508336837486e+00,2.578639840818365947e+00,2.573463208826165527e+00
nan,nan,nan,nan,nan,nan,nan,2.962278657204114651e+00,2.820793791249879057e+00,2.633244437039941488e+00,2.642047639370279200e+00,2.602825255060672305e+00,2.553130843793577576e+00,2.547238407452958597e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,2.612821644542188348e+00,2.621052107577846790e+00,2.587309221613685040e+00,2.537801287105129866e+00,2.527421931010513045e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,2.597315074723995476e+00,2.604993565209488438e+00,2.571323580835410461e+00,2.521255164928312809e+00,2.514270065442897995e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.595443559537695677e+00,2.563172483214411379e+00,2.507928461113826835e+00,2.500381462409166478e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.567010125141074184e+00,2.511070637947470541e+00,2.507780535994120541e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.423938132034218373e+00
