nan,6.859271586375573861e+03,5.714499928748768070e+03,5.104369575627883933e+03,4.736163170516590071e+03,4.575170561955366793e+03,4.471193928431031964e+03,4.386156933882106387e+03,4.337431133743626560e+03,4.276229647480201493e+03,4.229975177677473766e+03,4.180918746583172833e+03
nan,3.814926231453742730e+03,2.760422203522562540e+03,2.277875664966903059e+03,1.982300993787226844e+03,1.777186501312369046e+03,1.644553817004995381e+03,1.539218491665375041e+03,1.453777406923956050e+03,1.401962320176891581e+03,1.366949340347409361e+03,1.315251900826099472e+03
nan,nan,2.679189194082604445e+03,2.159529694841613946e+03,1.846661954498974410e+03,1.630404322397077976e+03,1.505842997942009333e+03,1.400542824755790434e+03,1.328531771452636349e+03,1.249830580637417825e+03,1.208590312690037763e+03,1.162030647681457140e+03
nan,nan,nan,2.119317620675293256e+03,1.820772870798474287e+03,1.605725102347446864e+03,1.463088534690365577e+03,1.352373884872182771e+03,1.267037812610738001e+03,1.198441979521278881e+03,1.157812941783856559e+03,1.106544149199790581e+03
nan,nan,nan,nan,1.798787967469484556e+03,1.586400290744083804e+03,1.450125052868820831e+03,1.335148295343066593e+03,1.254291068805835039e+03,1.181187875985960318e+03,1.125633260650717375e+03,1.074974102982025670e+03
nan,nan,nan,nan,nan,1.577184661086511824e+03,1.436165667644888345e+03,1.326844378719656333e+03,1.242035504278444478e+03,1.169566323087654155e+03,1.115622820681411440e+03,1.061887129549575093e+03
nan,nan,nan,nan,nan,nan,1.429488870362139551e+03,1.315970943737724156e+03,1.235892419372245058e+03,1.163637676364398430e+03,1.105145330194782218e+03,1.054789840115224479e+03
nan,nan,nan,nan,nan,nan,nan,1.310786507778175746e+03,1.226903301867207119e+03,1.155302169971472040e+03,1.100007343434355334e+03,1.046103884717702158e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.151271706275634870e+03,1.092786764207916576e+03,1.039026824564126173e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.088423376320673924e+03,1.037020048208294611e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.031829435031497269e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
