4.194955572811002185e+02,4.587551626442997303e+02,4.731129374998787966e+02,5.011405623259456661e+02,4.959597532096039458e+02,5.214144972538836100e+02,5.283333348884764291e+02,5.181949118849379374e+02,5.223666241092278142e+02,5.407778641085770914e+02,5.439478899931126534e+02,5.454248943717019529e+02,5.470409917215084761e+02,5.511684319955746787e+02
nan,1.071786488320196327e+02,8.491534959137609917e+01,7.995707692351466278e+01,7.236334356098797116e+01,6.705327004443861938e+01,6.771548956554784127e+01,6.955826697441159467e+01,7.232270745427157976e+01,7.416613898647366909e+01,7.543353885811782789e+01,7.677646076281102694e+01,7.685588296285253307e+01,7.792596533538394965e+01
nan,9.854058228344112536e+01,7.712616988840395038e+01,6.636620349980319133e+01,6.303006018112589715e+01,5.948560182463550916e+01,5.440731097207205380e+01,5.433995238218365387e+01,5.272009127604859202e+01,5.132713704087448292e+01,5.320173677719569127e+01,5.388494065560250590e+01,5.408115753075014709e+01,5.515784817178692379e+01
nan,nan,7.382849166212602654e+01,6.405636723842090419e+01,5.729613278586079872e+01,5.571874584015970555e+01,5.130977890770829219e+01,4.920195250638018081e+01,4.921744609643579338e+01,4.540734471957912888e+01,4.695542228198476664e+01,4.697576399869135599e+01,4.690597871834292221e+01,4.587793068545089170e+01
nan,nan,nan,6.265707699512598339e+01,5.596095460728054150e+01,5.134912457916304618e+01,5.012880092013881494e+01,4.801269593689461601e+01,4.702850285310353229e+01,4.385759177860104074e+01,4.410901207433466453e+01,4.419991845603746583e+01,4.303443322875261856e+01,4.349763897728468720e+01
nan,nan,nan,nan,5.548310830918396164e+01,5.050137645457348867e+01,4.939327354234758616e+01,4.727942974594232339e+01,4.620525483553183932e+01,4.309627583295160491e+01,4.330153025442491810e+01,4.280316872417488838e+01,4.203611885782370194e+01,4.205673975345017368e+01
nan,nan,nan,nan,nan,5.000507672687537308e+01,4.633723427940718409e+01,4.678231959783539651e+01,4.564010268623269440e+01,4.254732799294642831e+01,4.280500066633354805e+01,4.232791522587365307e+01,4.151358064346847954e+01,4.152883169392141838e+01
nan,nan,nan,nan,nan,nan,4.601180059207661088e+01,4.622196603231596157e+01,4.503612430667777744e+01,4.214974850821205621e+01,4.239970431889486235e+01,4.193847933119100446e+01,4.120044553224525430e+01,4.120116833352012264e+01
nan,nan,nan,nan,nan,nan,nan,4.685197594437322977e+01,4.475784948205384950e+01,4.187262433843388010e+01,4.215242332896644228e+01,4.161855700241892464e+01,4.090997962093972262e+01,4.090728859073307433e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,4.163730858757591591e+01,4.190243782411774021e+01,4.147011749339558406e+01,4.076508485399227766e+01,4.067696997275155013e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,4.146676295664842371e+01,4.172604075656450107e+01,4.128886391061253391e+01,4.057271730110434760e+01,4.054002225850189234e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.162714723011878704e+01,4.122315709584812282e+01,4.042086934612358107e+01,4.038167822141012664e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.123736834853568212e+01,4.051793056563671769e+01,4.055601332906574896e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.923912948226818997e+01
