         2082287 function calls (2048994 primitive calls) in 3.453 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      258    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:375(phases)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_continuous_reactor.py:98(_cost)
      105    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:592(get_inlet_and_outlet_pinch_temperature)
      112    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\fluids\fluids\numerics\special.py:90(trunc_exp)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\process_tools\utils.py:226(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:162(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:450(heat_utilities_by_agent)
      284    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:573(X)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
       99    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:428(vapor_fraction)
      125    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:1047(__contains__)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:458(<listcomp>)
       99    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:339(compute_Fahkeri_LMTD_correction_factor)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:913(<listcomp>)
      372    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:104(data)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:282(reset_chemicals)
      322    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:783(<listcomp>)
      323    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:789(<listcomp>)
      104    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\units_of_measure.py:159(conversion_factor)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\decorators\_design.py:128(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:917(<setcomp>)
       46    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:665(_copy_without_data)
       47    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:51(compute_double_pipe_purchase_price)
       32    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\exceptions.py:26(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:32(__init__)
       99    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:95(material)
      290    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:137(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:237(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:924(<listcomp>)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:84(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:142(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\lipidcane\_system.py:220(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:920(<setcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:150(_vertical_vessel_purchase_cost)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:569(_cost)
      202    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:1987(locked_state)
      333    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:889(index)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_flowsheet.py:262(set_flowsheet)
      337    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:689(_setup)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:684(get_streams)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:86(feeds_from_units)
      228    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:410(_dock)
      243    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:595(P)
      453    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2333(_all_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:488(<listcomp>)
      171    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_power_utility.py:71(__init__)
      204    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:604(T)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\unit_warnings.py:23(from_source)
      322    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_power_utility.py:83(rate)
      250    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:999(Hvap)
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:19(s_in)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:552(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:876(HHV)
      339    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
      385    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      103    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:446(compute_LMTD)
       56    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\units_of_measure.py:167(convert)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:1127(Lastovka_Shaw)
       25    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:356(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\registry.py:121(clear)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:286(<listcomp>)
      310    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\multiarray.py:311(where)
       99    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:108(heat_exchanger_type)
      374    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:431(_undock)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:88(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:64(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\exceptions.py:58(message_with_object_stamp)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:608(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1513(<listcomp>)
       68    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:165(__setattr__)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_magnetic_separator.py:18(_run)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:131(select_vacuum_system)
      274    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      236    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\thermo_user.py:25(thermo)
      177    0.000    0.000    0.000    0.000 {method 'setflags' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1592(proxy)
      328    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:914(formula)
      117    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:429(compute_heat_transfer_area)
       76    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\weakref.py:382(__getitem__)
      192    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\viscosity.py:618(test_method_validity_P)
       18    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\interface.py:376(calculate)
      114    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\functional.py:96(V_to_rho)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1087(separate_out)
       31    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:519(get_suitable_cooling_agent)
      118    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:311(index)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_process_water_center.py:68(update_process_water)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:197(_design)
      132    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\mechanical.py:39(pump_efficiency)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:28(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:66(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:350(join_linear_network)
       94    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:633(_load_stream_links)
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\volume.py:1530(test_method_validity_P)
       66    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\functional.py:78(mu_to_nu)
       18    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1159(<listcomp>)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:285(<listcomp>)
       66    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:463(_push_exit_callback)
      408    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:224(HNATable)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_vibrating_screen.py:27(_design)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\warnings.py:117(_formatwarnmsg)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\viscosity.py:886(PPDS9)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_free_property.py:187(__mul__)
      162    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:179(n_missing)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\warnings.py:35(_formatwarnmsg_impl)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:188(calculate_vacuum_power)
      160    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\utils.py:1054(rho_to_Vm)
      211    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\numeric.py:2193(_isclose_dispatcher)
        6    0.000    0.000    0.000    0.000 {method 'intersection_update' of 'set' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\functional.py:154(remove_negligible_negative_values)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\fugacities.py:47(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:254(on_end)
       23    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:420(_append_network)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:47(__init__)
      132    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:500(_get_flow_name_and_factor)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1194(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:355(separate_out)
       33    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:412(_append_linear_network)
       66    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:375(_create_exit_wrapper)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\dispatcher.py:233(_compilation_chain_init_hook)
      204    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:613(V)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\typing\typeof.py:121(_typeof_int)
      218    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:847(ID)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:135(add_back_ends)
       28    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\functors.py:41(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:31(<listcomp>)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:232(get_all_recycles)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:170(<listcomp>)
      312    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:569(X)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:249(on_start)
       56    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:257(__getitem__)
       59    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:703(_load_stream_links)
       45    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:1172(<lambda>)
       40    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\viscosity.py:280(interpolation_T)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_process_water_center.py:71(<listcomp>)
       90    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       95    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:227(P)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:94(get_prefered_vacuum_systems)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\specification_factors.py:177(compute_shell_and_tube_material_factor)
      110    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_settings.py:33(debug)
       19    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:504(get_suitable_heating_agent)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:198(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:636(_load_defaults)
       20    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\viscosity.py:292(interpolation_property_inv)
       14    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:563(reverse)
      211    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\multiarray.py:634(result_type)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\drying.py:94(utility_cost)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\dew_point.py:55(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:1198(_get_relative_volatilities_LHK)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:855(_set_facilities)
      164    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:1057(MW)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\threading.py:1071(is_alive)
      284    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:705(phases)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:146(_horizontal_vessel_purchase_cost)
      168    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:440(utility_cost)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:95(compute_vertical_vessel_platform_and_ladders_purchase_cost)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_process_water_center.py:75(update_makeup_water)
      104    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:252(product_specification_format)
       68    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\typing\typeof.py:111(_typeof_float)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:260(done)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_batch_bioreactor.py:134(_setup)
      212    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\not_implemented_method.py:21(__bool__)
      284    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:609(basis)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:65(feeds)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_vent_scrubber.py:33(_design)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\size_enlargement.py:110(_cost)
      129    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       37    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:127(simplify_linear_path)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:148(<dictcomp>)
      172    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:167(__bool__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\drying.py:133(_design)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:2006(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:66(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:222(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:138(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\lipidcane2g\_system.py:222(<lambda>)
       34    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:1163(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_property_array.py:98(__new__)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:597(owner)
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:104(heat_exchanger_type)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\splitting.py:160(split)
      111    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:326(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\utils.py:294(bit_length)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\drying.py:98(natural_gas_cost)
       30    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\misc.py:28(checkbounds)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:68(products)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:555(<listcomp>)
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:15(__init__)
       63    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:574(get_outlet_temperature)
       11    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:405(_remove_overlap)
       75    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       74    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:329(x_bot)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_clarifier.py:41(_extended_cost)
       22    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       66    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_pump.py:119(pump_type)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:69(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:556(<listcomp>)
       30    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:542(<listcomp>)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:122(is_start)
      114    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:717(sink)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:557(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:491(<listcomp>)
