,0.1,0.116326531,0.132653061,0.148979592,0.165306122,0.181632653,0.197959184,0.214285714,0.230612245,0.246938776,0.263265306,0.279591837,0.295918367,0.312244898,0.328571429,0.344897959,0.36122449,0.37755102,0.393877551,0.410204082,0.426530612,0.442857143,0.459183673,0.475510204,0.491836735,0.508163265,0.524489796,0.540816327,0.557142857,0.573469388,0.589795918,0.606122449,0.62244898,0.63877551,0.655102041,0.671428571,0.687755102,0.704081633,0.720408163,0.736734694,0.753061224,0.769387755,0.785714286,0.802040816,0.818367347,0.834693878,0.851020408,0.867346939,0.883673469,0.9
1,9.378221079,8.808758777,8.306341654,7.948981747,7.601221016,7.349802956,7.092591057,6.906072917,6.706726451,6.562376651,6.402582852,6.263014701,6.170118976,6.048404064,5.940261206,5.872957918,5.777167249,5.690973772,5.639901423,5.562007656,5.491450979,5.451128851,5.386321175,5.327229336,5.274989718,5.248358899,5.195845906,5.147899656,5.103266446,5.084925651,5.041375567,5.00163198,4.964371021,4.932141862,4.92087863,4.885312823,4.852731218,4.822152033,4.793455177,4.787588457,4.757863114,4.730637455,4.705008691,4.680819035,4.660245965,4.640483895,4.621414931,4.6029655,4.585128643,4.565648509
1.591836735,7.716885155,7.172064926,6.709680508,6.366341631,6.049524812,5.809067202,5.576723236,5.398587692,5.21985373,5.082130478,4.939705107,4.814485605,4.722484922,4.615352039,4.519643518,4.451973575,4.368323546,4.292544555,4.240619685,4.173185372,4.111565291,4.07019138,4.014295458,3.963001602,3.916899669,3.887718942,3.842875756,3.801554641,3.762910843,3.741416714,3.704488899,3.670463789,3.638389776,3.609734992,3.594855873,3.564964058,3.537274645,3.511146894,3.486432761,3.476549191,3.451742447,3.428743825,3.406970308,3.386309901,3.368125873,3.350635417,3.333754245,3.317444702,3.301653144,3.284973252
2.183673469,6.903363404,6.357961081,5.945802646,5.584931533,5.306800343,5.051503783,4.851119677,4.660085295,4.508480599,4.35929854,4.240385353,4.120165008,4.013592117,3.931424031,3.840498322,3.758051744,3.696478865,3.624672527,3.55935221,3.511310701,3.453077444,3.399611163,3.361007693,3.312652171,3.268078021,3.227493967,3.199360501,3.160475264,3.124422326,3.090643498,3.069298762,3.037339576,3.007506208,2.979372704,2.953895061,2.929708063,2.915518599,2.890542481,2.867247426,2.845255041,2.82428369,2.805458582,2.787383443,2.76997796,2.753197646,2.737002364,2.721356779,2.706234087,2.69158441,2.6774076
2.775510204,6.413391483,5.881949311,5.473625857,5.124294914,4.852011488,4.605549724,4.409189114,4.225308955,4.076781636,3.933481579,3.817040484,3.701942061,3.599667161,3.518466416,3.431825771,3.353097961,3.291980878,3.223767676,3.161581427,3.113794665,3.058645264,3.00788408,2.969423,2.923760248,2.881555458,2.842903305,2.814463308,2.777877337,2.743845583,2.711851261,2.689996209,2.660030148,2.631949328,2.605424214,2.581193966,2.558167311,2.543206324,2.519889559,2.498101295,2.477448518,2.457715428,2.439801018,2.422595455,2.406028569,2.390059075,2.374649122,2.359765548,2.34538467,2.331454816,2.317978711
3.367346939,6.083843327,5.560100542,5.157246784,4.815548973,4.546800346,4.306339978,4.112735551,3.933745344,3.787417544,3.648217532,3.533573537,3.421986841,3.322676755,3.242130022,3.158427815,3.082260536,3.021575459,2.955826654,2.895868434,2.848357891,2.795325113,2.746424806,2.70815156,2.664334846,2.623759932,2.586449846,2.557893457,2.52288217,2.490241291,2.45952322,2.437406393,2.408805617,2.381929985,2.356513815,2.333156575,2.310944087,2.295539716,2.273356933,2.252517964,2.232789811,2.21391398,2.19664231,2.180051607,2.164078322,2.148682885,2.133829245,2.119486087,2.10563172,2.092254905,2.079274347
3.959183673,5.845053688,5.328273231,4.930748203,4.5942888,4.32749555,4.091332456,3.899627587,3.724183972,3.578879079,3.442682683,3.329407818,3.220393893,3.123270936,3.043330457,2.961781746,2.887497694,2.82719342,2.763249996,2.704814041,2.657567489,2.606084577,2.558554399,2.520530878,2.478065967,2.438690676,2.402374894,2.373786024,2.339928248,2.308310054,2.278531335,2.256275176,2.228672133,2.202682728,2.17808395,2.155376843,2.133772676,2.118091917,2.096739668,2.076636283,2.057589142,2.039346058,2.022555763,2.006425881,1.990897652,1.975932959,1.961497049,1.94755901,1.934100179,1.92106442,1.908458702
4.551020408,5.663149813,5.151330647,4.756802528,4.424694482,4.160119683,3.927356164,3.737344343,3.564666822,3.421297477,3.287400106,3.175206566,3.068164266,2.972709903,2.893271633,2.813367355,2.740522535,2.680542586,2.617978798,2.560757734,2.51374363,2.463442405,2.416960363,2.379055803,2.337622634,2.299167419,2.263617578,2.235082811,2.20210623,2.171271588,2.142214704,2.119878209,2.093038443,2.067727853,2.043756581,2.021551984,2.000417891,1.984552451,1.963835075,1.944295181,1.925770783,1.908014243,1.891598499,1.875827202,1.860644991,1.846015506,1.831904818,1.818282503,1.805132347,1.792395061,1.780080319
5.142857143,5.528984326,5.020304389,4.627533654,4.298324454,4.035103691,3.804653201,3.615700828,3.444936165,3.302424914,3.170149198,3.058670532,2.953028125,2.858762657,2.779631366,2.700910284,2.629101794,2.569315099,2.507750573,2.451410503,2.404529983,2.355094858,2.309376586,2.27157147,2.2308986,2.193114064,2.158122516,2.129517136,2.097192425,2.066935293,2.038409737,2.016039998,1.989658982,1.964959127,1.941451775,1.919617775,1.8988305,1.882813925,1.862568636,1.843448234,1.825262529,1.807918456,1.791778742,1.776272417,1.76134665,1.746965641,1.733096701,1.719708692,1.706790685,1.694275077,1.682176683
5.734693878,5.414076924,4.908544841,4.517662941,4.191183897,3.929380138,3.701074448,3.513215063,3.344203405,3.20257012,3.071765074,2.961011327,2.856630815,2.762290299,2.683550278,2.605916047,2.535064246,2.475544666,2.414890682,2.359357624,2.312675007,2.26402119,2.218998129,2.181347831,2.141355747,2.104180091,2.069701059,2.041137798,2.009391989,1.979654815,1.951608288,1.929178497,1.903299855,1.879049862,1.855958049,1.834462447,1.814035475,1.797931383,1.778104405,1.75935741,1.74151844,1.724497845,1.708611842,1.693348915,1.67865864,1.66450555,1.650857594,1.6376844,1.624974974,1.612662849,1.600762518
