,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,5741.043283397611,5490.171749434348,5301.473381574492,5144.965759256882,5025.792247104842,4919.003022573012,4834.875602259373,4757.2451229838825,4695.220847112613,4634.925290091604,4587.170955536462,4539.391705717129,4501.501511951252,4462.967122501796,4427.323064320953,4401.184098903603,4370.683189906759,4343.369964212315,4323.3687942897795,4299.516776977999
1,5054.741567141521,4807.569058837162,4624.582573721985,4473.203946246118,4357.6065745200785,4254.1847735520105,4173.704625254043,4098.760740425206,4037.9032247969767,3980.7447881987773,3934.295165055825,3888.489594776909,3851.5799853963604,3814.304919677784,3780.436335429964,3754.275178623416,3726.0807498146255,3700.190768531572,3680.0584960712627,3656.894547125893
2,4563.056777899373,4321.174623420674,4142.694341296891,3995.4577404109787,3881.9009030073753,3781.871350772001,3702.7528388192536,3630.414533278762,3571.1619609161385,3516.089656586017,3470.410383519401,3426.3959875298974,3389.9463488530637,3354.739520581159,3322.2478293268123,3295.8741010437025,3268.541849277196,3243.478972320085,3223.973307307837,3201.637229639343
3,4193.664626965156,3959.4761319379336,3779.524299960898,3639.4995130688703,3522.4802665679094,3430.369489441507,3348.079402372515,3281.400912242573,3220.1813146022596,3169.777649857043,3121.777607404353,3082.2778952330605,3043.775718417641,3009.510593808585,2981.713129850943,2952.215546335519,2926.1382919413595,2905.0134961940385,2881.885283391806,2861.3724512866465
4,3905.4938733196836,3672.222810963892,3498.731476822048,3357.53973603275,3247.8547050499988,3152.330080494367,3075.962735246037,3006.808920758605,2950.0057505295563,2897.4042721884925,2853.6137488317304,2812.1242178160946,2777.277540794669,2743.637904447889,2712.6520755012793,2687.827978067395,2661.76649513304,2638.265276337862,2618.774158958242,2598.177236267537
5,3674.3348169048263,3445.908296003687,3272.9599100096275,3133.441989692938,3025.5170277599746,2931.656106541647,2856.6492339794104,2788.680422055679,2732.993797573826,2681.3150552279403,2638.0252955336105,2597.275047397352,2563.033267675996,2529.7644322361894,2499.9450947963487,2475.2029165446747,2450.0322176421855,2426.761822719551,2407.755907539128,2387.5344023870466
6,3484.6226894513247,3256.8121178785927,3087.6071026190257,2950.288469013793,2843.334062792192,2751.0873200104406,2676.4788657700014,2609.8832407534055,2554.7759729512536,2504.237622529445,2461.413318543591,2421.632826415262,2387.520883614739,2355.1522072722655,2325.729574942668,2301.1543376624913,2276.528176038556,2253.8868204338796,2234.9726489605,2215.2285186384056
7,3326.0594344155497,3100.46113017858,2932.606092282958,2797.4357276822716,2691.1702776069747,2600.0791862399788,2526.2568536234526,2460.5590551237997,2406.2991474925493,2356.023558726442,2314.305931370407,2274.6651684071967,2241.3861026362797,2209.3963213138113,2180.349087014253,2156.076748358726,2131.7271775584086,2109.7068598154488,2091.026141927474,2071.839626477904
8,3191.0167055959682,2967.474350644786,2801.233860657761,2666.915068751004,2561.770042461951,2471.7391337687195,2398.8261594179917,2333.932460413004,2280.1529125765005,2230.7700564393067,2189.0150532701864,2150.483091309358,2117.2561377118755,2085.6303391381975,2057.5330040356234,2033.5228142704777,2009.4419373410335,1987.6053265437936,1969.1313328735966,1950.1463671144602
9,3074.2264152072116,2853.5965860095152,2686.1303115630535,2556.5761688802663,2448.983330221225,2363.0485943134363,2288.0491305675464,2226.1272705240626,2170.6219645966617,2123.8239311747034,2081.0893396529787,2044.3713744849879,2009.9839955879984,1979.0882102559956,1952.8584943604678,1926.9871037725222,1903.5932075659512,1883.7000896015904,1863.551055842611,1845.1654098635074
10,2973.090284592946,2754.416455616719,2589.2696297920147,2457.6412707168483,2354.0839819767916,2266.066036493963,2194.2571407625646,2130.48393909076,2077.7764755286003,2029.443484934707,1988.5795752257536,1950.7010555343331,1918.167892683739,1887.4030729534884,1860.0331261095562,1836.1840376649338,1812.8083736149442,1791.5903354519146,1773.4684044558553,1755.0669601588434
11,2884.5429583647906,2666.951481696658,2503.328135295427,2372.3086199504473,2269.2091991012185,2181.809251010143,2110.669964105915,2047.5179580717402,1994.7753309803388,1947.3909056314376,1906.8167868030957,1869.4116103211863,1837.167865520209,1806.761317375611,1779.292708618114,1756.0525778037786,1732.9691632880322,1711.8880201927602,1693.7671020470857,1675.6107789709417
12,2805.9428540079307,2588.67431901147,2426.4189082357802,2296.6061268721696,2194.561234248784,2107.53956179976,2036.7480048871175,1974.2915223533664,1921.9389966529677,1874.987209160595,1834.7273968293,1797.511441316473,1765.708486149875,1735.6216422545665,1708.4428857595915,1684.987899734639,1662.2849931253927,1641.4421557645474,1623.6062109466563,1605.5265151532856
