,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,81.15255186631515,70.71105104491609,65.04676149643669,60.39341084819063,57.17998070089621,54.51412935855652,52.47767865241617,50.64196844251524,49.21430408335994,47.88916619357771,47.00715864518897,45.944597511584305,44.763181860667835,43.939084956683764,43.249214018749,42.57350167222964,42.03444933886084,41.481994656569675,41.01399830325627,40.52265976640926
1,57.34003614726223,49.078496562031404,44.80484559538428,41.246426993620354,38.810451563927394,36.69168553746398,35.17341092504908,33.788120752989215,32.77349581572984,31.755048719455164,31.174923663676598,30.39076835769206,29.367529298681745,28.773601454412574,28.326719293935056,27.863893823011523,27.506691026923505,27.11498263195182,26.801628470253277,26.44679877380511
2,50.25748853445878,42.508539365094975,38.67236650641388,35.44965366021671,33.277848733457596,31.392691129309693,30.103048333771472,28.856006412730963,27.940606815357384,27.03158326622757,26.54957351566585,25.850896550969004,24.897911191612742,24.376617132980563,24.017774768848973,23.588832933845538,23.28671774260833,22.9361391169331,22.67507286658252,22.36657386584444
3,46.69838564164799,39.27460569700727,35.673816719727306,32.52582661014072,30.56390081363037,28.747853146266518,27.49332123028557,26.32451160545608,25.549359505119337,24.693465878688183,24.262282487088658,23.607004022985382,22.68768535017649,22.204934101473473,21.86318718644931,21.466108099844316,21.194972572459385,20.88394619382587,20.64917065008323,20.3638686864108
4,44.514976582382104,37.291105654534846,33.83820195009733,30.788889024035047,28.837974077986054,27.089536262635633,25.94938097185479,24.826994207590445,24.02188266929996,23.205089211751286,22.809842565276945,22.242208874365677,21.342995839116167,20.882366666354486,20.56313395602896,20.185600064082116,19.933546331245722,19.639441925152617,19.422126634686336,19.151391947294485
5,43.02161110501992,35.93619871705598,32.58530950934569,29.605558381842876,27.708984305558495,26.002436682642475,24.84637726695455,23.757681613865653,23.028282453858687,22.23685689872428,21.86348099969022,21.257474087297755,20.37509118782786,19.984575873399745,19.680879095685942,19.31680609710597,19.077978957474304,18.795528994147922,18.588865517277213,18.328239883553145
6,41.93073198027055,34.948177823713415,31.670054306289867,28.740624577121626,26.88426687006616,25.207836155286294,24.079709587853568,23.01360824326941,22.261471434743886,21.489255940814644,21.17182804557869,20.581193546687906,19.70852584267934,19.278793110212064,18.989244049374346,18.66380036443444,18.454998893593967,18.18114160067664,17.982997318860853,17.729800752951785
7,41.091594829570816,34.1862520011504,30.967964826798326,28.078249687642206,26.25264141695888,24.600209269429612,23.493211236079173,22.444317141549774,21.707999583265618,20.94919080319407,20.607783107229427,20.028871839135626,19.1976007095772,18.7785114317784,18.497916476139363,18.153816366898717,17.934481641276335,17.69285229058865,17.501881125456617,17.27309427194344
8,40.42516520004175,33.58108840347575,30.410631779656896,27.552039507823157,25.75130053753373,24.116955279264012,23.02746910464153,21.992578243228998,21.26890345174616,20.520700150433,20.189341247891768,19.61895761239035,18.762024371280848,18.350954506960267,18.107168315063884,17.769310300177363,17.557287989542004,17.29729663737178,17.112744208788058,16.892960655905174
9,39.88195234580146,33.08763698070481,29.955161346001546,27.123396010390362,25.34276707010501,23.72413600573449,22.648349060714615,21.624559714656883,20.911384293098003,20.17187477023031,19.848696759905106,19.28523820200062,18.43305577918386,18.028112824267495,17.762483904912056,17.43125598222243,17.24929717535028,16.99374348493502,16.814638998577696,16.57712369941294
10,39.288568620804185,32.67656637297454,29.5762142070281,26.766022908485045,25.002556890131302,23.397169179217805,22.33282585316467,21.318439292759788,20.613829628761717,19.881686456505598,19.565370439241896,19.00769028741578,18.159435509793262,17.75958428236796,17.49895595614089,17.171976442572713,16.969440714798836,16.718798883405825,16.56583589787596,16.331546570505637
11,38.90511570969471,32.328532452628906,29.255313123522484,26.46323204153792,24.714428779438595,23.120064329205448,22.065667929073552,21.059303909600768,20.362023356929413,19.635951588708604,19.325571177645788,18.77281855366079,17.92787063496085,17.532353107900278,17.275934721142637,16.95256896128242,16.753658270551213,16.5061385189863,16.333897930232155,16.10332134613592
12,38.575546649979785,32.02962025506901,28.979864171750812,26.2031889888919,24.466399429372732,22.8822643405927,21.8360424441047,20.836785474248906,20.14580890451783,19.42506551366236,19.11961316885463,18.571199304363304,17.72908109583613,17.337324519532327,17.084532008033108,16.764280720618466,16.568455399118815,16.32362769984963,16.154109880922572,15.925862125446756
