N_Request,N_Actual,Refinery_ID,Size_MMgal,MSP_usd_gal,System_Total_Cost,System_Avg_MSP,Type,X,Y
8,8,1,398.00000086322063,1.3049850282447988,20.082912322148342,2.5103640402685428,Sequential,33139.98134042002,1549421.4938931472
8,8,2,398.0024960815759,1.4074555502439103,20.082912322148342,2.5103640402685428,Sequential,1633.7906283630925,1788137.9649646631
8,8,3,398.0000750170815,1.305825987866799,20.082912322148342,2.5103640402685428,Sequential,-119051.18459700474,1310087.6956574123
8,8,4,398.00044021335117,1.291389973122399,20.082912322148342,2.5103640402685428,Sequential,527578.9159371657,1414704.858169487
8,8,5,398.0031167397902,1.4078750696753424,20.082912322148342,2.5103640402685428,Sequential,-256067.77938647466,1686355.1406092732
8,8,6,398.00101605164036,1.3546656344463115,20.082912322148342,2.5103640402685428,Sequential,-87196.2853224869,1954040.9413723352
8,8,7,398.0002888112241,1.406963339027621,20.082912322148342,2.5103640402685428,Sequential,316144.30247896153,1858567.5970883728
8,8,8,398.00120956718894,1.3622928999536585,20.082912322148342,2.5103640402685428,Sequential,752635.985115134,1694520.154368413
